date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Feb 3,home,Redwoods,W,14-3,14,3,11,win,20230203_51kk,0,1,0,,,,0,1,,,,,,,0,0,,,,,1,2023,2022-23,Monterey Peninsula,montereypeninsula,finnoconnory56n,Finn O'Connor
Feb 3,home,Redwoods,W,14-1,14,1,13,win,20230203_sa0k,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2023,2022-23,Monterey Peninsula,montereypeninsula,finnoconnory56n,Finn O'Connor
Feb 4,home,Diablo Valley,L,8-6,8,6,2,win,20230204_z321,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2023,2022-23,Monterey Peninsula,montereypeninsula,finnoconnory56n,Finn O'Connor
Feb 7,home,Marin,L,20-1,20,1,19,win,20230207_jtnu,3,0,0,,,,0,,,,,,,,0,0,,2,1,2.00,3,2023,2022-23,Monterey Peninsula,montereypeninsula,finnoconnory56n,Finn O'Connor
Feb 16,home,West Hills Coalinga,W,14-2,14,2,12,win,20230216_kvfv,1,1,1,1,,,1,,,,,,,,2,1,,,,,1,2023,2022-23,Monterey Peninsula,montereypeninsula,finnoconnory56n,Finn O'Connor
Feb 18,home,West Hills Coalinga,W,12-7,12,7,5,win,20230218_var2,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Monterey Peninsula,montereypeninsula,finnoconnory56n,Finn O'Connor
Mar 7,home,Canada,L,6-2,6,2,4,win,20230307_twne,2,0,0,,,,0,,1,,,,,,0,0,,1,,,2,2023,2022-23,Monterey Peninsula,montereypeninsula,finnoconnory56n,Finn O'Connor
Mar 15,home,Cabrillo,L,8-2,8,2,6,win,20230315_170d,1,0,1,,,,0,1,,,,,,,1,0,,,,,2,2023,2022-23,Monterey Peninsula,montereypeninsula,finnoconnory56n,Finn O'Connor
Mar 16,home,Cabrillo,L,17-13,17,13,4,win,20230316_unq5,0,1,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Monterey Peninsula,montereypeninsula,finnoconnory56n,Finn O'Connor
Apr 1,home,Hartnell,L,9-5,9,5,4,win,20230401_ciz1,2,0,1,,,,2,1,,,,,1,,1,0,,,2,,4,2023,2022-23,Monterey Peninsula,montereypeninsula,finnoconnory56n,Finn O'Connor
Apr 15,home,De Anza,W,22-9,22,9,13,win,20230415_uhmc,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Monterey Peninsula,montereypeninsula,finnoconnory56n,Finn O'Connor
Apr 18,home,Mission,L,6-1,6,1,5,win,20230418_fbd9,1,0,1,,,,0,,,,,,,,1,0,,,,,1,2023,2022-23,Monterey Peninsula,montereypeninsula,finnoconnory56n,Finn O'Connor
Apr 20,home,Mission,W,11-9,11,9,2,win,20230420_416p,5,0,1,,,,0,,1,,,,,,1,0,,2,1,2.00,5,2023,2022-23,Monterey Peninsula,montereypeninsula,finnoconnory56n,Finn O'Connor
