date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Feb 4,home,Hartnell,W,8-1,8,1,7,win,20160204_tkw2,3,0,0,,,,0,,,,,,,,0,0,,,3,,3,2016,,Reedley,reedley,chriskoutsoubos2g23,Chris Koutsoubos
Feb 20,home,De Anza,W,9-2,9,2,7,win,20160220_anu4,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2016,,Reedley,reedley,chriskoutsoubos2g23,Chris Koutsoubos
Feb 27,home,Porterville,W,17-3,17,3,14,win,20160227_tdo5,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2016,,Reedley,reedley,chriskoutsoubos2g23,Chris Koutsoubos
Mar 22,home,Saddleback,L,10-2,10,2,8,win,20160322_p6bu,1,0,1,,,,0,,,,,,,,1,0,,,,,1,2016,,Reedley,reedley,chriskoutsoubos2g23,Chris Koutsoubos
Mar 23,home,Bakersfield,W,12-4,12,4,8,win,20160323_gywj,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2016,,Reedley,reedley,chriskoutsoubos2g23,Chris Koutsoubos
Apr 7,home,Sequoias,W,8-2,8,2,6,win,20160407_f6ou,3,2,2,,,,1,1,1,,,,,,2,0,,,,,4,2016,,Reedley,reedley,chriskoutsoubos2g23,Chris Koutsoubos
Apr 9,home,Sequoias,L,7-3,7,3,4,win,20160409_849w,4,0,1,,,,1,,1,,,,,,1,0,,,2,,4,2016,,Reedley,reedley,chriskoutsoubos2g23,Chris Koutsoubos
Apr 14,home,West Hills Coalinga,W,5-1,5,1,4,win,20160414_rnur,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,,Reedley,reedley,chriskoutsoubos2g23,Chris Koutsoubos
Apr 26,home,West Hills Coalinga,W,14-6,14,6,8,win,20160426_nr6a,1,1,0,,,,0,1,1,1,,1,,,0,0,,,,,3,2016,,Reedley,reedley,chriskoutsoubos2g23,Chris Koutsoubos
Apr 29,home,Taft,W,6-1,6,1,5,win,20160429_5j8r,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,,Reedley,reedley,chriskoutsoubos2g23,Chris Koutsoubos
May 7,home,Santa Rosa,L,6-2,6,2,4,win,20160507_rcdc,2,0,0,,,,0,,2,,,,,,0,0,,,,,2,2016,,Reedley,reedley,chriskoutsoubos2g23,Chris Koutsoubos
