date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Feb 2,home,Santa Rosa,L,6-4,6,4,2,win,20130202_bu2f,2,0,1,,,,0,,,,,,,,1,0,,1,,,2,2013,2012-13,Chabot,chabot,robertsmithhkde,Robert Smith
Feb 5,home,Sacramento City,W,9-8,9,8,1,win,20130205_j44b,4,1,1,,,,1,1,,,,,,,1,0,,1,1,1.00,5,2013,2012-13,Chabot,chabot,robertsmithhkde,Robert Smith
Feb 8,home,Sacramento City,W,3-0,3,0,3,win,20130208_8ylf,3,0,1,,1,,1,,1,,,1,,,3,1,,,1,,4,2013,2012-13,Chabot,chabot,robertsmithhkde,Robert Smith
Feb 12,home,Cosumnes River,W,13-5,13,5,8,win,20130212_jqlm,2,3,2,,,,3,3,,,,,,,2,0,,,,,5,2013,2012-13,Chabot,chabot,robertsmithhkde,Robert Smith
Feb 15,home,Fresno City,W,12-10,12,10,2,win,20130215_nj0l,2,0,0,,,,0,,1,,,,,,0,0,,,1,,2,2013,2012-13,Chabot,chabot,robertsmithhkde,Robert Smith
Feb 15,home,Fresno City,L,7-3,7,3,4,win,20130215_eb7b,4,0,0,,,,0,,2,,,,,,0,0,1,1,,,4,2013,2012-13,Chabot,chabot,robertsmithhkde,Robert Smith
Feb 16,home,Fresno City,L,4-3,4,3,1,win,20130216_76qg,3,0,0,,,,0,1,1,,,,,,0,0,,1,,,4,2013,2012-13,Chabot,chabot,robertsmithhkde,Robert Smith
Feb 21,home,Sierra,L,4-2,4,2,2,win,20130221_vtkj,3,0,0,,,,0,,2,,,1,,,0,0,,1,,,4,2013,2012-13,Chabot,chabot,robertsmithhkde,Robert Smith
Feb 26,home,Mission,L,3-2,3,2,1,win,20130226_sv8c,4,0,0,,,,0,,,,,,,,0,0,,2,2,1.00,4,2013,2012-13,Chabot,chabot,robertsmithhkde,Robert Smith
Feb 28,home,Skyline,W,14-2,14,2,12,win,20130228_bbei,2,1,0,,,,0,1,1,,,1,,,0,0,,,1,,4,2013,2012-13,Chabot,chabot,robertsmithhkde,Robert Smith
