date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Feb 3,home,Ohlone,L,7-5,7,5,2,win,20120203_z2bh,2,1,0,,,,0,,1,,,,,1,0,0,,2,,,3,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Feb 4,home,San Mateo,L,6-1,6,1,5,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Feb 9,home,Golden West,W,11-4,11,4,7,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Feb 10,home,Marin,L,8-6,8,6,2,win,20120210_xcx9,1,0,1,,,,1,,,,,,,,1,0,,,,,1,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Feb 11,home,Hartnell,W,6-2,6,2,4,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Feb 16,home,Solano,W,9-5,9,5,4,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Feb 17,home,Sierra,W,2-1,2,1,1,win,20120217_dlv9,1,0,1,1,,,0,,,,,,,,2,1,,,,,1,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Feb 18,home,Porterville,W,6-2,6,2,4,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Feb 23,home,Cerro Coso,W,21-7,21,7,14,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Feb 25,home,Cerro Coso,W,11-3,11,3,8,win,20120225_1o21,1,0,1,,,,0,,,,,,,,1,0,,,,,1,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Feb 28,home,Porterville,W,10-2,10,2,8,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Mar 1,home,Porterville,W,8-5,8,5,3,win,20120301_eqz3,1,0,0,,,,0,,,,,1,,,0,0,,,1,,2,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Mar 3,home,Porterville,L,10-1,10,1,9,win,20120303_vse8,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Mar 6,home,West Hills Coalinga,W,6-0,6,0,6,win,20120306_fcxk,2,0,0,,,,0,1,,1,,,,,0,0,,,2,,3,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Mar 8,home,West Hills Coalinga,L,8-2,8,2,6,win,20120308_h0tk,1,1,0,,,,0,1,,,,,,,0,0,,1,,,2,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Mar 10,home,West Hills Coalinga,L,6-4,6,4,2,win,20120310_jroy,4,0,0,,,,0,1,,,,,,,0,0,,2,2,1.00,5,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Mar 13,home,Taft,L,5-4,5,4,1,win,20120313_k1c2,2,0,0,,,,0,,1,,,,,,0,0,,1,,,2,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Mar 15,home,Taft,W,7-5,7,5,2,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Mar 16,home,Taft,W,7-6,7,6,1,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Mar 20,home,Fresno City,W,9-5,9,5,4,win,20120320_fn0k,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Mar 22,home,Fresno City,L,7-1,7,1,6,win,20120322_j4gm,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Mar 24,home,Fresno City,W,4-1,4,1,3,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Mar 27,home,Sequoias,L,7-6,7,6,1,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Mar 29,home,Sequoias,W,8-4,8,4,4,win,20120329_rxp4,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
Mar 31,home,Sequoias,W,8-5,8,5,3,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Reedley,reedley,trevorcroughq2t2,Trevor Crough
