date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 31,home,Grossmont,L,7-0,7,0,7,win,20150131_dmk2,4,0,0,,,,0,,,,,,,,0,0,,2,2,1.00,4,2015,2014-15,Long Beach,longbeach,jacksonfossq6p5,Jackson Foss
Feb 3,home,Grossmont,L,6-3,6,3,3,win,20150203_plrl,4,0,1,,,,0,1,1,,,,,,1,0,,1,1,1.00,5,2015,2014-15,Long Beach,longbeach,jacksonfossq6p5,Jackson Foss
Feb 10,home,Orange Coast,L,6-5,6,5,1,win,20150210_55d0,3,0,1,,,,0,2,1,,,,,,1,0,,,1,,5,2015,2014-15,Long Beach,longbeach,jacksonfossq6p5,Jackson Foss
Feb 12,home,Orange Coast,W,6-2,6,2,4,win,20150212_wnl8,5,1,2,1,,,1,,1,,,,,,3,1,,,2,,5,2015,2014-15,Long Beach,longbeach,jacksonfossq6p5,Jackson Foss
Feb 14,home,Orange Coast,L,8-1,8,1,7,win,20150214_r7lv,4,0,0,,,,0,,,,,,,,0,0,,3,1,3.00,4,2015,2014-15,Long Beach,longbeach,jacksonfossq6p5,Jackson Foss
Feb 17,home,Victor Valley,W,6-3,6,3,3,win,20150217_tuvt,3,0,0,,,,1,,,,,1,,,0,0,,1,1,1.00,4,2015,2014-15,Long Beach,longbeach,jacksonfossq6p5,Jackson Foss
Feb 19,home,Barstow,L,10-7,10,7,3,win,20150219_9bzk,5,1,2,,,,1,,,,,,,,2,0,,2,1,2.00,5,2015,2014-15,Long Beach,longbeach,jacksonfossq6p5,Jackson Foss
Feb 21,home,Irvine Valley,L,2-1,2,1,1,win,20150221_ye6u,3,1,0,,,,0,,1,,,,,,0,0,,,1,,3,2015,2014-15,Long Beach,longbeach,jacksonfossq6p5,Jackson Foss
Feb 24,home,Irvine Valley,W,3-2,3,2,1,win,20150224_t13g,2,1,1,,,,1,1,,,,,,1,1,0,,1,1,1.00,4,2015,2014-15,Long Beach,longbeach,jacksonfossq6p5,Jackson Foss
Feb 26,home,West LA,W,6-4,6,4,2,win,20150226_ppx2,6,1,3,1,,,3,1,,,,,,,4,1,,1,2,0.50,7,2015,2014-15,Long Beach,longbeach,jacksonfossq6p5,Jackson Foss
