date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Apr 10,home,Laney,L,11-3,11,3,8,win,20210410_ofmo,4,1,2,,,1,2,,2,,,,,,5,1,,,,,4,2021,2020-21,Contra Costa,contracosta,williamrobisonb8zr,William Robison
Apr 10,home,Laney,L,12-3,12,3,9,win,20210410_9ajh,3,0,1,,,,0,,1,,,,,,1,0,,1,,,3,2021,2020-21,Contra Costa,contracosta,williamrobisonb8zr,William Robison
Apr 15,home,Napa Valley,L,11-6,11,6,5,win,20210415_sgg1,4,1,2,,1,,1,,1,,,,,,4,1,,,1,,4,2021,2020-21,Contra Costa,contracosta,williamrobisonb8zr,William Robison
Apr 16,home,Napa Valley,W,9-3,9,3,6,win,20210416_9qww,4,2,2,,,,0,,2,3,,,,,2,0,,,,,4,2021,2020-21,Contra Costa,contracosta,williamrobisonb8zr,William Robison
Apr 16,home,Napa Valley,W,14-5,14,5,9,win,20210416_sm7k,5,2,4,1,1,1,7,,1,,,,,,10,3,,,,,5,2021,2020-21,Contra Costa,contracosta,williamrobisonb8zr,William Robison
Apr 22,home,Yuba,W,10-5,10,5,5,win,20210422_jnc9,5,2,2,,,,0,,,1,,,,,2,0,,2,1,2.00,5,2021,2020-21,Contra Costa,contracosta,williamrobisonb8zr,William Robison
Apr 23,home,Yuba,L,5-4,5,4,1,win,20210423_1bbu,4,0,0,,,,0,,3,,,,,,0,0,1,1,,,4,2021,2020-21,Contra Costa,contracosta,williamrobisonb8zr,William Robison
Apr 23,home,Yuba,L,4-3,4,3,1,win,20210423_l304,2,0,0,,,,0,,2,,,1,,,0,0,,,,,3,2021,2020-21,Contra Costa,contracosta,williamrobisonb8zr,William Robison
Apr 28,home,Ohlone,L,7-4,7,4,3,win,20210428_zu7y,4,1,1,1,,,0,,1,,,,,,2,1,,,2,,4,2021,2020-21,Contra Costa,contracosta,williamrobisonb8zr,William Robison
Apr 29,home,Los Medanos,W,7-2,7,2,5,win,20210429_2bve,3,0,1,,,,0,1,1,,,,,,1,0,,,1,,4,2021,2020-21,Contra Costa,contracosta,williamrobisonb8zr,William Robison
Apr 30,home,Los Medanos,L,6-2,6,2,4,win,20210430_0kqv,3,0,0,,,,0,,1,,,,,,0,0,,,2,,3,2021,2020-21,Contra Costa,contracosta,williamrobisonb8zr,William Robison
May 6,home,Mendocino,W,7-6,7,6,1,win,20210506_9oit,4,1,2,,,,0,1,1,,,,,,2,0,,1,,,5,2021,2020-21,Contra Costa,contracosta,williamrobisonb8zr,William Robison
May 7,home,Mendocino,W,9-0,9,0,9,win,20210507_owoe,2,0,1,,,,2,1,,1,,,,,1,0,,,,,3,2021,2020-21,Contra Costa,contracosta,williamrobisonb8zr,William Robison
May 20,home,Napa Valley,W,26-6,26,6,20,win,20210520_2qvf,4,3,2,,,,1,2,2,1,,,1,,2,0,,,1,,7,2021,2020-21,Contra Costa,contracosta,williamrobisonb8zr,William Robison
May 21,home,Napa Valley,L,2-0,2,0,2,win,20210521_3ex5,3,0,0,,,,0,,3,,,,,,0,0,,,,,3,2021,2020-21,Contra Costa,contracosta,williamrobisonb8zr,William Robison
May 21,home,Napa Valley,L,10-9,10,9,1,win,20210521_zma7,3,0,1,,,,0,1,1,1,,,,,1,0,,,1,,4,2021,2020-21,Contra Costa,contracosta,williamrobisonb8zr,William Robison
