date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 28,home,Cabrillo,L,4-1,4,1,3,win,20140128_4wvg,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,2013-14,Reedley,reedley,justondea5p52,Juston Dea
Feb 1,home,San Mateo,L,2-1,2,1,1,win,20140201_1a9q,3,0,0,,,,0,1,,,,,,,0,0,1,1,2,0.50,4,2014,2013-14,Reedley,reedley,justondea5p52,Juston Dea
Feb 7,home,Golden West,W,2-1,2,1,1,win,20140207_ag4y,2,0,0,,,,0,1,,,,,,,0,0,,2,,,3,2014,2013-14,Reedley,reedley,justondea5p52,Juston Dea
Feb 7,home,Marin,W,9-0,9,0,9,win,20140207_iqz4,2,1,0,,,,0,,1,,,,,1,0,0,,,1,,3,2014,2013-14,Reedley,reedley,justondea5p52,Juston Dea
Feb 8,home,Bakersfield,W,3-1,3,1,2,win,20140208_05n9,2,0,0,,,,0,,1,,,,,,0,0,,1,,,2,2014,2013-14,Reedley,reedley,justondea5p52,Juston Dea
Feb 11,home,Sierra,L,8-3,8,3,5,win,20140211_661g,2,1,1,,,,0,1,,,,,,,1,0,,,1,,3,2014,2013-14,Reedley,reedley,justondea5p52,Juston Dea
Feb 18,home,Sequoias,L,2-1,2,1,1,win,20140218_1xby,2,0,0,,,,0,,2,,,,,1,0,0,,1,,,3,2014,2013-14,Reedley,reedley,justondea5p52,Juston Dea
Feb 20,home,Sequoias,L,5-2,5,2,3,win,20140220_p0i5,3,1,2,1,,,0,,,,,,,,3,1,,,1,,3,2014,2013-14,Reedley,reedley,justondea5p52,Juston Dea
Feb 22,home,Sequoias,W,11-10,11,10,1,win,20140222_axwf,3,0,1,1,,,1,1,1,,,,,1,2,1,,2,,,5,2014,2013-14,Reedley,reedley,justondea5p52,Juston Dea
Feb 25,home,Fresno City,W,15-4,15,4,11,win,20140225_ft34,3,3,1,,,,0,2,1,,,,,,1,0,,,,,5,2014,2013-14,Reedley,reedley,justondea5p52,Juston Dea
Feb 27,home,Fresno City,L,5-1,5,1,4,win,20140227_lkys,2,0,0,,,,0,,2,,,,,,0,0,,,,,2,2014,2013-14,Reedley,reedley,justondea5p52,Juston Dea
Mar 2,home,Fresno City,L,4-3,4,3,1,win,20140302_se0g,4,0,0,,,,0,,4,,,,,,0,0,,,,,4,2014,2013-14,Reedley,reedley,justondea5p52,Juston Dea
Mar 13,home,Merced,L,8-1,8,1,7,win,20140313_lqy4,3,0,0,,,,0,,1,,,,,,0,0,1,1,1,1.00,3,2014,2013-14,Reedley,reedley,justondea5p52,Juston Dea
Mar 15,home,Merced,L,6-5,6,5,1,win,20140315_6zwt,3,0,2,,,,2,,1,,,1,,,2,0,,,,,4,2014,2013-14,Reedley,reedley,justondea5p52,Juston Dea
Mar 18,home,West Hills Coalinga,W,9-1,9,1,8,win,20140318_qp0n,3,2,2,,,,1,1,,,,1,,,2,0,,,1,,5,2014,2013-14,Reedley,reedley,justondea5p52,Juston Dea
Mar 20,home,West Hills Coalinga,W,4-3,4,3,1,win,20140320_7ddu,3,0,0,,,,0,,1,,,,,,0,0,,1,1,1.00,3,2014,2013-14,Reedley,reedley,justondea5p52,Juston Dea
Mar 22,home,West Hills Coalinga,W,10-6,10,6,4,win,20140322_cwya,2,1,0,,,,0,1,1,,,,,,0,0,,1,,,3,2014,2013-14,Reedley,reedley,justondea5p52,Juston Dea
Mar 25,home,Taft,L,7-4,7,4,3,win,20140325_r1ra,2,0,0,,,,0,,,,,,,,0,0,,1,,,2,2014,2013-14,Reedley,reedley,justondea5p52,Juston Dea
Apr 12,home,West Hills Coalinga,L,5-4,5,4,1,win,20140412_sum7,2,0,0,,,,0,,1,,,,,,0,0,,,1,,2,2014,2013-14,Reedley,reedley,justondea5p52,Juston Dea
Apr 15,home,Saddleback,W,10-5,10,5,5,win,20140415_pqb6,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2014,2013-14,Reedley,reedley,justondea5p52,Juston Dea
