date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,Canyons,W,8-6,8,6,2,win,20170127_u6o1,5,1,3,1,,,1,,,,,,,,4,1,,1,,,5,2017,2016-17,El Camino,elcamino,codywisslera81k,Cody Wissler
Jan 28,home,Canyons,W,4-3,4,3,1,win,20170128_g43c,4,0,3,,,,0,,1,,,,,,3,0,,,,,4,2017,2016-17,El Camino,elcamino,codywisslera81k,Cody Wissler
Feb 1,home,Mt. San Jacinto,W,15-6,15,6,9,win,20170201_ctbn,4,0,1,,,,1,,1,1,,1,,,1,0,,2,,,5,2017,2016-17,El Camino,elcamino,codywisslera81k,Cody Wissler
Feb 4,home,LA Valley,W,11-5,11,5,6,win,20170204_09k5,4,1,3,1,1,,3,1,,,,,,,6,2,,1,,,5,2017,2016-17,El Camino,elcamino,codywisslera81k,Cody Wissler
Feb 9,home,Bakersfield,W,4-0,4,0,4,win,20170209_8vaf,4,1,0,,,,0,,,,,,,,0,0,,2,1,2.00,4,2017,2016-17,El Camino,elcamino,codywisslera81k,Cody Wissler
Feb 11,home,Bakersfield,W,2-1,2,1,1,win,20170211_0qon,3,0,0,,,,0,1,,,,,,,0,0,,3,,,4,2017,2016-17,El Camino,elcamino,codywisslera81k,Cody Wissler
Feb 15,home,Santa Barbara,L,9-4,9,4,5,win,20170215_a5ry,3,0,0,,,,0,1,2,,,,,,0,0,,1,,,4,2017,2016-17,El Camino,elcamino,codywisslera81k,Cody Wissler
Feb 22,home,San Bernardino,W,5-3,5,3,2,win,20170222_g9pv,3,0,0,,,,0,,1,,,,,,0,0,,1,1,1.00,3,2017,2016-17,El Camino,elcamino,codywisslera81k,Cody Wissler
Feb 24,home,Santa Barbara,W,9-2,9,2,7,win,20170224_abvw,4,1,2,,,,0,,1,,,,,,2,0,,,,,4,2017,2016-17,El Camino,elcamino,codywisslera81k,Cody Wissler
Feb 25,home,San Bernardino,W,22-2,22,2,20,win,20170225_iuy5,6,2,1,,,,2,,2,,,,,,1,0,,1,,,6,2017,2016-17,El Camino,elcamino,codywisslera81k,Cody Wissler
