date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Feb 1,home,Glendale,W,6-5,6,5,1,win,,,,,,,,,,,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Feb 2,home,Citrus,L,4-1,4,1,3,win,,,,,,,,,,,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Feb 3,home,LA Valley,W,11-3,11,3,8,win,,,,,,,,,,,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Feb 7,home,Glendale,W,3-1,3,1,2,win,,,,,,,,,,,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Feb 8,home,San Diego Mesa,W,16-4,16,4,12,win,,,,,,,,,,,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Feb 9,home,San Diego Mesa,L,7-6,7,6,1,win,,,,,,,,,,,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Feb 13,home,Pasadena,W,12-4,12,4,8,win,,,,,,,,,,,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Feb 14,home,Merced,W,4-3,4,3,1,win,,,,,,,,,,,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Feb 16,home,Mt. San Antonio,W,5-4,5,4,1,win,,,,,,,,,,,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Feb 21,home,Mt. San Jacinto,W,10-1,10,1,9,win,20130221_gj55,5,2,4,,,,0,,,,,,,,4,0,,1,,,5,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Feb 23,home,Mt. San Jacinto,W,3-2,3,2,1,win,20130223_9ae2,4,0,1,,,,0,,1,,1,,,,1,0,,,2,,4,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Feb 23,home,Mt. San Jacinto,W,5-2,5,2,3,win,20130223_asum,2,0,0,,,,0,,1,,,,,1,0,0,,1,1,1.00,3,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Feb 26,home,Desert,W,5-3,5,3,2,win,20130226_hlou,2,0,0,,,,0,,,,,,,,0,0,,2,,,2,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Feb 28,home,Desert,L,9-5,9,5,4,win,,,,,,,,,,,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Mar 2,home,Desert,L,7-1,7,1,6,win,,,,,,,,,,,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Mar 5,home,Cerro Coso,L,13-11,13,11,2,win,,,,,,,,,,,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Mar 7,home,Cerro Coso,W,31-2,31,2,29,win,20130307_3crb,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Mar 9,home,Cerro Coso,W,5-1,5,1,4,win,,,,,,,,,,,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Mar 19,home,San Bernardino,L,6-0,6,0,6,win,,,,,,,,,,,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Mar 21,home,San Bernardino,L,4-2,4,2,2,win,,,,,,,,,,,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Mar 23,home,San Bernardino,L,6-2,6,2,4,win,20130323_nm66,2,0,0,,,,0,,,,,1,,,0,0,,,,,3,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Mar 27,home,LA Pierce,L,8-7,8,7,1,win,20130327_y0jl,5,0,2,,,,0,,2,,,,,,2,0,,1,,,5,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Mar 28,home,LA Pierce,W,8-7,8,7,1,win,20130328_5fjq,4,0,1,,,,0,,,,,,,,1,0,,1,2,0.50,4,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Apr 2,home,Barstow,W,7-1,7,1,6,win,20130402_siss,4,0,1,,,,1,,,,,,,,1,0,,2,1,2.00,4,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Apr 4,home,Barstow,L,8-7,8,7,1,win,20130404_9pgn,4,0,1,,1,,0,,1,,,,,,3,1,,2,,,4,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Apr 6,home,Barstow,W,10-7,10,7,3,win,20130406_grut,5,0,2,,,,2,,,,,,,,2,0,1,2,1,2.00,5,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Apr 9,home,Chaffey,W,6-3,6,3,3,win,20130409_x1oa,4,0,0,,,,0,,,,,,,,0,0,,1,3,0.33,4,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Apr 11,home,Chaffey,W,7-6,7,6,1,win,20130411_xlwc,4,1,1,,,,1,,,,,,,,1,0,,2,1,2.00,4,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Apr 13,home,Chaffey,L,8-4,8,4,4,win,20130413_l6gk,2,1,0,,,,0,1,1,,,1,,,0,0,,1,,,4,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Apr 16,home,Victor Valley,W,10-4,10,4,6,win,20130416_lsfn,2,1,1,,,,0,2,,,,1,,,1,0,,1,,,5,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Apr 18,home,Victor Valley,W,5-1,5,1,4,win,20130418_5eut,4,0,2,,,,0,1,,,,,,,2,0,,2,,,5,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Apr 20,home,Victor Valley,W,12-5,12,5,7,win,20130420_zddm,4,1,0,,,,1,,,,,,1,,0,0,,1,3,0.33,5,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Apr 23,home,Antelope Valley,W,7-1,7,1,6,win,20130423_9mo9,4,1,1,,,,1,1,,,,,,,1,0,,1,2,0.50,5,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Apr 25,home,Antelope Valley,W,5-1,5,1,4,win,20130425_9enb,3,1,1,,,,0,,,,,1,,,1,0,1,2,,,4,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Apr 26,home,Antelope Valley,L,8-2,8,2,6,win,,,,,,,,,,,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
Apr 30,home,East Los Angeles,L,5-1,5,1,4,win,20130430_mb71,4,0,1,,,,0,,1,,,,,,1,0,,,2,,4,2013,,Rio Hondo,riohondo,brycebrooksz65u,Bryce Brooks
