date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,San Mateo,W,5-2,5,2,3,win,20150127_8zp5,2,1,0,,,,1,,,,,,,1,0,0,,2,1,2.00,3,2015,2014-15,Marin,marin,michaelheinevettertayg,Michael Heinevetter
Jan 30,home,Hartnell,W,12-8,12,8,4,win,20150130_ulqo,4,1,3,1,,,3,1,,,,,,,4,1,,,,,5,2015,2014-15,Marin,marin,michaelheinevettertayg,Michael Heinevetter
Jan 31,home,Hartnell,W,15-3,15,3,12,win,20150131_76kx,4,2,2,1,,,2,1,1,,,,,,3,1,,,1,,5,2015,2014-15,Marin,marin,michaelheinevettertayg,Michael Heinevetter
Feb 3,home,Cabrillo,L,2-1,2,1,1,win,20150203_ad4u,4,1,1,,,,0,,,,,,,,1,0,,1,2,0.50,4,2015,2014-15,Marin,marin,michaelheinevettertayg,Michael Heinevetter
Feb 5,home,Bakersfield,L,4-1,4,1,3,win,20150205_luoc,4,0,1,,,,0,,1,,,,,,1,0,,,2,,4,2015,2014-15,Marin,marin,michaelheinevettertayg,Michael Heinevetter
Feb 6,home,Sequoias,W,14-9,14,9,5,win,20150206_9t0k,5,3,2,,,,1,,1,,,1,,,2,0,,1,,,6,2015,2014-15,Marin,marin,michaelheinevettertayg,Michael Heinevetter
Feb 6,home,Reedley,L,3-2,3,2,1,win,20150206_ldwm,3,0,1,,,,0,,,,,,,1,1,0,1,3,,,4,2015,2014-15,Marin,marin,michaelheinevettertayg,Michael Heinevetter
Feb 10,home,Diablo Valley,W,7-3,7,3,4,win,20150210_apvo,3,0,0,,,,0,1,1,,,1,,,0,0,,1,,,5,2015,2014-15,Marin,marin,michaelheinevettertayg,Michael Heinevetter
Feb 12,home,San Mateo,L,8-2,8,2,6,win,20150212_imvb,4,0,1,,,,0,,1,,,,,,1,0,,,1,,4,2015,2014-15,Marin,marin,michaelheinevettertayg,Michael Heinevetter
Feb 17,home,San Mateo,L,8-3,8,3,5,win,20150217_w8b9,3,1,1,,,,0,1,1,,,,,,1,0,,,1,,4,2015,2014-15,Marin,marin,michaelheinevettertayg,Michael Heinevetter
Feb 19,home,San Francisco,T,2-2,2,2,0,tie,20150219_mg9d,4,0,1,,,,0,1,,2,,,,,1,0,,1,2,0.50,5,2015,2014-15,Marin,marin,michaelheinevettertayg,Michael Heinevetter
Feb 21,home,Diablo Valley,W,7-6,7,6,1,win,20150221_bnll,3,2,2,,,,0,1,1,,,,,,2,0,,,,,4,2015,2014-15,Marin,marin,michaelheinevettertayg,Michael Heinevetter
Feb 24,home,Yuba,W,10-8,10,8,2,win,20150224_f8gd,4,1,2,,,,1,,,,,,1,,2,0,,,3,,5,2015,2014-15,Marin,marin,michaelheinevettertayg,Michael Heinevetter
Feb 26,home,Yuba,W,16-4,16,4,12,win,20150226_ejnc,6,1,0,,,,0,1,3,1,,,,,0,0,,,3,,7,2015,2014-15,Marin,marin,michaelheinevettertayg,Michael Heinevetter
Feb 28,home,Folsom Lake,L,7-1,7,1,6,win,20150228_ndg2,5,0,1,,,,0,,,,,,,,1,0,,1,3,0.33,5,2015,2014-15,Marin,marin,michaelheinevettertayg,Michael Heinevetter
