date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,Golden West,W,11-4,11,4,7,win,20230127_k7rx,5,0,1,,,,0,,1,,,,,,1,0,,3,,,5,2023,2022-23,Palomar,palomar,lukematthewswtyd,Luke Matthews
Feb 3,home,Fullerton,W,5-4,5,4,1,win,20230203_yo2c,3,1,1,1,,,1,1,,,,,,,2,1,,1,1,1.00,4,2023,2022-23,Palomar,palomar,lukematthewswtyd,Luke Matthews
Feb 7,home,Saddleback,L,3-2,3,2,1,win,20230207_2sah,3,0,1,,,,0,,1,1,,,,,1,0,,1,,,3,2023,2022-23,Palomar,palomar,lukematthewswtyd,Luke Matthews
Feb 10,home,Riverside,W,7-1,7,1,6,win,20230210_3aaa,4,0,1,,,,0,,,,,,,,1,0,,3,,,4,2023,2022-23,Palomar,palomar,lukematthewswtyd,Luke Matthews
Feb 11,home,Riverside,W,11-10,11,10,1,win,20230211_aaqk,2,2,1,,,,0,2,1,1,,,,,1,0,,,,,4,2023,2022-23,Palomar,palomar,lukematthewswtyd,Luke Matthews
Feb 14,home,Orange Coast,L,11-10,11,10,1,win,20230214_3hhh,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Palomar,palomar,lukematthewswtyd,Luke Matthews
Feb 16,home,Orange Coast,W,24-4,24,4,20,win,20230216_mzi0,1,0,0,,,,0,1,,,,,,,0,0,,,1,,2,2023,2022-23,Palomar,palomar,lukematthewswtyd,Luke Matthews
Feb 18,home,LA Pierce,W,23-7,23,7,16,win,20230218_pmq9,2,1,0,,,,0,1,,,,,,,0,0,,1,1,1.00,3,2023,2022-23,Palomar,palomar,lukematthewswtyd,Luke Matthews
Feb 21,home,Glendale,W,25-4,25,4,21,win,20230221_8daf,3,0,2,,,,1,,,,,,,,2,0,,1,,,3,2023,2022-23,Palomar,palomar,lukematthewswtyd,Luke Matthews
Feb 23,home,LA Valley,L,7-1,7,1,6,win,20230223_kljb,1,0,0,,,,0,,,,,,,,0,0,1,1,,,1,2023,2022-23,Palomar,palomar,lukematthewswtyd,Luke Matthews
Mar 3,home,San Diego City,W,20-1,20,1,19,win,20230303_n9rd,2,0,0,,,,0,,,,,,,,0,0,,,1,,2,2023,2022-23,Palomar,palomar,lukematthewswtyd,Luke Matthews
Mar 9,home,Imperial Valley,W,12-1,12,1,11,win,20230309_00iy,3,2,3,,,,2,1,,2,,1,,,3,0,,,,,5,2023,2022-23,Palomar,palomar,lukematthewswtyd,Luke Matthews
Mar 18,home,San Diego Mesa,W,22-3,22,3,19,win,20230318_c48n,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2023,2022-23,Palomar,palomar,lukematthewswtyd,Luke Matthews
Mar 18,home,San Diego Mesa,W,23-4,23,4,19,win,20230318_9jjj,2,2,1,,,,2,,,,,,,,1,0,,1,,,2,2023,2022-23,Palomar,palomar,lukematthewswtyd,Luke Matthews
Mar 24,home,Southwestern,W,15-3,15,3,12,win,20230324_0x1a,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2023,2022-23,Palomar,palomar,lukematthewswtyd,Luke Matthews
Apr 4,home,Imperial Valley,W,22-4,22,4,18,win,20230404_3c4k,2,2,2,,,,0,,,,,,,,2,0,,,,,2,2023,2022-23,Palomar,palomar,lukematthewswtyd,Luke Matthews
Apr 6,home,Imperial Valley,W,21-4,21,4,17,win,20230406_pn75,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2023,2022-23,Palomar,palomar,lukematthewswtyd,Luke Matthews
