date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 31,home,Golden West,L,9-2,9,2,7,win,20190131_5ds4,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Feb 1,home,De Anza,T,9-9,9,9,0,tie,20190201_sfg7,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Feb 7,home,Marin,W,6-3,6,3,3,win,20190207_oq7j,2,0,1,,,,1,1,1,,,,,,1,0,,,,,3,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Feb 8,home,Marin,L,8-1,8,1,7,win,20190208_jb6o,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Feb 9,home,Marin,L,5-2,5,2,3,win,20190209_igrd,3,0,0,,,,0,,,,,,,,0,0,1,2,1,2.00,3,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Feb 12,home,Bakersfield,W,3-2,3,2,1,win,20190212_q0ko,4,0,1,,,,0,,,,,,,,1,0,,2,1,2.00,4,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Feb 17,home,Cosumnes River,W,12-5,12,5,7,win,20190217_6iew,2,0,0,,,,0,1,,,,,,,0,0,,1,1,1.00,3,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Feb 18,home,Cosumnes River,L,4-0,4,0,4,win,20190218_knr8,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Feb 19,home,Cuesta,L,12-8,12,8,4,win,20190219_yw5a,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Feb 22,home,Cuesta,L,4-1,4,1,3,win,20190222_eahv,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Feb 23,home,Cuesta,W,6-5,6,5,1,win,20190223_nr0v,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Feb 26,home,Allan Hancock,W,8-2,8,2,6,win,20190226_0fsm,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Feb 27,home,Moorpark,W,4-1,4,1,3,win,20190227_uh3z,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Mar 1,home,Bakersfield,L,15-3,15,3,12,win,20190301_7p92,1,0,0,,,,0,,,,,,,,0,0,1,1,,,1,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Mar 7,home,West Hills Coalinga,W,16-2,16,2,14,win,20190307_exnc,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Mar 9,home,West Hills Coalinga,W,7-5,7,5,2,win,20190309_uj41,3,1,1,1,,,0,,,,,,,,2,1,,1,1,1.00,3,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Mar 12,home,Merced,W,5-3,5,3,2,win,20190312_8yt6,0,0,0,,,,0,1,,,,,,,0,0,,,,,1,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Mar 14,home,Merced,W,13-2,13,2,11,win,20190314_owug,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Mar 16,home,Merced,L,3-2,3,2,1,win,20190316_lf51,1,0,1,,,,0,,,,,,,,1,0,,,,,1,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Mar 22,home,Cerro Coso,W,17-7,17,7,10,win,20190322_vsrt,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Mar 29,home,Fresno City,W,2-1,2,1,1,win,20190329_jkk1,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Mar 30,home,Fresno City,L,13-1,13,1,12,win,20190330_7txv,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Apr 2,home,Porterville,W,10-0,10,0,10,win,20190402_xqow,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Apr 4,home,Porterville,W,20-4,20,4,16,win,20190404_76sv,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Apr 9,home,Reedley,W,17-9,17,9,8,win,20190409_bsou,1,0,1,,,,0,,,,,,,,1,0,,,,,1,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Apr 11,home,Reedley,L,6-3,6,3,3,win,20190411_l2wt,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Apr 16,home,Saddleback,L,9-5,9,5,4,win,20190416_8h2p,1,0,0,,,,1,,,,,,,,0,0,,1,,,1,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Apr 17,home,Saddleback,L,7-1,7,1,6,win,20190417_r3hr,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Apr 18,home,Saddleback,W,9-7,9,7,2,win,20190418_3zfe,0,0,0,,,,1,,,,,,1,,0,0,,,1,,1,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Apr 23,home,Taft,L,15-6,15,6,9,win,20190423_s90j,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Apr 26,home,Taft,W,19-8,19,8,11,win,20190426_m0q8,2,2,1,,,,0,,,,,,,,1,0,,,,,2,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
Apr 30,home,Monterey Peninsula,L,7-1,7,1,6,win,20190430_vd0u,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Sequoias,sequoias,cadesakamotog2wm,Cade Sakamoto
