date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 31,home,Reedley,W,3-1,3,1,2,win,20150131_kpt8,3,0,1,,,,0,,1,1,,,,,1,0,,,1,,3,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Feb 3,home,Diablo Valley,W,1-0,1,0,1,win,20150203_x4de,2,0,0,,,,0,,1,,,,,,0,0,,,1,,2,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Feb 7,home,Solano,L,8-6,8,6,2,win,20150207_pmgd,1,1,1,1,,,0,1,,,,,,,2,1,,,,,2,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Feb 10,home,San Joaquin  Delta,L,8-2,8,2,6,win,20150210_m7wq,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Feb 12,home,Marin,W,8-2,8,2,6,win,20150212_imvb,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Feb 14,home,Sierra,W,15-5,15,5,10,win,20150214_xh9g,5,2,4,,,1,5,1,1,,,,,,7,1,,,,,6,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Feb 17,home,Marin,W,8-3,8,3,5,win,20150217_w8b9,3,1,2,,,,0,1,1,1,,,,1,2,0,,1,,,5,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Feb 19,home,Gavilan,L,6-3,6,3,3,win,20150219_0ip0,4,0,2,,,,0,,2,,1,,,,2,0,,,,,4,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Feb 21,home,Feather River,W,11-7,11,7,4,win,20150221_0oft,3,1,1,1,,,2,,,,,,1,,2,1,,1,2,0.50,4,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Feb 24,home,De Anza,W,9-7,9,7,2,win,20150224_gy68,4,0,2,,,,1,1,,,,,,,2,0,,2,,,5,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Mar 3,home,Chabot,W,7-0,7,0,7,win,20150303_hno2,3,2,2,,,,0,2,,1,,,,,2,0,,1,,,5,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Mar 5,home,San Francisco,W,9-0,9,0,9,win,20150305_cp01,5,0,2,1,,,2,,,,,,,,3,1,,,3,,5,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Mar 7,home,Gavilan,W,5-4,5,4,1,win,20150307_gxfm,4,0,1,,,,0,,,1,,,,1,1,0,1,2,2,1.00,5,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Mar 10,home,Cabrillo,L,5-0,5,0,5,win,20150310_h9bl,2,0,1,,,,0,2,,,,,,,1,0,,,1,,4,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Mar 13,home,San Francisco,W,9-0,9,0,9,win,20150313_iati,4,0,1,,,,0,,2,,,,,,1,0,,,1,,4,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Mar 14,home,Mission,L,7-5,7,5,2,win,20150314_c1ft,2,0,2,,1,,2,1,,1,,,,1,4,1,,1,,,4,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Mar 17,home,Canada,W,6-5,6,5,1,win,20150317_ahuh,3,0,0,,,,1,,,,,,,,0,0,,1,3,0.33,3,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Mar 19,home,De Anza,L,3-1,3,1,2,win,20150319_v2of,3,0,0,,,,0,,1,1,,1,,,0,0,,1,1,1.00,4,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Mar 21,home,Chabot,W,9-3,9,3,6,win,20150321_gcby,5,1,1,,1,,0,1,3,,,,,,3,1,,,1,,6,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Mar 26,home,Hartnell,W,9-2,9,2,7,win,20150326_8e70,4,2,2,,,,0,1,,2,,,,,2,0,,2,,,5,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Mar 28,home,West Valley,W,4-2,4,2,2,win,20150328_b4uj,5,0,1,,,,0,,,1,,,,,1,0,,2,2,1.00,5,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Mar 31,home,Ohlone,W,2-1,2,1,1,win,20150331_bubz,5,0,1,,,,0,,1,,,,,,1,0,,1,2,0.50,5,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Apr 2,home,San Francisco,W,8-0,8,0,8,win,20150402_f3zr,4,1,0,,,,0,,1,1,,,,1,0,0,,3,,,5,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Apr 4,home,Mission,L,7-6,7,6,1,win,20150404_9tkd,4,0,1,,,,0,,1,,1,,,,1,0,,,1,,4,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Apr 7,home,Monterey,W,7-3,7,3,4,win,20150407_xi7c,4,0,1,1,,,0,,2,1,,,,,2,1,,,1,,4,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Apr 9,home,Mission,W,9-2,9,2,7,win,20150409_x2th,5,1,3,,,,0,,,,,,,,3,0,,,2,,5,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Apr 11,home,Skyline,L,2-1,2,1,1,win,20150411_vbso,3,0,0,,,,0,1,1,,,,,,0,0,,1,1,1.00,4,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Apr 14,home,San Francisco,W,5-3,5,3,2,win,20150414_7tpy,0,0,0,,,,0,,,1,,,,,0,0,,,,,0,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Apr 16,home,Chabot,W,6-3,6,3,3,win,20150416_5tnc,3,1,1,,,,0,,1,1,,2,,,1,0,,,1,,5,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Apr 18,home,West Valley,W,9-5,9,5,4,win,20150418_73r6,5,1,3,,,,0,,,2,,,,,3,0,,,2,,5,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
Apr 23,home,De Anza,W,7-3,7,3,4,win,20150423_49vc,3,0,0,,,,0,1,,,,,,,0,0,,1,2,0.50,4,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
May 1,home,Merced,W,12-3,12,3,9,win,20150501_htjj,2,2,0,,,,0,2,,,,,,,0,0,,1,1,1.00,4,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
May 2,home,Merced,W,6-1,6,1,5,win,20150502_kdgf,1,1,1,,,,0,,,,,,,,1,0,,,,,1,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
May 8,home,Santa Rosa,W,5-4,5,4,1,win,20150508_140k,3,0,0,,,,0,1,1,,,,,,0,0,,,1,,4,2015,,San Mateo,sanmateo,dracoroberts6i7m,Draco Roberts
