date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 26,home,LA Valley,L,15-6,15,6,9,win,20190126_vp90,3,0,0,,,,0,,1,,,,,,0,0,1,2,,,3,2019,,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Jan 31,home,Barstow,L,9-1,9,1,8,win,20190131_9v8m,2,0,0,,,,0,,,,,,,,0,0,,2,,,2,2019,,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Feb 6,home,Victor Valley,L,10-6,10,6,4,win,20190206_18ka,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Feb 8,home,Cerro Coso,L,7-3,7,3,4,win,20190208_zzka,3,1,0,,,,0,,1,,,,,,0,0,,1,,,3,2019,,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Feb 12,home,Victor Valley,L,6-1,6,1,5,win,20190212_3o0y,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2019,,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Feb 15,home,Cerro Coso,L,13-1,13,1,12,win,20190215_r7jj,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Feb 19,home,West LA,L,4-0,4,0,4,win,20190219_p3ys,2,0,0,,,,0,,1,,,,,,0,0,,1,,,2,2019,,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Feb 21,home,Compton,W,16-10,16,10,6,win,20190221_ejdz,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Feb 28,home,Mt. San Jacinto,L,11-3,11,3,8,win,20190228_hi61,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Mar 7,home,San Bernardino Valley,L,11-3,11,3,8,win,20190307_bdkx,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Mar 12,home,San Diego Mesa,L,10-4,10,4,6,win,20190312_9sbj,3,0,1,,,,0,,,,,,,,1,0,,1,,,3,2019,,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Mar 14,home,San Diego Mesa,W,8-7,8,7,1,win,20190314_nu5h,4,0,1,,,,0,,3,,,1,,,1,0,,,,,5,2019,,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Mar 26,home,Grossmont,L,16-1,16,1,15,win,20190326_txgl,3,0,0,,,,0,,,,,,,,0,0,,2,1,2.00,3,2019,,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Mar 28,home,Grossmont,L,10-6,10,6,4,win,20190328_taon,3,1,0,,,,0,1,2,,,,,,0,0,,1,,,4,2019,,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Mar 28,home,Grossmont,L,25-15,25,15,10,win,20190328_8j6x,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Mar 30,home,San Diego City,W,8-4,8,4,4,win,20190330_ydvx,3,1,0,,,,0,1,,1,,,,,0,0,,1,2,0.50,4,2019,,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Apr 2,home,Palomar,L,17-2,17,2,15,win,20190402_ewss,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Apr 9,home,Southwestern,L,12-7,12,7,5,win,20190409_yynn,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Apr 16,home,Desert,L,3-0,3,0,3,win,20190416_rjov,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
Apr 18,home,Desert,L,15-2,15,2,13,win,20190418_5r9g,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2019,,Imperial Valley,imperialvalley,jessegaytany5cd,Jesse Gaytan
