date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Apr 16,home,Mt. San Antonio,L,6-3,6,3,3,win,20210416_hsb5,4,1,2,1,,,1,,2,,,,,,3,1,,,,,4,2021,,Saddleback,saddleback,brentriddle50a9,Brent Riddle
Apr 20,home,Golden West,W,13-2,13,2,11,win,20210420_1emb,2,0,2,,,,0,,,,,,,,2,0,,,,,2,2021,,Saddleback,saddleback,brentriddle50a9,Brent Riddle
Apr 22,home,Golden West,W,5-2,5,2,3,win,20210422_i9va,4,1,0,,,,0,,1,,,,,,0,0,,,2,,4,2021,,Saddleback,saddleback,brentriddle50a9,Brent Riddle
Apr 23,home,Golden West,W,6-3,6,3,3,win,20210423_rbiu,0,0,0,,,,0,,,1,,,,,0,0,,,,,0,2021,,Saddleback,saddleback,brentriddle50a9,Brent Riddle
Apr 23,home,Golden West,W,15-6,15,6,9,win,20210423_tau6,5,3,3,1,,,1,,1,,,,,,4,1,,1,,,5,2021,,Saddleback,saddleback,brentriddle50a9,Brent Riddle
Apr 27,home,Cypress,L,8-3,8,3,5,win,20210427_20pv,4,0,0,,,,0,,,,,,,,0,0,,3,1,3.00,4,2021,,Saddleback,saddleback,brentriddle50a9,Brent Riddle
Apr 29,home,Cypress,L,17-4,17,4,13,win,20210429_xbs6,2,0,0,,,,1,,,1,,,,,0,0,,2,,,2,2021,,Saddleback,saddleback,brentriddle50a9,Brent Riddle
Apr 30,home,Cypress,W,16-2,16,2,14,win,20210430_dtk4,4,2,2,2,,,1,1,1,,,,,,4,2,,1,,,5,2021,,Saddleback,saddleback,brentriddle50a9,Brent Riddle
May 4,home,Irvine Valley,W,5-4,5,4,1,win,20210504_5fwq,4,0,1,,,,0,,1,,,,,,1,0,,1,1,1.00,4,2021,,Saddleback,saddleback,brentriddle50a9,Brent Riddle
May 6,home,Irvine Valley,L,16-13,16,13,3,win,20210506_juag,4,2,1,,,,1,,1,,,,,,1,0,,1,1,1.00,4,2021,,Saddleback,saddleback,brentriddle50a9,Brent Riddle
May 7,home,Irvine Valley,L,3-2,3,2,1,win,20210507_evnt,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2021,,Saddleback,saddleback,brentriddle50a9,Brent Riddle
May 11,home,Orange Coast,L,3-2,3,2,1,win,20210511_riwn,3,0,0,,,,0,,1,,,,,,0,0,,2,,,3,2021,,Saddleback,saddleback,brentriddle50a9,Brent Riddle
May 18,home,Santa Ana,L,8-7,8,7,1,win,20210518_ckr4,1,0,1,,,,0,1,,,,,,,1,0,,,,,2,2021,,Saddleback,saddleback,brentriddle50a9,Brent Riddle
May 20,home,Santa Ana,L,8-0,8,0,8,win,20210520_3bz5,4,0,1,1,,,0,,2,,,,,,2,1,,,1,,4,2021,,Saddleback,saddleback,brentriddle50a9,Brent Riddle
May 21,home,Santa Ana,L,6-2,6,2,4,win,20210521_sauf,0,1,0,,,,0,,,1,,,,,0,0,,,,,0,2021,,Saddleback,saddleback,brentriddle50a9,Brent Riddle
May 21,home,Santa Ana,W,5-2,5,2,3,win,20210521_deph,3,0,1,,,,0,1,2,,,,,,1,0,,,,,4,2021,,Saddleback,saddleback,brentriddle50a9,Brent Riddle
May 25,home,Fullerton,W,4-2,4,2,2,win,20210525_ixmx,2,0,1,,,,0,,1,,,1,,,1,0,,,,,3,2021,,Saddleback,saddleback,brentriddle50a9,Brent Riddle
May 27,home,Fullerton,W,8-4,8,4,4,win,20210527_pq5o,4,1,2,1,,,1,,1,,,,,,3,1,,,,,4,2021,,Saddleback,saddleback,brentriddle50a9,Brent Riddle
May 28,home,Fullerton,W,16-10,16,10,6,win,20210528_qnmr,1,1,1,,,,0,,,,,,,,1,0,,,,,1,2021,,Saddleback,saddleback,brentriddle50a9,Brent Riddle
May 28,home,Fullerton,W,18-4,18,4,14,win,20210528_gks0,3,1,0,,,,1,1,2,,,,,,0,0,,1,,,4,2021,,Saddleback,saddleback,brentriddle50a9,Brent Riddle
