date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Apr 13,home,Irvine Valley,W,3-0,3,0,3,win,20210413_6zc9,5,1,0,,,,0,,2,,,,,,0,0,,2,,,5,2021,2020-21,Cypress,cypress,mariotostadoi7aj,Mario Tostado
Apr 15,home,Irvine Valley,W,9-4,9,4,5,win,20210415_nqb3,4,1,3,1,,,1,1,,,1,,,,4,1,,,1,,5,2021,2020-21,Cypress,cypress,mariotostadoi7aj,Mario Tostado
Apr 16,home,Irvine Valley,W,9-4,9,4,5,win,20210416_wild,4,0,1,1,,,2,1,,,,,,,2,1,,1,2,0.50,5,2021,2020-21,Cypress,cypress,mariotostadoi7aj,Mario Tostado
Apr 20,home,Mt. San Antonio,W,10-2,10,2,8,win,20210420_23a8,3,1,0,,,,0,,1,,,1,,,0,0,,1,1,1.00,4,2021,2020-21,Cypress,cypress,mariotostadoi7aj,Mario Tostado
Apr 22,home,Mt. San Antonio,L,6-4,6,4,2,win,20210422_huhg,4,0,0,,,,0,,1,,,,,,0,0,1,2,1,2.00,4,2021,2020-21,Cypress,cypress,mariotostadoi7aj,Mario Tostado
Apr 23,home,Mt. San Antonio,W,4-3,4,3,1,win,20210423_xa36,0,0,0,,,,0,1,,,,,,,0,0,,,,,1,2021,2020-21,Cypress,cypress,mariotostadoi7aj,Mario Tostado
Apr 23,home,Mt. San Antonio,W,5-3,5,3,2,win,20210423_h6xd,3,1,1,,,1,5,,,,,,1,,4,1,,1,2,0.50,4,2021,2020-21,Cypress,cypress,mariotostadoi7aj,Mario Tostado
Apr 27,home,Saddleback,W,8-3,8,3,5,win,20210427_20pv,3,1,1,,,1,2,1,,,,,,,4,1,,1,1,1.00,4,2021,2020-21,Cypress,cypress,mariotostadoi7aj,Mario Tostado
Apr 29,home,Saddleback,W,17-4,17,4,13,win,20210429_xbs6,4,3,3,1,,2,2,,1,,,,,,10,3,,,,,4,2021,2020-21,Cypress,cypress,mariotostadoi7aj,Mario Tostado
Apr 30,home,Saddleback,L,16-2,16,2,14,win,20210430_dtk4,3,0,1,,,,0,,,,,,,,1,0,,,2,,3,2021,2020-21,Cypress,cypress,mariotostadoi7aj,Mario Tostado
