date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 5,home,Solano,L,4-2,4.0,2.0,2,win,20160405_owqo,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,2016,,Contra Costa,contracosta,kevinsudduthmyid,Kevin Sudduth
Apr 2,home,Solano,W,6-5,6.0,5.0,1,win,20160402_0n99,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,2016,,Contra Costa,contracosta,kevinsudduthmyid,Kevin Sudduth
Mar 31,home,Yuba,W,5-4,5.0,4.0,1,win,20160331_cmb5,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,2016,,Contra Costa,contracosta,kevinsudduthmyid,Kevin Sudduth
Mar 29,home,Yuba,L,6-5,6.0,5.0,1,win,,,,,,,,,,,,,,2016,,Contra Costa,contracosta,kevinsudduthmyid,Kevin Sudduth
Mar 25,home,Folsom Lake,L,15-8,15.0,8.0,7,win,20160325_u1ug,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,2016,,Contra Costa,contracosta,kevinsudduthmyid,Kevin Sudduth
Mar 24,home,Folsom Lake,L,5-3,5.0,3.0,2,win,20160324_ihpv,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,2016,,Contra Costa,contracosta,kevinsudduthmyid,Kevin Sudduth
Mar 17,home,Marin,W,3-2,3.0,2.0,1,win,,,,,,,,,,,,,,2016,,Contra Costa,contracosta,kevinsudduthmyid,Kevin Sudduth
Mar 16,home,Mendocino,L,2-1,2.0,1.0,1,win,20160316_228i,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,2016,,Contra Costa,contracosta,kevinsudduthmyid,Kevin Sudduth
Mar 15,home,Marin,L,12-0,12.0,0.0,12,win,20160315_modv,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,2016,,Contra Costa,contracosta,kevinsudduthmyid,Kevin Sudduth
Mar 12,home,Laney,W,4-3,4.0,3.0,1,win,20160312_gart,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,2016,,Contra Costa,contracosta,kevinsudduthmyid,Kevin Sudduth
Mar 12,home,Laney,L,3-2,3.0,2.0,1,win,,,,,,,,,,,,,,2016,,Contra Costa,contracosta,kevinsudduthmyid,Kevin Sudduth
Mar 8,home,Mendocino,L,5-4,5.0,4.0,1,win,20160308_b4r0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,2016,,Contra Costa,contracosta,kevinsudduthmyid,Kevin Sudduth
