season,cccaa_season,team,team_id,date,location,opponent,result,team_score,opp_score,game_id,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2015,2014-15,Allan Hancock,allanhancock,Feb 17,home,Ventura,W,4,0,20150217_tdsh,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Allan Hancock,allanhancock,Feb 19,home,Cuesta,L,7,1,20150219_51st,13,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Allan Hancock,allanhancock,Feb 21,home,Cuesta,W,9,5,20150221_e557,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Allan Hancock,allanhancock,Feb 24,home,LA Pierce,L,6,5,20150224_n1tf,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Allan Hancock,allanhancock,Feb 26,home,LA Pierce,L,5,4,20150226_lzle,12,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Allan Hancock,allanhancock,Feb 28,home,Oxnard,L,7,0,20150228_7k0r,14,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Allan Hancock,allanhancock,Feb 5,home,Canyons,L,13,2,20150205_4vnc,12,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Allan Hancock,allanhancock,Feb 6,home,San Diego Mesa,L,17,1,20150206_bitk,12,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Allan Hancock,allanhancock,Feb 7,home,Rio Hondo,L,7,2,20150207_rf6k,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Allan Hancock,allanhancock,Jan 29,home,Porterville,W,4,3,20150129_sync,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Allan Hancock,allanhancock,Jan 30,home,Sequoias,L,5,0,20150130_jn11,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Allan Hancock,allanhancock,Jan 31,home,Bakersfield,L,3,1,20150131_p7dx,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Allan Hancock,allanhancock,Mar 10,home,Moorpark,L,7,2,20150310_updn,14,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Allan Hancock,allanhancock,Mar 12,home,Moorpark,L,11,10,20150312_tdl7,13,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Allan Hancock,allanhancock,Mar 14,home,Santa Barbara,L,2,0,20150314_x782,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Allan Hancock,allanhancock,Mar 17,home,Santa Barbara,L,12,4,20150317_ri5x,14,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Allan Hancock,allanhancock,Mar 19,home,Ventura,W,8,7,20150319_5zt4,13,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Allan Hancock,allanhancock,Mar 21,home,Ventura,W,2,1,20150321_1h58,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Allan Hancock,allanhancock,Mar 24,home,Cuesta,W,5,2,20150324_ylti,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Allan Hancock,allanhancock,Mar 26,home,Cuesta,L,4,2,20150326_zhgm,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Allan Hancock,allanhancock,Mar 27,home,LA Pierce,L,4,2,20150327_l034,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Allan Hancock,allanhancock,Mar 3,home,Oxnard,L,4,3,20150303_ucpp,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Allan Hancock,allanhancock,Mar 31,home,East Los Angeles,W,12,10,20150331_49gs,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Allan Hancock,allanhancock,Mar 6,home,West Hills Coalinga,W,4,2,20150306_4txl,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,American River,americanriver,Apr 11,home,Santa Rosa,W,3,1,20150411_krin,11,1,1,0,0,1.0,6.0,1.0,1.0,1.0,1.0,3.0
2015,2014-15,American River,americanriver,Apr 14,home,Sierra,W,4,2,20150414_3erk,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,American River,americanriver,Apr 16,home,Sierra,W,7,1,20150416_ouxq,10,0,0,0,0,,2.0,0.0,0.0,,0.0,0.0
2015,2014-15,American River,americanriver,Apr 17,home,Sierra,L,4,2,20150417_xe75,13,1,0,1,0,1.0,7.0,3.0,2.0,0.667,2.0,4.0
2015,2014-15,American River,americanriver,Apr 2,home,Modesto,L,6,0,20150402_u2dl,13,0,0,0,0,,7.0,1.0,1.0,1.0,2.0,2.0
2015,2014-15,American River,americanriver,Apr 21,home,Diablo Valley,W,4,1,20150421_s4y3,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,American River,americanriver,Apr 23,home,Diablo Valley,L,15,7,20150423_2ccc,14,0,0,0,0,,6.0,7.0,6.0,0.857,4.0,5.0
2015,2014-15,American River,americanriver,Apr 24,home,Diablo Valley,W,9,8,20150424_ww5s,15,1,0,0,0,,14.0,7.0,6.0,0.857,3.0,2.0
2015,2014-15,American River,americanriver,Apr 4,home,Modesto,W,3,2,20150404_d5u0,10,1,1,0,0,1.0,5.0,0.0,0.0,,3.0,3.0
2015,2014-15,American River,americanriver,Apr 8,home,Santa Rosa,L,8,2,20150408_ufu5,16,0,0,0,0,,2.0,2.0,2.0,1.0,2.0,0.0
2015,2014-15,American River,americanriver,Apr 9,home,Santa Rosa,L,10,3,20150409_4tkk,13,0,0,1,0,1.0,4.0,2.0,1.0,0.5,1.0,1.0
2015,2014-15,American River,americanriver,Feb 10,home,Solano,W,7,4,20150210_9wuy,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,American River,americanriver,Feb 13,home,Hartnell,L,10,6,20150213_1e5c,12,1,0,1,0,1.0,9.0,8.0,8.0,1.0,3.0,3.0
2015,2014-15,American River,americanriver,Feb 14,home,Hartnell,L,12,1,20150214_v1lx,12,0,0,0,0,,4.0,2.0,2.0,1.0,1.0,0.0
2015,2014-15,American River,americanriver,Feb 17,home,Mission,W,10,0,20150217_ngr8,14,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,American River,americanriver,Feb 18,home,Shasta,W,17,6,20150218_ppf0,12,1,1,0,0,1.0,5.0,6.0,4.0,0.667,5.0,7.0
2015,2014-15,American River,americanriver,Feb 21,home,Laney,W,10,4,20150221_z3ln,12,0,0,0,0,,1.0,1.0,0.0,0.0,0.0,1.0
2015,2014-15,American River,americanriver,Feb 24,home,Solano,W,9,7,20150224_736l,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,American River,americanriver,Feb 26,home,Diablo Valley,L,6,4,20150226_736p,12,1,0,1,0,1.0,10.0,6.0,5.0,0.833,5.0,1.0
2015,2014-15,American River,americanriver,Feb 4,home,Shasta,W,9,1,20150204_f3vd,12,0,0,0,0,,1.0,0.0,0.0,,0.0,1.0
2015,2014-15,American River,americanriver,Feb 5,home,Feather River,L,9,3,20150205_psel,14,1,0,1,0,1.0,2.0,7.0,7.0,1.0,4.0,0.0
2015,2014-15,American River,americanriver,Jan 29,home,West Valley,L,9,5,20150129_5wxp,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,American River,americanriver,Jan 31,home,West Valley,L,19,11,20150131_b3g7,13,1,0,1,0,1.0,11.0,15.0,12.0,0.8,10.0,3.0
2015,2014-15,American River,americanriver,Mar 10,home,Sacramento City,W,2,1,20150310_dmfn,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,American River,americanriver,Mar 12,home,Sacramento City,W,12,1,20150312_u2ru,14,1,1,0,0,1.0,6.0,1.0,1.0,1.0,5.0,0.0
2015,2014-15,American River,americanriver,Mar 14,home,Sacramento City,L,13,5,20150314_ts1b,16,0,0,0,0,,8.0,6.0,4.0,0.667,0.0,0.0
2015,2014-15,American River,americanriver,Mar 17,home,San Joaquin  Delta,L,8,5,20150317_rkw8,12,0,0,0,0,,0.0,0.0,0.0,,0.0,1.0
2015,2014-15,American River,americanriver,Mar 19,home,San Joaquin  Delta,L,10,1,20150319_c7n5,17,1,0,1,0,1.0,18.0,10.0,10.0,1.0,3.0,3.0
2015,2014-15,American River,americanriver,Mar 21,home,San Joaquin  Delta,L,5,4,20150321_vecm,12,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,American River,americanriver,Mar 24,home,Cosumnes River,L,10,4,20150324_eunl,13,0,0,0,0,,3.0,3.0,1.0,0.333,2.0,3.0
2015,2014-15,American River,americanriver,Mar 26,home,Cosumnes River,L,10,3,20150326_faul,15,1,0,1,0,1.0,17.0,10.0,8.0,0.8,5.0,4.0
2015,2014-15,American River,americanriver,Mar 28,home,Cosumnes River,L,3,2,20150328_zf98,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,American River,americanriver,Mar 3,home,Modesto,W,2,1,20150303_twxj,10,0,0,0,1,0.0,2.0,1.0,1.0,1.0,0.0,0.0
2015,2014-15,American River,americanriver,Mar 31,home,Modesto,W,3,2,20150331_sa3d,11,0,0,0,0,,4.0,1.0,1.0,1.0,0.0,0.0
2015,2014-15,American River,americanriver,Mar 5,home,Cosumnes River,L,8,2,20150305_ud0a,14,1,0,1,0,1.0,10.0,8.0,6.0,0.75,1.0,5.0
2015,2014-15,American River,americanriver,Mar 6,home,Diablo Valley,W,4,3,20150306_ptlm,12,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Antelope Valley,antelopevalley,Apr 1,home,El Camino,L,7,0,20150401_w7xb,13,1,0,1,0,1.0,6.0,6.0,5.0,0.833,5.0,2.0
2015,2014-15,Antelope Valley,antelopevalley,Apr 11,home,Bakersfield,L,8,3,20150411_g455,12,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Antelope Valley,antelopevalley,Apr 14,home,LA Valley,W,16,6,20150414_u5wq,11,1,1,0,0,1.0,9.0,5.0,1.0,0.2,2.0,2.0
2015,2014-15,Antelope Valley,antelopevalley,Apr 16,home,LA Valley,L,2,1,20150416_oyz7,11,0,0,0,0,,0.0,0.0,0.0,,0.0,1.0
2015,2014-15,Antelope Valley,antelopevalley,Apr 18,home,West LA,W,8,0,20150418_707i,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Antelope Valley,antelopevalley,Apr 2,home,Long Beach,L,5,2,20150402_ti0h,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Antelope Valley,antelopevalley,Apr 21,home,West LA,W,9,4,20150421_u1a6,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Antelope Valley,antelopevalley,Apr 23,home,LA Mission,L,12,8,20150423_4zx7,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Antelope Valley,antelopevalley,Apr 24,home,LA Mission,L,3,2,20150424_iswo,13,1,0,0,0,,11.0,2.0,2.0,1.0,3.0,8.0
2015,2014-15,Antelope Valley,antelopevalley,Apr 7,home,Citrus,L,5,4,20150407_qosg,11,1,0,1,0,1.0,9.0,5.0,2.0,0.4,1.0,9.0
2015,2014-15,Antelope Valley,antelopevalley,Apr 9,home,Bakersfield,W,6,3,20150409_s21y,11,0,0,0,0,,1.0,0.0,0.0,,1.0,0.0
2015,2014-15,Antelope Valley,antelopevalley,Feb 10,home,Barstow,W,10,6,20150210_9rvr,12,1,0,0,0,,7.0,5.0,5.0,1.0,5.0,7.0
2015,2014-15,Antelope Valley,antelopevalley,Feb 12,home,Porterville,L,8,0,20150212_jm6v,13,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Antelope Valley,antelopevalley,Feb 14,home,Porterville,W,6,4,20150214_b26n,10,0,0,0,1,0.0,0.0,0.0,0.0,,0.0,2.0
2015,2014-15,Antelope Valley,antelopevalley,Feb 24,home,Porterville,W,10,2,20150224_kxia,10,1,1,0,0,1.0,6.0,2.0,2.0,1.0,1.0,4.0
2015,2014-15,Antelope Valley,antelopevalley,Feb 3,home,Victor Valley,L,6,1,20150203_9cm9,15,1,0,0,0,,9.0,1.0,1.0,1.0,2.0,2.0
2015,2014-15,Antelope Valley,antelopevalley,Feb 5,home,Barstow,L,4,2,20150205_9z8j,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Antelope Valley,antelopevalley,Feb 7,home,Victor Valley,L,15,3,20150207_mtxs,12,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Antelope Valley,antelopevalley,Jan 27,home,Moorpark,L,3,0,20150127_0zl7,10,1,0,1,0,1.0,4.0,2.0,2.0,1.0,4.0,2.0
2015,2014-15,Antelope Valley,antelopevalley,Jan 31,home,Pasadena,L,4,3,20150131_s3lk,11,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2015,2014-15,Antelope Valley,antelopevalley,Jan 31,home,Pasadena,L,5,0,20150131_54rn,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Antelope Valley,antelopevalley,Mar 10,home,Bakersfield,L,7,6,20150310_uj4o,10,1,0,0,0,,9.0,6.0,5.0,0.833,1.0,5.0
2015,2014-15,Antelope Valley,antelopevalley,Mar 12,home,LA Valley,L,4,3,20150312_qaru,11,0,0,1,0,1.0,0.0,1.0,1.0,1.0,4.0,0.0
2015,2014-15,Antelope Valley,antelopevalley,Mar 14,home,West LA,W,11,4,20150314_7d44,10,0,1,0,0,1.0,4.0,1.0,1.0,1.0,2.0,2.0
2015,2014-15,Antelope Valley,antelopevalley,Mar 17,home,LA Mission,L,8,6,20150317_8nsr,12,1,0,1,0,1.0,12.0,7.0,6.0,0.857,1.0,4.0
2015,2014-15,Antelope Valley,antelopevalley,Mar 19,home,Canyons,W,3,0,20150319_b4ts,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Antelope Valley,antelopevalley,Mar 21,home,Canyons,W,10,9,20150321_ovnp,10,1,1,0,1,0.5,9.0,6.0,5.0,0.833,3.0,7.0
2015,2014-15,Antelope Valley,antelopevalley,Mar 24,home,Glendale,W,9,8,20150324_cd6z,11,1,1,0,0,1.0,9.0,7.0,5.0,0.714,0.0,4.0
2015,2014-15,Antelope Valley,antelopevalley,Mar 26,home,Glendale,L,14,2,20150326_7na7,13,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Antelope Valley,antelopevalley,Mar 27,home,Citrus,L,17,4,20150327_xncz,15,0,0,0,0,,3.0,2.0,2.0,1.0,2.0,0.0
2015,2014-15,Antelope Valley,antelopevalley,Mar 3,home,Canyons,L,5,4,20150303_t1a0,10,1,0,0,0,,8.0,4.0,4.0,1.0,3.0,7.0
2015,2014-15,Antelope Valley,antelopevalley,Mar 30,home,El Camino,L,14,3,20150330_2bdv,12,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Antelope Valley,antelopevalley,Mar 31,home,Long Beach,W,9,8,20150331_c4zo,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Antelope Valley,antelopevalley,Mar 5,home,Glendale,L,7,3,20150305_asgg,12,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Antelope Valley,antelopevalley,Mar 7,home,Citrus,L,4,1,20150307_35c8,10,1,0,1,0,1.0,2.0,2.0,2.0,1.0,3.0,4.0
2015,2014-15,Bakersfield,bakersfield,Apr 1,home,Reedley,W,5,3,20150401_3t1y,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Apr 11,home,Antelope Valley,W,8,3,20150411_g455,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Apr 14,home,West LA,W,9,5,20150414_3sb4,12,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Apr 16,home,West LA,L,12,4,20150416_gjn0,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Apr 18,home,Canyons,W,8,4,20150418_i4pe,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Apr 2,home,Saddleback,L,5,2,20150402_rmhw,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Apr 21,home,Canyons,L,7,5,20150421_rz4d,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Apr 23,home,LA Valley,W,6,2,20150423_zsyr,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Apr 24,home,LA Valley,L,4,2,20150424_xw2z,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Apr 7,home,Glendale,L,3,0,20150407_muju,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Apr 9,home,Antelope Valley,L,6,3,20150409_s21y,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Feb 1,home,Moorpark,L,5,4,20150201_lmqn,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Feb 10,home,Allan Hancock,L,6,3,20150210_1lj1,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Feb 12,home,Moorpark,L,4,2,20150212_h4hg,14,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Feb 13,home,Sequoias,L,11,3,20150213_btnq,16,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Feb 19,home,Golden West,L,4,2,20150219_ai2r,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Feb 20,home,Golden West,L,8,5,20150220_t7eh,14,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Feb 21,home,Golden West,W,7,6,20150221_zvsx,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Feb 3,home,Fullerton,L,4,3,20150203_1uut,12,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Feb 5,home,Marin,W,4,1,20150205_luoc,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Feb 6,home,Hartnell,W,11,7,20150206_uhin,13,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Jan 30,home,El Camino,L,9,0,20150130_ukn8,12,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Jan 31,home,Allan Hancock,W,3,1,20150131_p7dx,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Mar 10,home,Antelope Valley,W,7,6,20150310_uj4o,13,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Mar 12,home,West LA,W,12,4,20150312_czlz,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Mar 14,home,Canyons,W,7,6,20150314_caf2,12,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Mar 17,home,LA Valley,L,10,7,20150317_hvel,12,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Mar 19,home,Citrus,W,9,7,20150319_v3jx,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Mar 21,home,Citrus,L,6,3,20150321_3zzk,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Mar 24,home,LA Mission,W,17,8,20150324_y48k,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Mar 26,home,LA Mission,L,7,2,20150326_aogt,15,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Mar 27,home,Glendale,L,6,4,20150327_s0uw,12,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Mar 3,home,Citrus,L,12,4,20150303_ev3o,12,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Mar 31,home,Sequoias,W,11,1,20150331_fnzs,15,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Mar 5,home,LA Mission,L,6,2,20150305_bt7e,14,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Bakersfield,bakersfield,Mar 7,home,Glendale,L,5,3,20150307_9z9d,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Barstow,barstow,Apr 11,home,Victor Valley,L,4,2,20150411_hutf,11,0,0,0,0,,1.0,0.0,0.0,,1.0,2.0
2015,2014-15,Barstow,barstow,Apr 2,home,Rio Hondo,L,7,3,20150402_q4aa,11,0,0,0,0,,2.0,2.0,2.0,1.0,0.0,1.0
2015,2014-15,Barstow,barstow,Apr 21,home,Chaffey,L,5,1,20150421_yj77,11,1,0,1,0,1.0,10.0,5.0,4.0,0.8,0.0,6.0
2015,2014-15,Barstow,barstow,Apr 23,home,Chaffey,W,7,4,20150423_h2cb,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Barstow,barstow,Apr 24,home,Chaffey,L,11,3,20150424_e4m8,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Barstow,barstow,Apr 4,home,Rio Hondo,L,12,3,20150404_9imy,12,0,0,0,0,,4.0,4.0,4.0,1.0,2.0,1.0
2015,2014-15,Barstow,barstow,Apr 7,home,Victor Valley,L,6,4,20150407_ldom,12,1,0,1,0,1.0,6.0,5.0,5.0,1.0,3.0,6.0
2015,2014-15,Barstow,barstow,Apr 9,home,Victor Valley,L,8,7,20150409_xpuk,11,0,0,1,0,1.0,3.0,1.0,1.0,1.0,2.0,0.0
2015,2014-15,Barstow,barstow,Feb 10,home,Antelope Valley,L,10,6,20150210_9rvr,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Barstow,barstow,Feb 12,home,Imperial Valley,W,2,0,20150212_q87k,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Barstow,barstow,Feb 14,home,Imperial Valley,L,4,2,20150214_trua,13,1,0,1,0,1.0,4.0,3.0,2.0,0.667,3.0,2.0
2015,2014-15,Barstow,barstow,Feb 17,home,El Camino,L,6,0,20150217_c9ep,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Barstow,barstow,Feb 19,home,Long Beach,W,10,7,20150219_9bzk,11,1,1,0,0,1.0,12.0,5.0,4.0,0.8,0.0,6.0
2015,2014-15,Barstow,barstow,Feb 21,home,San Bernardino,W,9,3,20150221_xemq,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Barstow,barstow,Feb 24,home,Desert,W,5,4,20150224_rxw2,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Barstow,barstow,Feb 26,home,Cerro Coso,W,9,7,20150226_46k2,10,0,0,0,0,,3.0,2.0,2.0,1.0,2.0,1.0
2015,2014-15,Barstow,barstow,Feb 28,home,Rio Hondo,W,9,8,20150228_6ifb,10,0,1,0,0,1.0,8.0,4.0,3.0,0.75,3.0,5.0
2015,2014-15,Barstow,barstow,Feb 3,home,Porterville,L,12,2,20150203_m27j,13,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Barstow,barstow,Feb 5,home,Antelope Valley,W,4,2,20150205_9z8j,11,0,0,0,0,,2.0,0.0,0.0,,3.0,4.0
2015,2014-15,Barstow,barstow,Feb 7,home,El Camino-Compton Center,L,5,0,20150207_fvkv,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Barstow,barstow,Feb 9,home,Porterville,L,9,6,20150209_4zyw,12,1,0,1,0,1.0,12.0,9.0,5.0,0.556,3.0,3.0
2015,2014-15,Barstow,barstow,Jan 27,home,Southwestern,L,3,1,20150127_ypu5,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Barstow,barstow,Jan 31,home,Feather River,L,4,1,20150131_87b6,12,1,0,1,0,1.0,8.0,2.0,2.0,1.0,2.0,5.0
2015,2014-15,Barstow,barstow,Jan 31,home,Taft,W,7,3,20150131_l2tm,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Barstow,barstow,Mar 10,home,San Bernardino,L,11,7,20150310_0v7c,12,1,0,1,0,1.0,18.0,11.0,5.0,0.455,3.0,8.0
