season,cccaa_season,team,team_id,date,location,opponent,result,team_score,opp_score,game_id,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2017,2016-17,Allan Hancock,allanhancock,Apr 1,home,Santa Barbara,L,9,0,20170401_ifc8,16,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2017,2016-17,Allan Hancock,allanhancock,Apr 11,home,East Los Angeles,L,11,10,20170411_to6k,13,1,0,0,0,,12.0,10.0,8.0,0.8,3.0,9.0
2017,2016-17,Allan Hancock,allanhancock,Apr 12,home,Fresno City,W,14,7,20170412_qn3x,10,0,1,0,0,1.0,3.0,1.0,1.0,1.0,3.0,6.0
2017,2016-17,Allan Hancock,allanhancock,Apr 13,home,Cerritos,L,8,1,20170413_zwet,14,0,0,0,0,,4.0,1.0,1.0,1.0,0.0,1.0
2017,2016-17,Allan Hancock,allanhancock,Apr 18,home,Moorpark,W,8,3,20170418_ynq2,11,1,1,0,1,0.5,9.0,3.0,1.0,0.333,3.0,10.0
2017,2016-17,Allan Hancock,allanhancock,Apr 20,home,Ventura,L,5,4,20170420_mgjl,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2017,2016-17,Allan Hancock,allanhancock,Apr 21,home,Moorpark,W,4,3,20170421_bc9l,13,0,1,0,0,1.0,1.0,0.0,0.0,,2.0,1.0
2017,2016-17,Allan Hancock,allanhancock,Apr 22,home,Ventura,W,7,6,20170422_y4g2,11,1,1,0,0,1.0,3.0,5.0,2.0,0.4,2.0,5.0
2017,2016-17,Allan Hancock,allanhancock,Apr 25,home,Cuesta,L,7,4,20170425_mz0c,11,0,0,0,0,,1.0,2.0,2.0,1.0,1.0,1.0
2017,2016-17,Allan Hancock,allanhancock,Apr 27,home,Cuesta,W,4,3,20170427_f28b,11,1,1,0,0,1.0,11.0,3.0,3.0,1.0,5.0,5.0
2017,2016-17,Allan Hancock,allanhancock,Apr 4,home,Oxnard,W,6,0,20170404_pyqh,11,1,1,0,0,1.0,3.0,0.0,0.0,,0.0,5.0
2017,2016-17,Allan Hancock,allanhancock,Apr 6,home,Oxnard,L,8,5,20170406_z34f,11,0,0,1,0,1.0,3.0,4.0,4.0,1.0,4.0,1.0
2017,2016-17,Allan Hancock,allanhancock,Feb 14,home,Sequoias,W,11,1,20170214_m8fb,13,0,0,0,0,,2.0,1.0,1.0,1.0,2.0,2.0
2017,2016-17,Allan Hancock,allanhancock,Feb 15,home,Canyons,L,6,3,20170215_ub8x,13,1,0,1,0,1.0,17.0,6.0,6.0,1.0,0.0,6.0
2017,2016-17,Allan Hancock,allanhancock,Feb 19,home,LA Pierce,W,6,1,20170219_za03,11,1,0,0,1,0.0,3.0,1.0,1.0,1.0,1.0,3.0
2017,2016-17,Allan Hancock,allanhancock,Feb 2,home,San Diego Mesa,L,9,7,20170202_byyl,13,1,0,0,0,,8.0,4.0,4.0,1.0,2.0,1.0
2017,2016-17,Allan Hancock,allanhancock,Feb 23,home,Cypress,L,3,0,20170223_npy2,10,0,0,0,0,,0.0,0.0,0.0,,0.0,3.0
2017,2016-17,Allan Hancock,allanhancock,Feb 24,home,Irvine Valley,L,3,2,20170224_0fex,11,1,0,1,0,1.0,8.0,3.0,2.0,0.667,1.0,9.0
2017,2016-17,Allan Hancock,allanhancock,Feb 25,home,Cypress,L,6,5,20170225_o4xs,13,0,0,0,0,,3.0,4.0,4.0,1.0,1.0,2.0
2017,2016-17,Allan Hancock,allanhancock,Feb 28,home,West Hills Coalinga,W,19,2,20170228_4n88,18,0,0,0,0,,1.0,0.0,0.0,,0.0,1.0
2017,2016-17,Allan Hancock,allanhancock,Feb 3,home,Canyons,L,13,5,20170203_hkxt,13,0,0,0,0,,1.0,2.0,2.0,1.0,2.0,0.0
2017,2016-17,Allan Hancock,allanhancock,Feb 4,home,San Diego Mesa,L,9,6,20170204_ojhm,11,0,0,1,0,1.0,5.0,4.0,4.0,1.0,0.0,1.0
2017,2016-17,Allan Hancock,allanhancock,Feb 9,home,Reedley,L,6,5,20170209_msgp,11,1,0,1,0,1.0,5.0,6.0,2.0,0.333,2.0,3.0
2017,2016-17,Allan Hancock,allanhancock,Jan 27,home,LA Pierce,W,9,3,20170126_ml2y,14,1,1,0,1,0.5,11.0,3.0,3.0,1.0,2.0,7.0
2017,2016-17,Allan Hancock,allanhancock,Jan 28,home,LA Pierce,W,5,2,20170128_5zaw,11,0,0,0,0,,0.0,0.0,0.0,,2.0,0.0
2017,2016-17,Allan Hancock,allanhancock,Jan 29,home,Cabrillo,L,10,2,20170129_vnk2,15,0,0,0,0,,0.0,0.0,0.0,,0.0,1.0
2017,2016-17,Allan Hancock,allanhancock,Mar 11,home,Oxnard,W,5,0,20170311_bui2,10,1,1,0,0,1.0,3.0,0.0,0.0,,2.0,7.0
2017,2016-17,Allan Hancock,allanhancock,Mar 14,home,Oxnard,L,6,3,20170314_h8wt,11,0,0,1,0,1.0,3.0,2.0,2.0,1.0,2.0,0.0
2017,2016-17,Allan Hancock,allanhancock,Mar 16,home,Moorpark,L,7,3,20170316_iaj3,12,0,0,0,0,,3.0,3.0,3.0,1.0,3.0,4.0
2017,2016-17,Allan Hancock,allanhancock,Mar 18,home,Moorpark,W,11,3,20170318_zfh8,10,1,1,0,0,1.0,7.0,3.0,0.0,0.0,3.0,11.0
2017,2016-17,Allan Hancock,allanhancock,Mar 2,home,Taft,W,17,4,20170302_d6eq,14,0,1,0,0,1.0,2.0,0.0,0.0,,0.0,1.0
2017,2016-17,Allan Hancock,allanhancock,Mar 22,home,Ventura,W,7,6,20170322_v0pt,14,0,1,0,0,1.0,5.0,2.0,0.0,0.0,1.0,6.0
2017,2016-17,Allan Hancock,allanhancock,Mar 23,home,Ventura,L,4,3,20170323_370p,11,0,0,0,0,,2.0,0.0,0.0,,1.0,1.0
2017,2016-17,Allan Hancock,allanhancock,Mar 25,home,Cuesta,W,3,0,20170325_a9fv,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2017,2016-17,Allan Hancock,allanhancock,Mar 28,home,Cuesta,L,4,1,20170328_5rc6,12,1,0,1,0,1.0,6.0,4.0,3.0,0.75,4.0,5.0
2017,2016-17,Allan Hancock,allanhancock,Mar 30,home,Santa Barbara,L,10,8,20170330_t19w,15,0,0,0,0,,2.0,3.0,3.0,1.0,0.0,0.0
2017,2016-17,Allan Hancock,allanhancock,Mar 4,home,Sequoias,L,17,5,20170304_5ya8,16,0,0,0,0,,7.0,5.0,4.0,0.8,2.0,0.0
2017,2016-17,Allan Hancock,allanhancock,Mar 5,home,Reedley,W,15,5,20170305_09tw,12,1,1,0,0,1.0,6.0,3.0,3.0,1.0,5.0,5.0
