season,cccaa_season,team,team_id,date,location,opponent,result,team_score,opp_score,game_id,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2022,2021-22,Allan Hancock,allanhancock,Apr 12,home,East Los Angeles,L,10,9,20220412_fk1v,15,0,0,1,0,1.0,11.0,10.0,9.0,0.9,2.0,4.0
2022,2021-22,Allan Hancock,allanhancock,Apr 13,home,Cypress,L,13,3,20220413_d0ht,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2022,2021-22,Allan Hancock,allanhancock,Apr 14,home,Cerritos,W,19,5,20220414_lqcg,14,0,0,0,0,,2.0,0.0,0.0,,0.0,3.0
2022,2021-22,Allan Hancock,allanhancock,Apr 19,home,Moorpark,W,12,2,20220419_ilsk,13,1,1,0,0,1.0,6.0,2.0,2.0,1.0,1.0,3.0
2022,2021-22,Allan Hancock,allanhancock,Apr 20,home,Cuesta,L,11,5,20220420_mkee,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2022,2021-22,Allan Hancock,allanhancock,Apr 23,home,Oxnard,W,10,7,20220423_syi4,11,0,0,0,0,,4.0,2.0,2.0,1.0,0.0,1.0
2022,2021-22,Allan Hancock,allanhancock,Apr 26,home,Santa Barbara,W,9,6,20220426_3k7y,11,1,0,0,0,,5.0,3.0,2.0,0.667,2.0,5.0
2022,2021-22,Allan Hancock,allanhancock,Apr 28,home,Ventura,L,11,9,20220428_gf0u,11,0,0,0,0,,3.0,1.0,1.0,1.0,0.0,0.0
2022,2021-22,Allan Hancock,allanhancock,Apr 30,home,LA Pierce,W,6,5,20220430_aaw3,11,0,1,0,0,1.0,7.0,3.0,3.0,1.0,1.0,5.0
2022,2021-22,Allan Hancock,allanhancock,Apr 5,home,LA Pierce,W,13,12,20220405_oqud,12,0,0,0,0,,6.0,5.0,2.0,0.4,3.0,9.0
2022,2021-22,Allan Hancock,allanhancock,Apr 7,home,LA Pierce,W,7,4,20220407_nwko,12,0,1,0,0,1.0,0.0,0.0,0.0,,0.0,0.0
2022,2021-22,Allan Hancock,allanhancock,Apr 8,home,LA Pierce,L,6,5,20220408_dvfi,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2022,2021-22,Allan Hancock,allanhancock,Feb 1,home,Taft,L,4,3,20220201_i249,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2022,2021-22,Allan Hancock,allanhancock,Feb 11,home,Canyons,W,11,7,20220211_ofci,13,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2022,2021-22,Allan Hancock,allanhancock,Feb 12,home,San Diego Mesa,W,9,3,20220212_esxl,13,1,0,0,0,,5.0,3.0,3.0,1.0,2.0,2.0
2022,2021-22,Allan Hancock,allanhancock,Feb 15,home,Taft,W,17,5,20220215_0eie,15,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2022,2021-22,Allan Hancock,allanhancock,Feb 17,home,Bakersfield,W,13,8,20220217_07x4,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2022,2021-22,Allan Hancock,allanhancock,Feb 19,home,Bakersfield,W,5,0,20220219_uveh,12,1,1,0,0,1.0,4.0,0.0,0.0,,2.0,6.0
2022,2021-22,Allan Hancock,allanhancock,Feb 22,home,Moorpark,L,6,2,20220222_r7zx,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2022,2021-22,Allan Hancock,allanhancock,Feb 24,home,Moorpark,W,4,1,20220224_xpkd,13,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2022,2021-22,Allan Hancock,allanhancock,Feb 26,home,Moorpark,L,12,10,20220226_0ig9,14,1,0,1,0,1.0,11.0,11.0,8.0,0.727,2.0,1.0
2022,2021-22,Allan Hancock,allanhancock,Feb 5,home,Canyons,W,3,1,20220205_8ia0,12,1,0,0,0,,4.0,1.0,1.0,1.0,0.0,2.0
2022,2021-22,Allan Hancock,allanhancock,Feb 8,home,Rio Hondo,L,11,4,20220208_yw4x,13,0,0,0,0,,1.0,0.0,0.0,,1.0,1.0
2022,2021-22,Allan Hancock,allanhancock,Jan 27,home,Sequoias,W,4,1,20220127_1aqk,11,1,1,0,0,1.0,4.0,1.0,1.0,1.0,3.0,6.0
2022,2021-22,Allan Hancock,allanhancock,Jan 28,home,Sequoias,L,9,8,20220128_35lf,14,0,0,0,0,,2.0,0.0,0.0,,2.0,0.0
2022,2021-22,Allan Hancock,allanhancock,Jan 29,home,Sequoias,W,4,1,20220129_fuqv,13,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2022,2021-22,Allan Hancock,allanhancock,Mar 1,home,Cuesta,L,20,8,20220301_amvg,16,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2022,2021-22,Allan Hancock,allanhancock,Mar 10,home,Oxnard,L,5,2,20220310_sl3v,13,0,0,0,0,,1.0,0.0,0.0,,0.0,2.0
2022,2021-22,Allan Hancock,allanhancock,Mar 12,home,Oxnard,L,4,3,20220312_af03,14,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2022,2021-22,Allan Hancock,allanhancock,Mar 15,home,Santa Barbara,L,6,5,20220315_gcvb,13,1,0,0,0,,6.0,4.0,4.0,1.0,3.0,9.0
2022,2021-22,Allan Hancock,allanhancock,Mar 18,home,Santa Barbara,W,11,4,20220318_wmrl,15,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2022,2021-22,Allan Hancock,allanhancock,Mar 20,home,Santa Barbara,W,2,1,20220320_vq2t,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2022,2021-22,Allan Hancock,allanhancock,Mar 22,home,Ventura,L,8,5,20220322_0a8w,15,1,0,0,0,,4.0,3.0,2.0,0.667,2.0,2.0
2022,2021-22,Allan Hancock,allanhancock,Mar 24,home,Ventura,L,11,10,20220324_4rcc,14,0,0,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2022,2021-22,Allan Hancock,allanhancock,Mar 26,home,Ventura,L,16,13,20220326_ucv2,16,0,0,0,0,,4.0,0.0,0.0,,0.0,0.0
2022,2021-22,Allan Hancock,allanhancock,Mar 29,home,Rio Hondo,W,5,2,20220329_v7n0,11,0,1,0,0,1.0,3.0,0.0,0.0,,1.0,9.0
2022,2021-22,Allan Hancock,allanhancock,Mar 3,home,Cuesta,W,10,8,20220303_xt62,12,0,0,0,0,,4.0,4.0,4.0,1.0,1.0,1.0
2022,2021-22,Allan Hancock,allanhancock,Mar 31,home,Rio Hondo,L,3,2,20220331_g0pg,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2022,2021-22,Allan Hancock,allanhancock,Mar 5,home,Cuesta,W,12,5,20220305_0ipy,13,1,0,0,0,,2.0,1.0,1.0,1.0,0.0,3.0
2022,2021-22,Allan Hancock,allanhancock,Mar 8,home,Oxnard,L,13,11,20220308_bdfq,15,0,0,0,0,,1.0,0.0,0.0,,0.0,1.0
2022,2021-22,American River,americanriver,Apr 1,home,Diablo Valley,L,13,0,20220401_tygy,13,1,0,1,0,1.0,9.0,9.0,6.0,0.667,2.0,1.0
2022,2021-22,American River,americanriver,Apr 12,home,Lassen,L,18,5,20220412_fwua,11,1,0,1,0,1.0,4.0,5.0,3.0,0.6,2.0,1.0
2022,2021-22,American River,americanriver,Apr 18,home,Santa Rosa,L,10,3,20220418_5f1e,14,1,0,1,0,1.0,10.0,9.0,9.0,1.0,3.0,4.0
2022,2021-22,American River,americanriver,Apr 19,home,San Joaquin Delta,L,11,1,20220419_8osi,12,1,0,1,0,1.0,5.0,6.0,4.0,0.667,3.0,2.0
2022,2021-22,American River,americanriver,Apr 22,home,San Joaquin Delta,L,11,2,20220422_oodn,11,0,0,0,0,,1.0,2.0,2.0,1.0,2.0,0.0
2022,2021-22,American River,americanriver,Apr 23,home,San Joaquin Delta,L,10,1,20220423_14zg,11,1,0,1,0,1.0,7.0,6.0,4.0,0.667,1.0,1.0
2022,2021-22,American River,americanriver,Apr 26,home,Modesto,L,12,7,20220426_gm1q,10,1,0,1,0,1.0,4.0,6.0,2.0,0.333,4.0,6.0
2022,2021-22,American River,americanriver,Apr 28,home,Modesto,L,4,2,20220428_x2k1,9,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2022,2021-22,American River,americanriver,Apr 29,home,Modesto,L,14,4,20220429_d51u,11,1,0,1,0,1.0,8.0,7.0,3.0,0.429,7.0,2.0
2022,2021-22,American River,americanriver,Apr 5,home,Sierra,L,11,8,20220405_93pq,11,1,0,0,0,,4.0,5.0,5.0,1.0,5.0,2.0
2022,2021-22,American River,americanriver,Apr 7,home,Sierra,L,4,2,20220407_5q50,11,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
2022,2021-22,American River,americanriver,Apr 9,home,Sierra,L,15,4,20220409_8781,13,1,0,1,0,1.0,4.0,6.0,5.0,0.833,4.0,2.0
2022,2021-22,American River,americanriver,Feb 1,home,West Valley,L,16,7,20220201_60jx,12,0,0,0,0,,1.0,1.0,1.0,1.0,1.0,1.0
2022,2021-22,American River,americanriver,Feb 10,home,Lassen,W,11,9,20220210_i21t,13,1,1,0,0,1.0,11.0,9.0,4.0,0.444,3.0,4.0
2022,2021-22,American River,americanriver,Feb 11,home,Hartnell,W,15,12,20220211_n8bb,12,0,0,0,0,,3.0,6.0,5.0,0.833,0.0,3.0
2022,2021-22,American River,americanriver,Feb 12,home,Hartnell,W,3,2,20220212_rq7a,11,1,1,0,0,1.0,6.0,2.0,2.0,1.0,6.0,3.0
2022,2021-22,American River,americanriver,Feb 17,home,Butte,L,13,11,20220217_mgv2,14,0,0,0,0,,1.0,2.0,0.0,0.0,1.0,0.0
2022,2021-22,American River,americanriver,Feb 18,home,Butte,L,13,5,20220218_fefg,11,0,0,0,0,,4.0,5.0,5.0,1.0,1.0,0.0
2022,2021-22,American River,americanriver,Feb 19,home,Butte,W,9,4,20220219_ba1c,10,1,1,0,0,1.0,6.0,2.0,2.0,1.0,1.0,3.0
2022,2021-22,American River,americanriver,Feb 24,home,Solano,W,4,3,20220224_tkus,10,0,0,0,0,,0.0,0.0,0.0,,0.0,0.0
