date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Apr 30,home,Irvine Valley,W,13-5,13,5,8,win,20210430_audw,0,0,0,0,0.0,,,,0.0,,,2021,,Fullerton,fullerton,brianlandon8ss0,Brian Landon
May 4,home,Golden West,L,21-5,21,5,16,win,20210504_iwyd,0,0,0,0,0.0,,,,0.0,,,2021,,Fullerton,fullerton,brianlandon8ss0,Brian Landon
May 6,home,Golden West,L,9-7,9,7,2,win,20210506_5pl5,0,0,0,0,0.0,,,,0.0,,,2021,,Fullerton,fullerton,brianlandon8ss0,Brian Landon
May 7,home,Golden West,L,5-3,5,3,2,win,20210507_mhq8,0,0,0,0,0.0,,,,0.0,,,2021,,Fullerton,fullerton,brianlandon8ss0,Brian Landon
May 7,home,Golden West,L,15-1,15,1,14,win,20210507_q3fd,0,0,0,0,0.0,,,,0.0,,,2021,,Fullerton,fullerton,brianlandon8ss0,Brian Landon
May 11,home,Cypress,L,13-4,13,4,9,win,20210511_p0ij,0,0,0,0,0.0,,,,0.0,,,2021,,Fullerton,fullerton,brianlandon8ss0,Brian Landon
May 13,home,Cypress,W,5-4,5,4,1,win,20210513_mzoh,0,0,0,0,0.0,,,,0.0,,,2021,,Fullerton,fullerton,brianlandon8ss0,Brian Landon
May 14,home,Cypress,W,9-5,9,5,4,win,20210514_hs18,0,0,0,0,0.0,,,,0.0,,,2021,,Fullerton,fullerton,brianlandon8ss0,Brian Landon
May 14,home,Cypress,L,12-11,12,11,1,win,20210514_zibd,0,0,0,0,0.0,,,,0.0,,,2021,,Fullerton,fullerton,brianlandon8ss0,Brian Landon
May 18,home,Mt. San Antonio,W,15-14,15,14,1,win,20210518_hk5r,0,0,0,0,0.0,,,,0.0,,,2021,,Fullerton,fullerton,brianlandon8ss0,Brian Landon
