season,cccaa_season,team,team_id,date,location,opponent,result,team_score,opp_score,game_id,App,GS,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2021,2020-21,Allan Hancock,allanhancock,Apr 11,home,Mt. San Jacinto,L,15.0,11.0,20210411_exme,12,0.0,0.0,0.0,0.0,4.667,4.0,2.0,2.0,2.0,7.0,1.0,,3.857,188.0,1.286,7.714,1.928,3.857,13.499,3.5,3.857
2021,2020-21,Allan Hancock,allanhancock,Apr 13,home,Cuesta,W,8.0,1.0,20210413_fp47,16,1.0,1.0,0.0,0.0,7.0,8.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,,1.286,10.286,0.0,1.286,12.857,10.0,0.0
2021,2020-21,Allan Hancock,allanhancock,Apr 15,home,Cuesta,W,6.0,4.0,20210415_k59k,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,Allan Hancock,allanhancock,Apr 17,home,Ventura,L,5.0,4.0,20210417_gtf6,13,1.0,0.0,0.0,0.0,6.0,7.0,2.0,2.0,4.0,4.0,0.0,,3.0,242.0,1.833,10.5,0.0,6.0,6.0,1.0,3.0
2021,2020-21,Allan Hancock,allanhancock,Apr 17,home,Ventura,L,10.0,7.0,20210417_s0o0,19,0.0,0.0,1.0,0.0,1.667,6.0,4.0,3.0,1.0,0.0,0.0,0.0,16.197,45.0,4.199,32.394,0.0,5.399,0.0,0.0,21.596
2021,2020-21,Allan Hancock,allanhancock,Apr 22,home,Cuesta,W,16.0,6.0,20210422_o636,13,1.0,1.0,0.0,0.0,5.0,8.0,6.0,6.0,1.0,5.0,2.0,1.0,10.8,67.0,1.8,14.4,3.6,1.8,9.0,5.0,10.8
2021,2020-21,Allan Hancock,allanhancock,Apr 24,home,Cuesta,W,6.0,3.0,20210424_51z3,10,1.0,1.0,0.0,0.0,7.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.857,188.0,0.714,3.857,1.286,2.571,3.857,1.5,3.857
2021,2020-21,Allan Hancock,allanhancock,Apr 24,home,Cuesta,W,8.0,1.0,20210424_c0wg,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,Allan Hancock,allanhancock,Apr 29,home,Oxnard,W,10.0,5.0,20210429_yjob,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2021,2020-21,Allan Hancock,allanhancock,Apr 29,home,Oxnard,W,13.0,1.0,20210429_6v3n,15,1.0,1.0,0.0,0.0,6.0,3.0,1.0,1.0,1.0,7.0,0.0,1.0,1.5,485.0,0.667,4.5,0.0,1.5,10.5,7.0,1.5
