season,cccaa_season,team,team_id,date,location,opponent,result,team_score,opp_score,game_id,App,GS,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2013,2012-13,Allan Hancock,allanhancock,Apr 11,home,Santa Barbara,L,7.0,6.0,20130411_01br,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,Apr 13,home,Santa Barbara,L,9.0,4.0,20130413_2jy6,14,0.0,0.0,0.0,0.0,0.667,3.0,3.0,3.0,0.0,0.0,1.0,,40.48,11.0,4.498,40.48,13.493,0.0,0.0,,40.48
2013,2012-13,Allan Hancock,allanhancock,Apr 16,home,Oxnard,W,5.0,4.0,20130416_98r3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,Apr 18,home,Oxnard,W,6.0,4.0,20130418_yrto,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,Apr 20,home,LA Pierce,W,6.0,5.0,20130420_czcm,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,Apr 23,home,LA Pierce,L,12.0,7.0,20130423_3yox,13,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
2013,2012-13,Allan Hancock,allanhancock,Apr 25,home,Ventura,W,4.0,1.0,20130425_nrl1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,Apr 26,home,Ventura,W,11.0,10.0,20130426_i14y,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,Apr 4,home,Ventura,L,13.0,6.0,20130404_st70,13,0.0,0.0,0.0,0.0,1.333,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.75,6.752,0.0,0.0,0.0,,0.0
2013,2012-13,Allan Hancock,allanhancock,Apr 6,home,Cuesta,L,13.0,6.0,20130406_tm71,10,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,9.0,0.0,0.0,0.0,,0.0
2013,2012-13,Allan Hancock,allanhancock,Apr 9,home,Cuesta,L,4.0,1.0,20130409_gcs0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,Feb 1,home,Sequoias,L,1.0,0.0,20130201_py51,11,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,5.0,0.0,,0.0,,1.0,6.0,0.0,3.0,15.0,5.0,0.0
2013,2012-13,Allan Hancock,allanhancock,Feb 14,home,Bakersfield,L,8.0,4.0,20130214_7n07,10,0.0,0.0,0.0,0.0,0.667,5.0,3.0,2.0,0.0,0.0,0.0,,26.987,17.0,7.496,67.466,0.0,0.0,0.0,,40.48
2013,2012-13,Allan Hancock,allanhancock,Feb 15,home,Imperial Valley,W,8.0,4.0,20130215_8n5w,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,Feb 16,home,West Hills Coalinga,W,7.0,0.0,20130216_ftrb,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,Feb 2,home,Bakersfield,L,6.0,3.0,20130202_n403,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,Feb 21,home,Cypress,L,6.0,3.0,20130221_0a3u,13,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,,3.0,153.0,1.667,12.0,0.0,3.0,3.0,1.0,3.0
2013,2012-13,Allan Hancock,allanhancock,Feb 22,home,Fullerton,W,4.0,3.0,20130222_sqr3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,Feb 23,home,Cypress,L,7.0,3.0,20130223_vm9w,13,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,,9.0,51.0,3.0,27.0,0.0,0.0,0.0,,9.0
2013,2012-13,Allan Hancock,allanhancock,Feb 26,home,Canyons,L,4.0,0.0,20130226_oob9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,Feb 28,home,Canyons,W,7.0,5.0,20130228_d430,10,0.0,0.0,0.0,0.0,1.667,1.0,1.0,1.0,1.0,1.0,0.0,,5.399,85.0,1.2,5.399,0.0,5.399,5.399,1.0,5.399
2013,2012-13,Allan Hancock,allanhancock,Feb 3,home,Porterville,L,4.0,3.0,20130203_n8su,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,Feb 7,home,Porterville,W,11.0,3.0,20130207_8xyh,13,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,,27.0,17.0,4.0,27.0,0.0,9.0,18.0,2.0,27.0
2013,2012-13,Allan Hancock,allanhancock,Feb 8,home,Canada,W,13.0,12.0,20130208_j15d,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,Mar 12,home,Santa Barbara,L,6.0,5.0,20130312_6dii,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,Mar 14,home,Oxnard,W,2.0,0.0,20130314_jcpn,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,Mar 16,home,Oxnard,L,8.0,6.0,20130316_djrr,12,0.0,0.0,0.0,0.0,0.333,1.0,1.0,1.0,1.0,1.0,0.0,,27.027,17.0,6.006,27.027,0.0,27.027,27.027,1.0,27.027
2013,2012-13,Allan Hancock,allanhancock,Mar 19,home,LA Pierce,W,4.0,1.0,20130319_x9vv,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,Mar 21,home,LA Pierce,L,2.0,1.0,20130321_qq08,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,Mar 22,home,Ventura,W,2.0,0.0,20130322_08aa,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,Mar 26,home,East Los Angeles,L,6.0,2.0,20130326_so2w,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,Mar 27,home,Cerritos,W,5.0,4.0,20130327_hzmr,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,Mar 28,home,Fresno City,W,8.0,7.0,20130328_ojw3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,Mar 5,home,Cuesta,W,1.0,0.0,20130305_g2gb,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,Mar 7,home,Cuesta,W,7.0,0.0,20130307_dien,10,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
2013,2012-13,Allan Hancock,allanhancock,Mar 9,home,Santa Barbara,L,5.0,2.0,20130309_v5e8,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Apr 11,home,Diablo Valley,L,5.0,2.0,20130411_svn4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Apr 13,home,Diablo Valley,W,11.0,6.0,20130413_x0yi,10,1.0,1.0,0.0,0.0,5.0,6.0,4.0,3.0,5.0,4.0,0.0,1.0,5.4,85.0,2.2,10.8,0.0,9.0,7.2,0.8,7.2
2013,2012-13,American River,americanriver,Apr 16,home,Sierra,W,9.0,4.0,20130416_1tyg,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Apr 18,home,Sierra,L,3.0,1.0,20130418_m9ei,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Apr 2,home,Sacramento City,W,9.0,5.0,20130402_bcd2,12,1.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,5.0,5.0,0.0,,2.25,204.0,2.25,9.0,0.0,11.25,11.25,1.0,4.5
2013,2012-13,American River,americanriver,Apr 20,home,Sierra,L,19.0,7.0,20130420_6ams,17,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,1.0,2.0,1.0,,36.0,13.0,5.0,36.0,9.0,9.0,18.0,2.0,36.0
2013,2012-13,American River,americanriver,Apr 23,home,Santa Rosa,L,17.0,8.0,20130423_px5d,13,1.0,0.0,0.0,0.0,5.0,5.0,7.0,7.0,4.0,2.0,0.0,,12.6,37.0,1.8,9.0,0.0,7.2,3.6,0.5,12.6
2013,2012-13,American River,americanriver,Apr 25,home,Cosumnes River,L,8.0,7.0,20130425_aa79,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Apr 26,home,Diablo Valley,L,8.0,3.0,20130426_gwqq,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Apr 5,home,Sacramento City,L,2.0,1.0,20130405_rqak,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Apr 6,home,Sacramento City,L,7.0,1.0,20130406_aaf7,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Apr 9,home,Diablo Valley,L,3.0,2.0,20130409_rois,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Feb 12,home,Yuba,W,7.0,6.0,20130212_6qey,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Feb 15,home,Hartnell,L,7.0,3.0,20130215_wyw4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Feb 16,home,Hartnell,W,9.0,8.0,20130216_usjd,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Feb 2,home,Lassen,W,6.0,4.0,20130202_1jn5,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Feb 2,home,Lassen,W,7.0,1.0,20130202_qva2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Feb 21,home,Mission,L,9.0,6.0,20130221_kbqd,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Feb 23,home,Mission,W,9.0,8.0,20130223_s7g3,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Feb 26,home,Solano,L,10.0,5.0,20130226_e7pv,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Feb 5,home,Mission,L,2.0,1.0,20130205_2xd2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Feb 7,home,Shasta,L,10.0,4.0,20130207_d344,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Feb 8,home,Feather River,L,4.0,2.0,20130208_r94n,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Feb 9,home,Shasta,L,8.0,6.0,20130209_l3jb,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Mar 12,home,Santa Rosa,L,3.0,1.0,20130312_1k8i,9,1.0,0.0,1.0,0.0,3.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,153.0,1.667,15.0,0.0,0.0,6.0,,3.0
2013,2012-13,American River,americanriver,Mar 14,home,Santa Rosa,L,8.0,2.0,20130314_nenn,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Mar 16,home,Santa Rosa,L,3.0,0.0,20130316_c1w0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Mar 19,home,Modesto,L,2.0,1.0,20130319_yyed,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Mar 21,home,Modesto,L,3.0,2.0,20130321_bz83,12,0.0,0.0,1.0,0.0,0.333,2.0,1.0,1.0,0.0,0.0,0.0,0.0,27.027,17.0,6.006,54.054,0.0,0.0,0.0,,27.027
2013,2012-13,American River,americanriver,Mar 23,home,Modesto,L,8.0,5.0,20130323_2mot,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Mar 26,home,Cosumnes River,W,14.0,9.0,20130326_7v51,12,1.0,0.0,0.0,0.0,3.667,6.0,3.0,3.0,1.0,1.0,0.0,,7.363,62.0,1.909,14.726,0.0,2.454,2.454,1.0,7.363
2013,2012-13,American River,americanriver,Mar 28,home,Cosumnes River,W,2.0,0.0,20130328_g9o7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Mar 30,home,Cosumnes River,L,9.0,8.0,20130330_v6t6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Mar 5,home,San Joaquin  Delta,L,7.0,6.0,20130305_imzp,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,American River,americanriver,Mar 7,home,San Joaquin  Delta,L,10.0,3.0,20130307_31hc,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,9.0,,0.0
2013,2012-13,American River,americanriver,Mar 9,home,San Joaquin  Delta,W,4.0,3.0,20130309_0t71,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Antelope Valley,antelopevalley,Apr 11,home,Desert,W,2.0,1.0,20130411_rjx4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Antelope Valley,antelopevalley,Apr 13,home,Desert,L,10.0,6.0,20130413_1eb2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Antelope Valley,antelopevalley,Apr 16,home,Cerro Coso,W,5.0,4.0,20130416_2u1d,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Antelope Valley,antelopevalley,Apr 18,home,Cerro Coso,W,7.0,0.0,20130418_pey0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Antelope Valley,antelopevalley,Apr 2,home,Mt. San Jacinto,L,13.0,1.0,20130402_y17m,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,9.0,9.0,1.0,0.0
2013,2012-13,Antelope Valley,antelopevalley,Apr 20,home,Cerro Coso,W,10.0,1.0,20130420_8o35,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Antelope Valley,antelopevalley,Apr 23,home,Rio Hondo,L,7.0,1.0,20130423_9mo9,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Antelope Valley,antelopevalley,Apr 25,home,Rio Hondo,L,5.0,1.0,20130425_9enb,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Antelope Valley,antelopevalley,Apr 26,home,Rio Hondo,W,8.0,2.0,20130426_cuj9,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Antelope Valley,antelopevalley,Apr 4,home,Mt. San Jacinto,L,17.0,5.0,20130404_1wbp,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Antelope Valley,antelopevalley,Apr 6,home,Mt. San Jacinto,L,8.0,0.0,20130406_bcrq,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Antelope Valley,antelopevalley,Apr 9,home,Desert,W,10.0,2.0,20130409_3d6a,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Antelope Valley,antelopevalley,Feb 1,home,Pasadena,W,4.0,3.0,20130201_dbwm,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Antelope Valley,antelopevalley,Feb 12,home,LA Valley,T,10.0,10.0,20130212_4d17,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Antelope Valley,antelopevalley,Feb 13,home,LA Pierce,W,11.0,4.0,20130213_pslm,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Antelope Valley,antelopevalley,Feb 16,home,LA Pierce,W,7.0,2.0,20130216_dspz,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
