season,cccaa_season,team,team_id,date,location,opponent,result,team_score,opp_score,game_id,App,GS,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2019,2018-19,Allan Hancock,allanhancock,Apr 11,home,Moorpark,L,2.0,1.0,20190411_y7jb,10,1.0,0.0,1.0,0.0,8.667,8.0,2.0,2.0,3.0,4.0,0.0,0.0,2.077,262.0,1.269,8.307,0.0,3.115,4.154,1.333,2.077
2019,2018-19,Allan Hancock,allanhancock,Apr 13,home,Moorpark,W,8.0,3.0,20190413_c08k,10,1.0,1.0,0.0,0.0,6.333,3.0,3.0,0.0,2.0,5.0,0.0,1.0,0.0,,0.79,4.263,0.0,2.842,7.106,2.5,4.263
2019,2018-19,Allan Hancock,allanhancock,Apr 16,home,Merced,L,2.0,1.0,20190416_w2vx,12,1.0,0.0,1.0,0.0,9.0,4.0,2.0,1.0,2.0,9.0,0.0,0.0,1.0,544.0,0.667,4.0,0.0,2.0,9.0,4.5,2.0
2019,2018-19,Allan Hancock,allanhancock,Apr 17,home,East Los Angeles,W,9.0,4.0,20190417_0ykw,17,1.0,1.0,0.0,0.0,5.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,1.8,302.0,1.4,10.8,0.0,1.8,1.8,1.0,1.8
2019,2018-19,Allan Hancock,allanhancock,Apr 18,home,Merced,W,2.0,1.0,20190418_wvgd,10,1.0,0.0,0.0,0.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,,1.5,363.0,0.5,4.5,0.0,0.0,0.0,,1.5
2019,2018-19,Allan Hancock,allanhancock,Apr 2,home,Santa Barbara,L,10.0,8.0,20190402_83y4,14,1.0,0.0,1.0,0.0,7.0,10.0,8.0,4.0,5.0,9.0,0.0,0.0,5.143,106.0,2.143,12.857,0.0,6.429,11.571,1.8,10.286
2019,2018-19,Allan Hancock,allanhancock,Apr 23,home,Ventura,L,8.0,3.0,20190423_nt5t,12,1.0,0.0,1.0,0.0,5.0,8.0,6.0,3.0,0.0,3.0,0.0,0.0,5.4,101.0,1.6,14.4,0.0,0.0,5.4,,10.8
2019,2018-19,Allan Hancock,allanhancock,Apr 25,home,Ventura,L,3.0,1.0,20190425_ilf1,11,1.0,0.0,1.0,0.0,8.0,7.0,3.0,3.0,3.0,3.0,0.0,0.0,3.375,161.0,1.25,7.875,0.0,3.375,3.375,1.0,3.375
2019,2018-19,Allan Hancock,allanhancock,Apr 4,home,Santa Barbara,L,6.0,5.0,20190404_0mln,12,1.0,0.0,1.0,0.0,6.667,10.0,6.0,6.0,2.0,5.0,1.0,0.0,8.1,67.0,1.8,13.499,1.35,2.7,6.75,2.5,8.1
2019,2018-19,Allan Hancock,allanhancock,Apr 6,home,Oxnard,W,11.0,2.0,20190406_iylu,12,1.0,0.0,0.0,0.0,8.0,4.0,2.0,2.0,1.0,5.0,1.0,,2.25,242.0,0.625,4.5,1.125,1.125,5.625,5.0,2.25
2019,2018-19,Allan Hancock,allanhancock,Apr 9,home,Oxnard,W,9.0,6.0,20190409_zlg8,17,1.0,0.0,0.0,0.0,7.333,8.0,1.0,0.0,1.0,5.0,0.0,,0.0,,1.227,9.819,0.0,1.227,6.137,5.0,1.227
2019,2018-19,Allan Hancock,allanhancock,Feb 12,home,Canyons,L,4.0,3.0,20190212_m8m7,13,1.0,0.0,1.0,0.0,8.0,7.0,4.0,2.0,3.0,4.0,0.0,0.0,2.25,242.0,1.25,7.875,0.0,3.375,4.5,1.333,4.5
2019,2018-19,Allan Hancock,allanhancock,Feb 16,home,San Joaquin Delta,L,14.0,5.0,20190216_vz5h,14,0.0,0.0,0.0,0.0,4.667,6.0,5.0,0.0,4.0,5.0,0.0,,0.0,,2.143,11.571,0.0,7.714,9.642,1.25,9.642
2019,2018-19,Allan Hancock,allanhancock,Feb 19,home,Bakersfield,W,10.0,4.0,20190219_537d,15,1.0,1.0,0.0,0.0,7.0,4.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,,1.0,5.143,0.0,3.857,3.857,1.0,3.857
2019,2018-19,Allan Hancock,allanhancock,Feb 21,home,Cypress,L,15.0,3.0,20190221_54dp,18,1.0,0.0,1.0,0.0,5.0,11.0,10.0,4.0,6.0,1.0,0.0,0.0,7.2,76.0,3.4,19.8,0.0,10.8,1.8,0.167,18.0
2019,2018-19,Allan Hancock,allanhancock,Feb 22,home,Irvine Valley,W,4.0,3.0,20190222_l9p9,12,1.0,0.0,0.0,1.0,7.0,7.0,3.0,3.0,1.0,1.0,0.0,,3.857,141.0,1.143,9.0,0.0,1.286,1.286,1.0,3.857
2019,2018-19,Allan Hancock,allanhancock,Feb 23,home,Cypress,L,10.0,3.0,20190223_zcje,15,1.0,0.0,1.0,0.0,5.333,6.0,3.0,3.0,3.0,3.0,0.0,0.0,5.063,108.0,1.688,10.126,0.0,5.063,5.063,1.0,5.063
2019,2018-19,Allan Hancock,allanhancock,Feb 26,home,Sequoias,L,8.0,2.0,20190226_0fsm,14,1.0,0.0,1.0,0.0,7.0,10.0,6.0,6.0,3.0,4.0,1.0,0.0,7.714,71.0,1.857,12.857,1.286,3.857,5.143,1.333,7.714
2019,2018-19,Allan Hancock,allanhancock,Feb 28,home,Taft,L,15.0,9.0,20190228_11bq,13,1.0,0.0,1.0,0.0,7.333,12.0,10.0,8.0,1.0,10.0,1.0,0.0,9.819,55.0,1.773,14.728,1.227,1.227,12.273,10.0,12.273
2019,2018-19,Allan Hancock,allanhancock,Feb 5,home,Bakersfield,W,5.0,4.0,20190205_8luy,14,1.0,1.0,0.0,0.0,9.0,5.0,3.0,1.0,4.0,7.0,0.0,1.0,1.0,544.0,1.0,5.0,0.0,4.0,7.0,1.75,3.0
2019,2018-19,Allan Hancock,allanhancock,Feb 7,home,Canyons,L,6.0,2.0,20190207_gykz,15,0.0,0.0,0.0,0.0,1.666,3.0,1.0,1.0,0.0,3.0,0.0,,5.402,101.0,1.801,16.206,0.0,0.0,16.206,,5.402
2019,2018-19,Allan Hancock,allanhancock,Feb 8,home,San Diego Mesa,W,12.0,8.0,20190208_jbdw,13,1.0,1.0,0.0,0.0,7.667,7.0,6.0,6.0,5.0,7.0,2.0,1.0,7.043,77.0,1.565,8.217,2.348,5.869,8.217,1.4,7.043
2019,2018-19,Allan Hancock,allanhancock,Feb 9,home,Canyons,W,14.0,5.0,20190209_o2sf,14,1.0,1.0,0.0,0.0,7.667,6.0,4.0,3.0,4.0,3.0,0.0,1.0,3.522,155.0,1.304,7.043,0.0,4.695,3.522,0.75,4.695
2019,2018-19,Allan Hancock,allanhancock,Jan 25,home,LA Pierce,W,8.0,7.0,20190125_c8nf,9,0.0,1.0,0.0,0.0,0.667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.499,13.493,0.0,0.0,0.0,,0.0
2019,2018-19,Allan Hancock,allanhancock,Jan 26,home,LA Pierce,L,4.0,3.0,20190126_6j1u,11,1.0,0.0,1.0,0.0,9.0,5.0,4.0,0.0,0.0,14.0,1.0,0.0,0.0,,0.556,5.0,1.0,0.0,14.0,,4.0
2019,2018-19,Allan Hancock,allanhancock,Jan 29,home,LA Pierce,W,8.0,3.0,20190129_lafi,13,1.0,0.0,0.0,0.0,6.0,7.0,3.0,3.0,1.0,3.0,0.0,,4.5,121.0,1.333,10.5,0.0,1.5,4.5,3.0,4.5
2019,2018-19,Allan Hancock,allanhancock,Mar 1,home,Taft,W,5.0,1.0,20190301_k60u,12,1.0,1.0,0.0,0.0,6.0,6.0,1.0,1.0,3.0,7.0,0.0,1.0,1.5,363.0,1.5,9.0,0.0,4.5,10.5,2.333,1.5
2019,2018-19,Allan Hancock,allanhancock,Mar 12,home,Santa Barbara,W,3.0,2.0,20190312_gumr,14,1.0,1.0,0.0,1.0,9.0,7.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,272.0,1.0,7.0,0.0,2.0,1.0,0.5,2.0
2019,2018-19,Allan Hancock,allanhancock,Mar 13,home,Cuesta,L,13.0,6.0,20190313_81n0,15,1.0,0.0,0.0,0.0,5.667,11.0,10.0,10.0,5.0,1.0,2.0,,15.881,34.0,2.823,17.47,3.176,7.941,1.588,0.2,15.881
2019,2018-19,Allan Hancock,allanhancock,Mar 14,home,Oxnard,W,4.0,3.0,20190314_i6vb,13,1.0,1.0,0.0,0.0,9.667,7.0,3.0,3.0,4.0,7.0,0.0,1.0,2.793,195.0,1.138,6.517,0.0,3.724,6.517,1.75,2.793
2019,2018-19,Allan Hancock,allanhancock,Mar 16,home,Oxnard,W,9.0,5.0,20190316_7599,11,0.0,0.0,0.0,0.0,3.667,2.0,1.0,1.0,0.0,1.0,0.0,,2.454,222.0,0.545,4.909,0.0,0.0,2.454,,2.454
2019,2018-19,Allan Hancock,allanhancock,Mar 19,home,Moorpark,W,9.0,3.0,20190319_uhy8,12,1.0,1.0,0.0,0.0,8.0,5.0,2.0,2.0,4.0,11.0,1.0,1.0,2.25,242.0,1.125,5.625,1.125,4.5,12.375,2.75,2.25
2019,2018-19,Allan Hancock,allanhancock,Mar 21,home,Moorpark,W,5.0,2.0,20190321_k45a,13,1.0,0.0,0.0,1.0,8.333,4.0,2.0,1.0,2.0,2.0,0.0,,1.08,504.0,0.72,4.32,0.0,2.16,2.16,1.0,2.16
2019,2018-19,Allan Hancock,allanhancock,Mar 23,home,Ventura,L,8.0,5.0,20190323_lm2q,13,0.0,0.0,0.0,0.0,3.333,4.0,2.0,1.0,2.0,1.0,0.0,,2.7,202.0,1.8,10.801,0.0,5.401,2.7,0.5,5.401
2019,2018-19,Allan Hancock,allanhancock,Mar 26,home,Ventura,L,10.0,5.0,20190326_xciy,17,1.0,0.0,1.0,0.0,7.667,11.0,7.0,5.0,2.0,3.0,1.0,0.0,5.869,93.0,1.696,12.912,1.174,2.348,3.522,1.5,8.217
2019,2018-19,Allan Hancock,allanhancock,Mar 28,home,Cuesta,L,12.0,5.0,20190328_4t2d,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,Allan Hancock,allanhancock,Mar 29,home,Cuesta,L,5.0,1.0,20190329_nj0h,13,1.0,0.0,1.0,0.0,8.0,12.0,5.0,4.0,1.0,6.0,1.0,0.0,4.5,121.0,1.625,13.5,1.125,1.125,6.75,6.0,5.625
2019,2018-19,Allan Hancock,allanhancock,Mar 4,home,Cuesta,W,2.0,1.0,20190304_hsk0,11,1.0,1.0,0.0,1.0,8.667,6.0,1.0,1.0,2.0,6.0,1.0,1.0,1.038,524.0,0.923,6.231,1.038,2.077,6.231,3.0,1.038
2019,2018-19,Allan Hancock,allanhancock,Mar 9,home,Santa Barbara,L,9.0,3.0,20190309_zz0u,15,1.0,0.0,1.0,0.0,4.667,5.0,5.0,3.0,3.0,2.0,0.0,0.0,5.785,94.0,1.714,9.642,0.0,5.785,3.857,0.667,9.642
2019,2018-19,American River,americanriver,Apr 11,home,San Joaquin Delta,L,10.0,2.0,20190411_ujot,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Apr 12,home,San Joaquin Delta,L,11.0,2.0,20190412_kpm2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Apr 16,home,Modesto,L,12.0,0.0,20190416_3rxw,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Apr 18,home,Modesto,W,11.0,6.0,20190418_ia9m,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Apr 2,home,Diablo Valley,L,9.0,2.0,20190402_hk5b,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Apr 20,home,Modesto,L,4.0,2.0,20190420_3wh0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Apr 23,home,Cosumnes River,L,7.0,5.0,20190423_1dzf,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Apr 25,home,Cosumnes River,W,10.0,6.0,20190425_5etp,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Apr 26,home,Cosumnes River,W,7.0,1.0,20190426_jz21,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Apr 3,home,Diablo Valley,L,4.0,0.0,20190403_3krb,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Apr 4,home,Diablo Valley,W,3.0,1.0,20190404_51bf,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Apr 9,home,San Joaquin Delta,L,10.0,7.0,20190409_xnec,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Feb 1,home,Feather River,L,8.0,6.0,20190201_wke5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Feb 15,home,Butte,L,4.0,2.0,20190215_wlbs,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Feb 16,home,Butte,L,4.0,3.0,20190216_7cdv,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Feb 16,home,Butte,L,10.0,6.0,20190216_d82o,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Feb 19,home,Solano,L,4.0,3.0,20190219_t30r,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Feb 22,home,Solano,L,10.0,1.0,20190222_1tp6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Feb 28,home,Folsom Lake,W,12.0,5.0,20190228_qfo8,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Feb 5,home,Mission,L,10.0,9.0,20190205_rnkv,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Feb 9,home,Hartnell,L,3.0,0.0,20190209_8b15,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Feb 9,home,Hartnell,W,2.0,0.0,20190209_gk48,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Jan 25,home,West Valley,W,7.0,3.0,20190125_p2go,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Jan 26,home,West Valley,W,1.0,0.0,20190126_0euk,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Jan 29,home,Yuba,L,5.0,3.0,20190129_weaz,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Jan 31,home,Shasta,L,10.0,7.0,20190131_wjue,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Jan 31,home,Shasta,L,22.0,12.0,20190131_nye4,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Mar 1,home,Folsom Lake,L,4.0,3.0,20190301_ahtq,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Mar 1,home,Folsom Lake,L,16.0,8.0,20190301_ebmy,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Mar 12,home,Sacramento City,L,2.0,1.0,20190312_wcn6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Mar 14,home,Sacramento City,L,7.0,2.0,20190314_uead,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Mar 15,home,Sacramento City,L,7.0,5.0,20190315_gsq6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Mar 19,home,Sierra,L,9.0,3.0,20190319_h0ed,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Mar 21,home,Sierra,L,7.0,2.0,20190321_l6uv,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Mar 23,home,Sierra,L,8.0,1.0,20190323_1nzv,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Mar 26,home,Santa Rosa,L,11.0,0.0,20190326_5b9a,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Mar 29,home,Santa Rosa,L,4.0,3.0,20190329_rc4n,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2019,2018-19,American River,americanriver,Mar 30,home,Santa Rosa,L,6.0,3.0,20190330_pxd6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
