season,cccaa_season,team,team_id,date,location,opponent,result,team_score,opp_score,game_id,App,GS,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2016,2015-16,Allan Hancock,allanhancock,Apr 12,home,LA Pierce,L,6.0,3.0,20160412_u2e2,11,0.0,0.0,0.0,0.0,1.666,2.0,0.0,0.0,3.0,4.0,0.0,,0.0,,3.001,10.804,0.0,16.206,21.609,1.333,0.0
2016,2015-16,Allan Hancock,allanhancock,Apr 14,home,Oxnard,L,11.0,5.0,20160414_zk0s,10,1.0,0.0,1.0,0.0,7.333,12.0,10.0,8.0,1.0,2.0,1.0,0.0,9.819,48.0,1.773,14.728,1.227,1.227,2.455,2.0,12.273
2016,2015-16,Allan Hancock,allanhancock,Apr 16,home,Oxnard,W,7.0,2.0,20160416_chmc,11,1.0,1.0,0.0,0.0,9.0,7.0,2.0,1.0,1.0,5.0,0.0,1.0,1.0,470.0,0.889,7.0,0.0,1.0,5.0,5.0,2.0
2016,2015-16,Allan Hancock,allanhancock,Apr 2,home,Ventura,W,5.0,3.0,20160402_tila,11,1.0,1.0,0.0,1.0,8.0,8.0,3.0,1.0,2.0,5.0,0.0,1.0,1.125,418.0,1.25,9.0,0.0,2.25,5.625,2.5,3.375
2016,2015-16,Allan Hancock,allanhancock,Apr 23,home,Moorpark,W,8.0,3.0,20160423_c7ja,11,1.0,1.0,0.0,0.0,8.333,10.0,3.0,3.0,4.0,2.0,0.0,1.0,3.24,145.0,1.68,10.8,0.0,4.32,2.16,0.5,3.24
2016,2015-16,Allan Hancock,allanhancock,Apr 26,home,Moorpark,L,7.0,5.0,20160426_vyhx,10,0.0,0.0,1.0,0.0,6.334,5.0,4.0,4.0,2.0,4.0,1.0,0.0,5.684,83.0,1.105,7.105,1.421,2.842,5.684,2.0,5.684
2016,2015-16,Allan Hancock,allanhancock,Apr 28,home,Santa Barbara,L,11.0,0.0,20160428_0mqo,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2016,2015-16,Allan Hancock,allanhancock,Apr 29,home,Santa Barbara,W,7.0,3.0,20160429_rlvs,13,1.0,1.0,0.0,0.0,9.0,8.0,3.0,3.0,4.0,7.0,1.0,1.0,3.0,157.0,1.333,8.0,1.0,4.0,7.0,1.75,3.0
2016,2015-16,Allan Hancock,allanhancock,Apr 5,home,Cuesta,L,12.0,3.0,20160405_ulnk,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2016,2015-16,Allan Hancock,allanhancock,Apr 7,home,Cuesta,L,6.0,2.0,20160407_01nw,10,1.0,0.0,1.0,0.0,7.0,8.0,5.0,5.0,3.0,6.0,1.0,0.0,6.429,73.0,1.571,10.286,1.286,3.857,7.714,2.0,6.429
2016,2015-16,Allan Hancock,allanhancock,Apr 8,home,LA Pierce,W,14.0,5.0,20160408_t7ch,12,1.0,1.0,0.0,0.0,6.0,6.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,157.0,1.5,9.0,1.5,4.5,3.0,0.667,4.5
2016,2015-16,Allan Hancock,allanhancock,Feb 11,home,Canyons,L,14.0,5.0,20160211_ywec,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2016,2015-16,Allan Hancock,allanhancock,Feb 12,home,San Diego Mesa,L,5.0,4.0,20160212_vg61,11,1.0,0.0,0.0,0.0,5.0,6.0,1.0,0.0,1.0,2.0,0.0,,0.0,,1.4,10.8,0.0,1.8,3.6,2.0,1.8
2016,2015-16,Allan Hancock,allanhancock,Feb 13,home,Rio Hondo,W,8.0,4.0,20160213_6rvv,13,0.0,0.0,0.0,0.0,1.333,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,,0.0,0.0,0.0,0.0,13.503,,0.0
2016,2015-16,Allan Hancock,allanhancock,Feb 18,home,Canyons,L,3.0,2.0,20160218_d89l,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
