season,cccaa_season,team,team_id,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2022,2021-22,Allan Hancock,allanhancock,1690,1407,303.0,418.0,76.0,20.0,20.0,270.0,73.0,17.0,197.0,241.0,594,45.0,25.0,16.0,116,28.0,358.0,381.0,0.94,0.297,0.391,0.505,0.896,103.0,0.343,0.442,0.012,0.143,0.117,0.026,0.817
2022,2021-22,American River,americanriver,1549,1314,182.0,324.0,50.0,11.0,6.0,150.0,49.0,24.0,153.0,345.0,414,53.0,18.0,11.0,67,25.0,325.0,306.0,1.062,0.247,0.342,0.366,0.708,81.0,0.326,0.336,0.004,0.223,0.099,0.124,0.443
2022,2021-22,Antelope Valley,antelopevalley,1700,1405,347.0,427.0,87.0,22.0,27.0,307.0,52.0,12.0,215.0,287.0,639,61.0,9.0,10.0,136,23.0,313.0,351.0,0.892,0.304,0.414,0.552,0.966,111.0,0.363,0.473,0.016,0.169,0.126,0.043,0.749
2022,2021-22,Bakersfield,bakersfield,1643,1397,224.0,385.0,65.0,16.0,19.0,199.0,53.0,24.0,174.0,307.0,539,47.0,16.0,9.0,100,21.0,336.0,358.0,0.939,0.276,0.369,0.457,0.826,95.0,0.339,0.349,0.012,0.187,0.106,0.081,0.567
2022,2021-22,Barstow,barstow,1504,1287,148.0,289.0,40.0,10.0,5.0,116.0,12.0,13.0,135.0,387.0,364,61.0,11.0,10.0,55,38.0,336.0,254.0,1.323,0.225,0.322,0.326,0.648,74.0,0.314,0.298,0.003,0.257,0.09,0.167,0.349
2022,2021-22,Butte,butte,1874,1542,321.0,439.0,92.0,17.0,21.0,262.0,54.0,14.0,212.0,274.0,628,73.0,31.0,16.0,130,28.0,345.0,450.0,0.767,0.285,0.386,0.492,0.878,101.0,0.331,0.427,0.011,0.146,0.113,0.033,0.774
2022,2021-22,Cabrillo,cabrillo,1693,1445,259.0,393.0,71.0,11.0,22.0,236.0,29.0,10.0,168.0,304.0,552,56.0,12.0,12.0,104,20.0,363.0,353.0,1.028,0.272,0.364,0.454,0.818,94.0,0.328,0.398,0.013,0.18,0.099,0.081,0.553
2022,2021-22,Canada,canada,1346,1155,157.0,261.0,35.0,9.0,5.0,128.0,62.0,21.0,129.0,274.0,329,34.0,15.0,13.0,49,23.0,342.0,270.0,1.267,0.226,0.315,0.327,0.642,74.0,0.288,0.363,0.004,0.204,0.096,0.108,0.471
2022,2021-22,Canyons,canyons,1900,1587,347.0,484.0,97.0,12.0,50.0,320.0,44.0,7.0,208.0,321.0,755,68.0,9.0,28.0,159,24.0,345.0,420.0,0.821,0.305,0.4,0.576,0.976,112.0,0.349,0.418,0.026,0.169,0.109,0.06,0.648
2022,2021-22,Cerritos,cerritos,1574,1299,198.0,312.0,52.0,13.0,8.0,170.0,63.0,17.0,170.0,278.0,414,56.0,26.0,23.0,73,22.0,353.0,362.0,0.975,0.24,0.342,0.375,0.717,82.0,0.293,0.358,0.005,0.177,0.108,0.069,0.612
2022,2021-22,Cerro Coso,cerrocoso,1768,1498,356.0,484.0,103.0,16.0,31.0,310.0,39.0,15.0,172.0,282.0,712,62.0,14.0,22.0,150,27.0,303.0,407.0,0.744,0.323,0.406,0.575,0.981,112.0,0.375,0.473,0.018,0.16,0.097,0.063,0.61
2022,2021-22,Chabot,chabot,1623,1350,252.0,380.0,90.0,6.0,44.0,224.0,84.0,22.0,152.0,265.0,614,89.0,13.0,19.0,140,19.0,323.0,378.0,0.854,0.281,0.383,0.559,0.942,108.0,0.317,0.36,0.027,0.163,0.094,0.069,0.574
2022,2021-22,Chaffey,chaffey,1646,1393,316.0,438.0,102.0,19.0,30.0,259.0,117.0,31.0,176.0,338.0,668,45.0,9.0,23.0,151,18.0,283.0,320.0,0.884,0.314,0.4,0.588,0.988,113.0,0.389,0.455,0.018,0.205,0.107,0.098,0.521
2022,2021-22,Citrus,citrus,1702,1423,287.0,403.0,77.0,12.0,26.0,254.0,37.0,16.0,180.0,281.0,582,66.0,17.0,16.0,115,22.0,344.0,376.0,0.915,0.283,0.381,0.49,0.871,100.0,0.333,0.419,0.015,0.165,0.106,0.059,0.641
2022,2021-22,Compton,compton,1508,1303,173.0,329.0,59.0,5.0,11.0,164.0,44.0,18.0,118.0,309.0,431,46.0,30.0,11.0,75,19.0,377.0,300.0,1.257,0.252,0.327,0.388,0.715,82.0,0.32,0.336,0.007,0.205,0.078,0.127,0.382
2022,2021-22,Contra Costa,contracosta,1552,1322,220.0,339.0,64.0,13.0,14.0,179.0,76.0,23.0,164.0,372.0,471,39.0,16.0,11.0,91,16.0,285.0,288.0,0.99,0.256,0.349,0.425,0.774,89.0,0.343,0.39,0.009,0.24,0.106,0.134,0.441
2022,2021-22,Cosumnes River,cosumnesriver,1750,1429,314.0,404.0,73.0,12.0,37.0,277.0,50.0,12.0,200.0,297.0,612,81.0,18.0,22.0,122,18.0,287.0,414.0,0.693,0.283,0.391,0.514,0.905,104.0,0.329,0.427,0.021,0.17,0.114,0.056,0.673
2022,2021-22,Cuesta,cuesta,1821,1514,332.0,459.0,88.0,23.0,18.0,303.0,55.0,11.0,192.0,260.0,647,47.0,40.0,28.0,129,29.0,402.0,391.0,1.028,0.303,0.383,0.513,0.896,103.0,0.349,0.462,0.01,0.143,0.105,0.038,0.738
2022,2021-22,Cypress,cypress,1920,1678,347.0,534.0,98.0,11.0,57.0,313.0,62.0,15.0,167.0,297.0,825,50.0,14.0,11.0,166,35.0,383.0,449.0,0.853,0.318,0.391,0.591,0.982,112.0,0.357,0.418,0.03,0.155,0.087,0.068,0.562
2022,2021-22,De Anza,deanza,1617,1331,203.0,331.0,67.0,8.0,13.0,168.0,61.0,25.0,196.0,356.0,453,55.0,29.0,6.0,88,27.0,354.0,285.0,1.242,0.249,0.36,0.406,0.766,88.0,0.329,0.334,0.008,0.22,0.121,0.099,0.551
2022,2021-22,Desert,desert,2016,1673,408.0,562.0,111.0,12.0,33.0,359.0,87.0,22.0,227.0,311.0,796,87.0,13.0,16.0,156,43.0,406.0,380.0,1.068,0.336,0.435,0.569,1.004,115.0,0.393,0.445,0.016,0.154,0.113,0.041,0.73
2022,2021-22,Diablo Valley,diablovalley,1643,1390,259.0,411.0,54.0,16.0,10.0,227.0,45.0,22.0,158.0,288.0,527,64.0,22.0,9.0,80,33.0,388.0,302.0,1.285,0.296,0.385,0.437,0.822,94.0,0.364,0.4,0.006,0.175,0.096,0.079,0.549
2022,2021-22,East Los Angeles,eastlosangeles,1639,1369,232.0,360.0,70.0,7.0,12.0,191.0,47.0,12.0,142.0,282.0,480,101.0,19.0,8.0,89,18.0,381.0,322.0,1.183,0.263,0.368,0.416,0.784,90.0,0.321,0.372,0.007,0.172,0.087,0.085,0.504
2022,2021-22,El Camino,elcamino,1886,1562,329.0,462.0,88.0,15.0,20.0,290.0,51.0,9.0,225.0,281.0,640,50.0,7.0,42.0,123,39.0,357.0,445.0,0.802,0.296,0.391,0.488,0.879,101.0,0.339,0.431,0.011,0.149,0.119,0.03,0.801
