season,cccaa_season,team,team_id,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2020,2019-20,Allan Hancock,allanhancock,822,696,134.0,202.0,41.0,1.0,10.0,117.0,33.0,8.0,88.0,141.0,275,19.0,6.0,13.0,52,14.0,138.0,214.0,0.645,0.29,0.376,0.47,0.846,103.0,0.344,0.415,0.012,0.172,0.107,0.065,0.624
2020,2019-20,American River,americanriver,864,744,117.0,205.0,28.0,8.0,5.0,100.0,40.0,8.0,76.0,129.0,264,28.0,10.0,6.0,41,16.0,197.0,204.0,0.966,0.276,0.358,0.41,0.768,94.0,0.325,0.368,0.006,0.149,0.088,0.061,0.589
2020,2019-20,Antelope Valley,antelopevalley,717,605,107.0,181.0,29.0,7.0,9.0,93.0,21.0,8.0,71.0,111.0,251,20.0,14.0,7.0,45,17.0,164.0,139.0,1.18,0.299,0.379,0.489,0.868,106.0,0.35,0.373,0.013,0.155,0.099,0.056,0.64
2020,2019-20,Bakersfield,bakersfield,819,707,98.0,174.0,30.0,6.0,0.0,81.0,28.0,5.0,82.0,144.0,216,18.0,6.0,6.0,36,12.0,176.0,193.0,0.912,0.246,0.335,0.356,0.691,84.0,0.306,0.358,0.0,0.176,0.1,0.076,0.569
2020,2019-20,Barstow,barstow,898,776,132.0,222.0,36.0,12.0,3.0,115.0,25.0,5.0,81.0,158.0,291,25.0,7.0,9.0,51,22.0,177.0,209.0,0.847,0.286,0.365,0.441,0.806,98.0,0.351,0.397,0.003,0.176,0.09,0.086,0.513
2020,2019-20,Butte,butte,1034,840,174.0,229.0,43.0,12.0,11.0,152.0,25.0,10.0,111.0,141.0,329,57.0,16.0,10.0,66,21.0,202.0,257.0,0.786,0.273,0.384,0.47,0.854,104.0,0.312,0.422,0.011,0.136,0.107,0.029,0.787
2020,2019-20,Cabrillo,cabrillo,869,738,136.0,199.0,36.0,5.0,6.0,115.0,14.0,4.0,79.0,134.0,263,36.0,8.0,8.0,47,18.0,209.0,178.0,1.174,0.27,0.361,0.42,0.781,95.0,0.318,0.422,0.007,0.154,0.091,0.063,0.59
2020,2019-20,Canada,canada,814,710,111.0,191.0,39.0,10.0,7.0,100.0,29.0,13.0,64.0,140.0,271,24.0,9.0,7.0,56,16.0,179.0,176.0,1.017,0.269,0.343,0.461,0.804,98.0,0.323,0.382,0.009,0.172,0.079,0.093,0.457
2020,2019-20,Canyons,canyons,846,723,164.0,236.0,46.0,9.0,23.0,154.0,17.0,5.0,84.0,133.0,369,22.0,4.0,13.0,78,10.0,163.0,188.0,0.867,0.326,0.404,0.618,1.022,125.0,0.367,0.442,0.027,0.157,0.099,0.058,0.632
2020,2019-20,Cerritos,cerritos,828,698,124.0,192.0,34.0,5.0,4.0,99.0,47.0,9.0,86.0,152.0,248,24.0,13.0,7.0,43,13.0,185.0,171.0,1.082,0.275,0.365,0.417,0.782,95.0,0.342,0.403,0.005,0.184,0.104,0.08,0.566
2020,2019-20,Cerro Coso,cerrocoso,851,701,150.0,208.0,47.0,6.0,5.0,134.0,27.0,7.0,105.0,151.0,282,32.0,7.0,6.0,58,16.0,156.0,141.0,1.106,0.297,0.405,0.485,0.89,109.0,0.368,0.426,0.006,0.177,0.123,0.054,0.695
2020,2019-20,Chabot,chabot,862,706,110.0,147.0,23.0,3.0,5.0,86.0,33.0,9.0,102.0,210.0,191,39.0,8.0,7.0,31,14.0,143.0,189.0,0.757,0.208,0.334,0.314,0.648,79.0,0.285,0.371,0.006,0.244,0.118,0.126,0.486
2020,2019-20,Chaffey,chaffey,886,741,127.0,194.0,34.0,8.0,9.0,107.0,46.0,8.0,104.0,148.0,271,26.0,6.0,9.0,51,15.0,177.0,227.0,0.78,0.262,0.366,0.435,0.801,98.0,0.312,0.375,0.01,0.167,0.117,0.05,0.703
2020,2019-20,Citrus,citrus,801,683,116.0,187.0,29.0,6.0,11.0,100.0,28.0,11.0,82.0,134.0,261,24.0,6.0,6.0,46,19.0,147.0,198.0,0.742,0.274,0.366,0.449,0.815,99.0,0.324,0.372,0.014,0.167,0.102,0.065,0.612
2020,2019-20,Compton,compton,822,691,88.0,166.0,26.0,2.0,2.0,77.0,39.0,5.0,76.0,156.0,202,29.0,22.0,4.0,30,14.0,225.0,150.0,1.5,0.24,0.33,0.336,0.666,81.0,0.305,0.32,0.002,0.19,0.092,0.098,0.487
2020,2019-20,Contra Costa,contracosta,717,612,84.0,150.0,19.0,6.0,1.0,68.0,32.0,14.0,71.0,150.0,184,14.0,12.0,8.0,26,10.0,156.0,137.0,1.139,0.245,0.328,0.343,0.671,82.0,0.318,0.355,0.001,0.209,0.099,0.11,0.473
2020,2019-20,Cosumnes River,cosumnesriver,852,715,128.0,183.0,29.0,4.0,11.0,110.0,10.0,3.0,90.0,190.0,253,36.0,4.0,7.0,44,13.0,152.0,178.0,0.854,0.256,0.363,0.415,0.778,95.0,0.33,0.393,0.013,0.223,0.106,0.117,0.474
2020,2019-20,Cuesta,cuesta,835,673,132.0,200.0,43.0,5.0,10.0,118.0,17.0,6.0,96.0,125.0,283,38.0,17.0,11.0,58,27.0,153.0,203.0,0.754,0.297,0.4,0.507,0.907,111.0,0.346,0.377,0.012,0.15,0.115,0.035,0.768
2020,2019-20,Cypress,cypress,892,749,192.0,256.0,54.0,9.0,15.0,177.0,21.0,7.0,88.0,124.0,373,28.0,16.0,11.0,78,12.0,159.0,193.0,0.824,0.342,0.417,0.602,1.019,124.0,0.388,0.496,0.017,0.139,0.099,0.04,0.71
2020,2019-20,De Anza,deanza,653,573,41.0,109.0,18.0,1.0,0.0,29.0,30.0,10.0,45.0,175.0,129,20.0,10.0,5.0,19,4.0,125.0,110.0,1.136,0.19,0.266,0.258,0.524,64.0,0.27,0.236,0.0,0.268,0.069,0.199,0.257
2020,2019-20,Desert,desert,930,793,118.0,226.0,40.0,11.0,6.0,96.0,17.0,3.0,75.0,185.0,306,34.0,16.0,12.0,57,22.0,220.0,173.0,1.272,0.285,0.36,0.458,0.818,100.0,0.358,0.34,0.006,0.199,0.081,0.118,0.405
2020,2019-20,Diablo Valley,diablovalley,810,678,88.0,153.0,20.0,7.0,3.0,71.0,22.0,9.0,83.0,194.0,196,32.0,16.0,1.0,30,6.0,199.0,124.0,1.605,0.226,0.331,0.333,0.664,81.0,0.311,0.321,0.004,0.24,0.102,0.138,0.428
2020,2019-20,East Los Angeles,eastlosangeles,843,715,83.0,180.0,22.0,2.0,3.0,73.0,21.0,4.0,74.0,152.0,215,39.0,11.0,4.0,27,15.0,191.0,185.0,1.032,0.252,0.348,0.338,0.686,84.0,0.314,0.276,0.004,0.18,0.088,0.092,0.487
2020,2019-20,El Camino,elcamino,949,800,152.0,232.0,39.0,5.0,10.0,136.0,24.0,3.0,108.0,173.0,311,23.0,2.0,16.0,54,19.0,175.0,218.0,0.803,0.29,0.383,0.456,0.839,102.0,0.351,0.402,0.011,0.182,0.114,0.068,0.624
2020,2019-20,Feather River,featherriver,1083,893,185.0,246.0,48.0,7.0,12.0,150.0,43.0,9.0,118.0,178.0,344,41.0,22.0,9.0,67,7.0,196.0,255.0,0.769,0.275,0.374,0.46,0.834,102.0,0.329,0.44,0.011,0.164,0.109,0.055,0.663
2020,2019-20,Folsom Lake,folsomlake,898,727,139.0,210.0,35.0,5.0,12.0,117.0,26.0,11.0,80.0,150.0,291,61.0,22.0,8.0,52,17.0,176.0,195.0,0.903,0.289,0.391,0.472,0.863,105.0,0.346,0.375,0.013,0.167,0.089,0.078,0.533
2020,2019-20,Fresno City,fresno,851,686,153.0,202.0,36.0,6.0,16.0,133.0,26.0,14.0,111.0,166.0,298,27.0,17.0,10.0,58,7.0,125.0,167.0,0.749,0.294,0.4,0.519,0.919,112.0,0.362,0.423,0.019,0.195,0.13,0.065,0.669
2020,2019-20,Fullerton,fullerton,814,669,106.0,159.0,31.0,5.0,5.0,94.0,25.0,7.0,91.0,161.0,215,36.0,8.0,10.0,41,9.0,160.0,177.0,0.904,0.238,0.351,0.383,0.734,90.0,0.3,0.359,0.006,0.198,0.112,0.086,0.565
2020,2019-20,Gavilan,gavilan,797,662,97.0,159.0,41.0,6.0,3.0,87.0,33.0,5.0,89.0,172.0,221,28.0,13.0,5.0,50,2.0,158.0,154.0,1.026,0.24,0.346,0.409,0.755,92.0,0.317,0.344,0.004,0.216,0.112,0.104,0.517
2020,2019-20,Glendale,glendale,847,699,144.0,191.0,43.0,5.0,18.0,122.0,56.0,10.0,85.0,145.0,298,45.0,5.0,13.0,66,3.0,134.0,219.0,0.612,0.273,0.379,0.521,0.9,110.0,0.315,0.416,0.021,0.171,0.1,0.071,0.586
2020,2019-20,Golden West,goldenwest,951,793,176.0,252.0,43.0,15.0,9.0,154.0,37.0,9.0,93.0,147.0,352,29.0,16.0,20.0,67,13.0,157.0,225.0,0.698,0.318,0.393,0.528,0.921,112.0,0.37,0.458,0.009,0.155,0.098,0.057,0.633
2020,2019-20,Grossmont,grossmont,845,698,149.0,203.0,48.0,6.0,8.0,133.0,26.0,5.0,101.0,150.0,287,34.0,6.0,6.0,62,17.0,170.0,166.0,1.024,0.291,0.4,0.5,0.9,110.0,0.357,0.427,0.009,0.178,0.12,0.058,0.673
2020,2019-20,Hartnell,hartnell,835,712,132.0,203.0,40.0,8.0,8.0,115.0,24.0,6.0,74.0,157.0,283,29.0,12.0,8.0,56,11.0,160.0,163.0,0.982,0.285,0.366,0.476,0.842,103.0,0.351,0.416,0.01,0.188,0.089,0.099,0.471
2020,2019-20,Imperial Valley,imperialvalley,692,595,73.0,150.0,11.0,5.0,6.0,65.0,18.0,4.0,67.0,138.0,189,15.0,9.0,6.0,22,13.0,154.0,146.0,1.055,0.252,0.335,0.355,0.69,84.0,0.315,0.296,0.009,0.199,0.097,0.102,0.486
2020,2019-20,Irvine Valley,irvinevalley,952,762,156.0,226.0,41.0,8.0,6.0,130.0,31.0,7.0,108.0,108.0,301,50.0,23.0,9.0,55,25.0,203.0,227.0,0.894,0.297,0.403,0.467,0.87,106.0,0.335,0.397,0.006,0.113,0.113,0.0,1.0
2020,2019-20,LA Harbor,laharbor,761,618,126.0,156.0,34.0,5.0,5.0,102.0,43.0,14.0,82.0,140.0,215,46.0,6.0,9.0,44,6.0,142.0,174.0,0.816,0.252,0.373,0.419,0.792,97.0,0.313,0.434,0.007,0.184,0.108,0.076,0.586
2020,2019-20,LA Mission,lamission,859,728,122.0,191.0,40.0,1.0,15.0,111.0,20.0,8.0,87.0,174.0,278,27.0,6.0,11.0,56,16.0,170.0,182.0,0.934,0.262,0.355,0.459,0.814,99.0,0.32,0.369,0.017,0.203,0.101,0.102,0.5
2020,2019-20,LA Pierce,lapierce,773,679,105.0,167.0,32.0,6.0,4.0,94.0,28.0,10.0,52.0,134.0,223,35.0,3.0,4.0,42,15.0,176.0,181.0,0.972,0.246,0.329,0.39,0.719,88.0,0.299,0.404,0.005,0.173,0.067,0.106,0.388
2020,2019-20,LA Valley,lavalley,824,681,130.0,190.0,38.0,12.0,4.0,120.0,37.0,9.0,81.0,119.0,264,36.0,12.0,14.0,54,10.0,176.0,193.0,0.912,0.279,0.373,0.467,0.84,102.0,0.325,0.416,0.005,0.144,0.098,0.046,0.681
2020,2019-20,Laney,laney,834,690,93.0,169.0,32.0,8.0,6.0,73.0,15.0,8.0,82.0,137.0,235,28.0,23.0,11.0,46,17.0,207.0,185.0,1.119,0.245,0.335,0.407,0.742,90.0,0.292,0.319,0.007,0.164,0.098,0.066,0.599
2020,2019-20,Lassen,lassen,1077,891,183.0,280.0,45.0,8.0,8.0,160.0,60.0,16.0,89.0,149.0,365,57.0,26.0,14.0,61,13.0,234.0,237.0,0.987,0.314,0.396,0.478,0.874,107.0,0.364,0.419,0.007,0.138,0.083,0.055,0.597
2020,2019-20,Long Beach,longbeach,923,773,148.0,216.0,41.0,12.0,7.0,131.0,17.0,6.0,105.0,110.0,302,26.0,11.0,8.0,60,17.0,205.0,225.0,0.911,0.279,0.376,0.468,0.844,103.0,0.315,0.415,0.008,0.119,0.114,0.005,0.955
2020,2019-20,Los Medanos,losmedanos,832,666,146.0,177.0,33.0,6.0,3.0,125.0,41.0,12.0,92.0,134.0,231,40.0,22.0,12.0,42,11.0,188.0,166.0,1.133,0.266,0.371,0.41,0.781,95.0,0.322,0.467,0.004,0.161,0.111,0.05,0.687
2020,2019-20,Marin,marin,874,750,129.0,209.0,50.0,6.0,7.0,111.0,18.0,6.0,83.0,174.0,292,25.0,10.0,6.0,63,12.0,157.0,201.0,0.781,0.279,0.363,0.473,0.836,102.0,0.351,0.394,0.008,0.199,0.095,0.104,0.477
