season,cccaa_season,team,team_id,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2013,2012-13,Allan Hancock,allanhancock,1427,1211,173.0,321.0,60.0,16.0,4.0,160.0,58.0,15.0,138.0,262.0,425,36.0,30.0,12.0,80,16.0,314.0,327.0,0.96,0.265,0.347,0.417,0.764,102.0,0.331,0.344,0.003,0.184,0.097,0.087,0.527
2013,2012-13,American River,americanriver,1424,1223,174.0,326.0,51.0,9.0,2.0,151.0,39.0,20.0,104.0,222.0,401,54.0,27.0,16.0,62,31.0,367.0,312.0,1.176,0.267,0.34,0.379,0.719,96.0,0.319,0.357,0.001,0.156,0.073,0.083,0.468
2013,2012-13,Antelope Valley,antelopevalley,1385,1194,196.0,343.0,50.0,19.0,6.0,183.0,43.0,8.0,101.0,218.0,449,32.0,43.0,15.0,75,18.0,330.0,311.0,1.061,0.287,0.344,0.439,0.783,104.0,0.342,0.404,0.004,0.157,0.073,0.084,0.463
2013,2012-13,Bakersfield,bakersfield,1536,1322,251.0,401.0,82.0,11.0,19.0,233.0,40.0,25.0,140.0,275.0,562,38.0,22.0,14.0,112,26.0,279.0,343.0,0.813,0.303,0.377,0.51,0.887,118.0,0.367,0.414,0.012,0.179,0.091,0.088,0.509
2013,2012-13,Barstow,barstow,1472,1289,224.0,388.0,47.0,15.0,15.0,209.0,16.0,5.0,92.0,197.0,510,55.0,24.0,12.0,77,28.0,368.0,320.0,1.15,0.301,0.363,0.455,0.818,109.0,0.343,0.402,0.01,0.134,0.062,0.072,0.467
2013,2012-13,Butte,butte,1412,1190,144.0,307.0,55.0,3.0,6.0,125.0,24.0,13.0,85.0,176.0,386,68.0,52.0,17.0,64,39.0,397.0,329.0,1.207,0.258,0.326,0.378,0.704,94.0,0.294,0.304,0.004,0.125,0.06,0.065,0.483
2013,2012-13,Cabrillo,cabrillo,1658,1381,224.0,375.0,54.0,9.0,7.0,192.0,37.0,24.0,144.0,202.0,468,68.0,36.0,29.0,70,32.0,432.0,375.0,1.152,0.272,0.354,0.39,0.744,99.0,0.306,0.374,0.004,0.122,0.087,0.035,0.713
2013,2012-13,Canada,canada,1471,1250,198.0,334.0,65.0,4.0,14.0,176.0,57.0,21.0,144.0,215.0,449,52.0,16.0,9.0,83,11.0,349.0,325.0,1.074,0.267,0.36,0.426,0.786,105.0,0.311,0.357,0.01,0.146,0.098,0.048,0.67
2013,2012-13,Canyons,canyons,1638,1401,243.0,412.0,75.0,9.0,20.0,220.0,12.0,12.0,154.0,225.0,565,38.0,25.0,20.0,104,29.0,369.0,349.0,1.057,0.294,0.369,0.478,0.847,113.0,0.333,0.382,0.012,0.137,0.094,0.043,0.684
2013,2012-13,Cerritos,cerritos,1399,1187,162.0,301.0,41.0,15.0,3.0,137.0,30.0,24.0,122.0,199.0,381,37.0,41.0,12.0,59,21.0,377.0,324.0,1.164,0.254,0.329,0.371,0.7,93.0,0.299,0.348,0.002,0.142,0.087,0.055,0.613
