season,cccaa_season,team,team_id,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2021,2020-21,Allan Hancock,allanhancock,944,768,191.0,237.0,48.0,7.0,12.0,171.0,55.0,6.0,118.0,161.0,335,35.0,9.0,14.0,67,12.0,157.0,213.0,0.737,0.309,0.413,0.523,0.936,106.0,0.369,0.474,0.013,0.171,0.125,0.046,0.733
2021,2020-21,American River,americanriver,523,457,50.0,108.0,25.0,2.0,2.0,42.0,14.0,10.0,42.0,138.0,143,20.0,1.0,3.0,29,9.0,103.0,97.0,1.062,0.236,0.325,0.376,0.701,80.0,0.331,0.286,0.004,0.264,0.08,0.184,0.304
2021,2020-21,Antelope Valley,antelopevalley,842,733,124.0,206.0,41.0,10.0,14.0,112.0,33.0,5.0,72.0,175.0,309,25.0,5.0,7.0,65,11.0,180.0,160.0,1.125,0.281,0.36,0.51,0.87,99.0,0.348,0.381,0.017,0.208,0.086,0.122,0.411
2021,2020-21,Bakersfield,bakersfield,897,761,140.0,208.0,44.0,3.0,5.0,126.0,39.0,18.0,85.0,127.0,273,39.0,3.0,9.0,52,12.0,220.0,184.0,1.196,0.273,0.37,0.427,0.797,90.0,0.318,0.413,0.006,0.142,0.095,0.047,0.669
2021,2020-21,Butte,butte,973,802,216.0,249.0,63.0,7.0,25.0,185.0,26.0,4.0,121.0,132.0,401,32.0,7.0,11.0,95,20.0,167.0,230.0,0.726,0.31,0.413,0.618,1.031,117.0,0.341,0.507,0.026,0.136,0.124,0.012,0.917
2021,2020-21,Cabrillo,cabrillo,1054,882,193.0,264.0,63.0,13.0,18.0,171.0,36.0,5.0,123.0,159.0,407,33.0,7.0,9.0,94,15.0,207.0,237.0,0.873,0.299,0.398,0.568,0.966,110.0,0.345,0.435,0.017,0.151,0.117,0.034,0.774
2021,2020-21,Canada,canada,538,461,77.0,128.0,23.0,4.0,3.0,64.0,46.0,5.0,44.0,99.0,168,24.0,4.0,5.0,30,7.0,128.0,101.0,1.267,0.278,0.364,0.43,0.794,90.0,0.343,0.383,0.006,0.184,0.082,0.102,0.444
2021,2020-21,Cerro Coso,cerrocoso,1190,973,284.0,318.0,68.0,4.0,31.0,241.0,22.0,8.0,148.0,231.0,487,46.0,4.0,19.0,103,17.0,183.0,232.0,0.789,0.327,0.43,0.606,1.036,118.0,0.393,0.526,0.026,0.194,0.124,0.07,0.641
2021,2020-21,Contra Costa,contracosta,677,574,123.0,176.0,24.0,5.0,8.0,105.0,44.0,9.0,77.0,141.0,234,14.0,7.0,5.0,37,7.0,121.0,129.0,0.938,0.307,0.394,0.472,0.866,98.0,0.391,0.444,0.012,0.208,0.114,0.094,0.546
2021,2020-21,Cosumnes River,cosumnesriver,609,488,111.0,142.0,28.0,5.0,9.0,96.0,20.0,8.0,78.0,127.0,207,27.0,6.0,10.0,42,10.0,93.0,126.0,0.738,0.291,0.406,0.51,0.916,104.0,0.367,0.429,0.015,0.209,0.128,0.081,0.614
2021,2020-21,Cuesta,cuesta,355,288,34.0,59.0,11.0,0.0,5.0,29.0,6.0,1.0,34.0,59.0,85,23.0,7.0,3.0,16,11.0,79.0,92.0,0.859,0.205,0.327,0.351,0.678,77.0,0.238,0.261,0.014,0.166,0.096,0.07,0.576
2021,2020-21,Cypress,cypress,1065,931,182.0,274.0,59.0,5.0,24.0,157.0,32.0,11.0,100.0,199.0,415,18.0,8.0,8.0,88,18.0,223.0,221.0,1.009,0.294,0.368,0.54,0.908,103.0,0.349,0.429,0.023,0.187,0.094,0.093,0.503
2021,2020-21,Diablo Valley,diablovalley,820,686,118.0,173.0,36.0,7.0,8.0,109.0,17.0,9.0,85.0,159.0,247,36.0,6.0,7.0,51,21.0,174.0,167.0,1.042,0.252,0.359,0.434,0.793,90.0,0.314,0.385,0.01,0.194,0.104,0.09,0.535
2021,2020-21,Feather River,featherriver,1166,905,262.0,291.0,75.0,12.0,11.0,215.0,48.0,10.0,158.0,169.0,423,54.0,30.0,19.0,98,11.0,199.0,240.0,0.829,0.322,0.431,0.576,1.007,114.0,0.376,0.51,0.009,0.145,0.136,0.009,0.935
2021,2020-21,Folsom Lake,folsomlake,571,467,99.0,120.0,21.0,3.0,11.0,90.0,42.0,7.0,66.0,110.0,180,28.0,2.0,8.0,35,8.0,101.0,128.0,0.789,0.257,0.375,0.46,0.835,95.0,0.308,0.433,0.019,0.193,0.116,0.077,0.6
2021,2020-21,Fresno City,fresno,1181,982,210.0,299.0,71.0,5.0,27.0,184.0,13.0,6.0,148.0,197.0,461,30.0,10.0,11.0,103,18.0,210.0,268.0,0.784,0.304,0.404,0.574,0.978,111.0,0.354,0.407,0.023,0.167,0.125,0.042,0.751
2021,2020-21,Fullerton,fullerton,1076,916,155.0,239.0,44.0,7.0,14.0,125.0,41.0,12.0,105.0,251.0,339,40.0,8.0,7.0,65,23.0,187.0,215.0,0.87,0.261,0.357,0.441,0.798,91.0,0.342,0.381,0.013,0.233,0.098,0.135,0.418
2021,2020-21,Golden West,goldenwest,1083,902,193.0,245.0,47.0,7.0,15.0,158.0,44.0,9.0,128.0,248.0,351,32.0,10.0,11.0,69,13.0,184.0,208.0,0.885,0.272,0.374,0.466,0.84,95.0,0.354,0.456,0.014,0.229,0.118,0.111,0.516
2021,2020-21,Hartnell,hartnell,481,428,32.0,85.0,15.0,0.0,2.0,29.0,17.0,3.0,35.0,138.0,106,14.0,3.0,1.0,17,1.0,100.0,103.0,0.971,0.199,0.279,0.287,0.566,64.0,0.287,0.227,0.004,0.287,0.073,0.214,0.254
2021,2020-21,Irvine Valley,irvinevalley,1108,906,177.0,246.0,41.0,11.0,8.0,148.0,35.0,16.0,113.0,232.0,333,53.0,32.0,4.0,60,12.0,242.0,183.0,1.322,0.272,0.372,0.434,0.806,91.0,0.355,0.418,0.007,0.209,0.102,0.107,0.487
2021,2020-21,Laney,laney,741,622,115.0,169.0,36.0,5.0,3.0,99.0,15.0,8.0,74.0,125.0,224,32.0,9.0,4.0,44,13.0,148.0,160.0,0.925,0.272,0.371,0.431,0.802,91.0,0.333,0.412,0.004,0.169,0.1,0.069,0.592
2021,2020-21,Lassen,lassen,947,761,186.0,239.0,39.0,13.0,7.0,165.0,50.0,14.0,92.0,132.0,325,52.0,24.0,18.0,59,9.0,199.0,199.0,1.0,0.314,0.404,0.505,0.909,103.0,0.362,0.476,0.007,0.139,0.097,0.042,0.697
2021,2020-21,Los Medanos,losmedanos,819,689,166.0,212.0,41.0,6.0,13.0,142.0,46.0,12.0,78.0,107.0,304,32.0,10.0,10.0,60,6.0,164.0,188.0,0.872,0.308,0.393,0.528,0.921,105.0,0.344,0.495,0.016,0.131,0.095,0.036,0.729
2021,2020-21,Marin,marin,867,755,130.0,213.0,44.0,8.0,21.0,120.0,22.0,6.0,73.0,199.0,336,26.0,3.0,10.0,73,9.0,142.0,181.0,0.785,0.282,0.36,0.542,0.902,102.0,0.352,0.375,0.024,0.23,0.084,0.146,0.367
2021,2020-21,Mendocino,mendocino,662,552,98.0,134.0,27.0,6.0,4.0,80.0,52.0,9.0,78.0,121.0,185,13.0,13.0,6.0,37,8.0,128.0,162.0,0.79,0.243,0.34,0.402,0.742,84.0,0.3,0.425,0.006,0.183,0.118,0.065,0.645
2021,2020-21,Merced,merced,1142,978,215.0,313.0,62.0,8.0,18.0,183.0,35.0,9.0,89.0,179.0,445,47.0,13.0,15.0,88,7.0,240.0,232.0,1.034,0.32,0.393,0.545,0.938,106.0,0.371,0.457,0.016,0.157,0.078,0.079,0.497
2021,2020-21,Mission,mission,567,476,86.0,109.0,25.0,7.0,15.0,70.0,18.0,4.0,62.0,109.0,193,25.0,1.0,3.0,47,9.0,110.0,131.0,0.84,0.229,0.346,0.504,0.85,96.0,0.265,0.392,0.026,0.192,0.109,0.083,0.569
2021,2020-21,Monterey Peninsula,montereypeninsula,872,720,128.0,176.0,41.0,3.0,9.0,114.0,23.0,5.0,103.0,184.0,250,26.0,13.0,10.0,53,2.0,172.0,198.0,0.869,0.244,0.35,0.421,0.771,88.0,0.311,0.402,0.01,0.211,0.118,0.093,0.56
2021,2020-21,Moorpark,moorpark,941,789,148.0,224.0,40.0,8.0,5.0,126.0,33.0,8.0,96.0,145.0,295,37.0,7.0,12.0,53,14.0,215.0,189.0,1.138,0.284,0.379,0.441,0.82,93.0,0.336,0.406,0.005,0.154,0.102,0.052,0.662
2021,2020-21,Mt. San Antonio,mtsanantonio,1117,911,196.0,261.0,61.0,14.0,5.0,181.0,58.0,14.0,129.0,208.0,365,55.0,14.0,8.0,80,14.0,231.0,211.0,1.095,0.286,0.398,0.488,0.886,101.0,0.363,0.434,0.004,0.186,0.115,0.071,0.62
2021,2020-21,Mt. San Jacinto,mtsanjacinto,468,362,130.0,126.0,22.0,6.0,8.0,109.0,7.0,2.0,77.0,71.0,184,22.0,3.0,4.0,36,8.0,71.0,82.0,0.866,0.348,0.481,0.608,1.089,124.0,0.411,0.562,0.017,0.152,0.165,-0.013,1.085
2021,2020-21,Napa Valley,napavalley,781,645,173.0,216.0,50.0,4.0,17.0,159.0,17.0,3.0,102.0,153.0,325,22.0,4.0,8.0,71,6.0,132.0,131.0,1.008,0.335,0.435,0.614,1.049,119.0,0.412,0.483,0.022,0.196,0.131,0.065,0.667
2021,2020-21,Ohlone,ohlone,1025,835,211.0,251.0,56.0,13.0,22.0,189.0,74.0,12.0,109.0,189.0,399,56.0,9.0,16.0,91,13.0,167.0,231.0,0.723,0.301,0.406,0.587,0.993,113.0,0.358,0.48,0.021,0.184,0.106,0.078,0.577
2021,2020-21,Orange Coast,orangecoast,1105,931,218.0,281.0,58.0,12.0,30.0,189.0,27.0,6.0,127.0,254.0,453,25.0,4.0,18.0,100,14.0,166.0,224.0,0.741,0.302,0.392,0.594,0.986,112.0,0.377,0.467,0.027,0.23,0.115,0.115,0.5
2021,2020-21,Oxnard,oxnard,1005,840,130.0,205.0,41.0,3.0,4.0,109.0,40.0,11.0,102.0,178.0,264,38.0,12.0,13.0,48,11.0,196.0,245.0,0.8,0.244,0.343,0.371,0.714,81.0,0.3,0.37,0.004,0.177,0.101,0.076,0.573
2021,2020-21,Redwoods,redwoods,788,687,78.0,155.0,24.0,6.0,4.0,62.0,18.0,23.0,59.0,199.0,203,28.0,11.0,3.0,34,16.0,174.0,151.0,1.152,0.226,0.307,0.345,0.652,74.0,0.31,0.311,0.005,0.253,0.075,0.178,0.296
2021,2020-21,Reedley,reedley,1254,1017,259.0,319.0,53.0,9.0,26.0,221.0,19.0,4.0,165.0,185.0,468,46.0,9.0,17.0,88,26.0,236.0,266.0,0.887,0.314,0.423,0.547,0.97,110.0,0.356,0.462,0.021,0.148,0.132,0.016,0.892
2021,2020-21,Sacramento City,sacramentocity,535,445,113.0,141.0,32.0,6.0,17.0,102.0,14.0,5.0,68.0,105.0,236,16.0,0.0,6.0,55,8.0,71.0,115.0,0.617,0.317,0.421,0.654,1.075,122.0,0.377,0.462,0.032,0.196,0.127,0.069,0.648
2021,2020-21,Saddleback,saddleback,1107,919,176.0,258.0,50.0,4.0,13.0,153.0,15.0,5.0,117.0,220.0,355,42.0,14.0,15.0,67,19.0,212.0,225.0,0.942,0.281,0.377,0.459,0.836,95.0,0.35,0.403,0.012,0.199,0.106,0.093,0.532
2021,2020-21,San Mateo,sanmateo,768,639,138.0,171.0,35.0,11.0,16.0,123.0,30.0,8.0,92.0,182.0,276,31.0,3.0,3.0,62,5.0,108.0,166.0,0.651,0.268,0.383,0.529,0.912,104.0,0.349,0.439,0.021,0.237,0.12,0.117,0.505
2021,2020-21,Santa Ana,santaana,1082,901,166.0,249.0,48.0,10.0,20.0,150.0,19.0,6.0,125.0,188.0,377,32.0,7.0,17.0,78,19.0,214.0,241.0,0.888,0.276,0.375,0.505,0.88,100.0,0.323,0.378,0.018,0.174,0.116,0.058,0.665
2021,2020-21,Santa Rosa,santarosa,706,561,132.0,154.0,32.0,3.0,15.0,116.0,18.0,9.0,91.0,94.0,237,38.0,4.0,12.0,50,13.0,146.0,154.0,0.948,0.275,0.401,0.512,0.913,104.0,0.3,0.437,0.021,0.133,0.129,0.004,0.968
2021,2020-21,Sequoias,sequoias,1217,1030,276.0,371.0,89.0,8.0,27.0,246.0,24.0,17.0,131.0,182.0,557,27.0,12.0,17.0,124,17.0,238.0,232.0,1.026,0.36,0.435,0.661,1.096,124.0,0.411,0.496,0.022,0.15,0.108,0.042,0.72
2021,2020-21,Shasta,shasta,1056,866,198.0,249.0,58.0,10.0,3.0,165.0,40.0,17.0,109.0,204.0,336,50.0,20.0,11.0,71,18.0,221.0,182.0,1.214,0.288,0.386,0.47,0.856,97.0,0.367,0.481,0.003,0.193,0.103,0.09,0.534
2021,2020-21,Sierra,sierra,632,536,114.0,180.0,33.0,3.0,11.0,104.0,18.0,5.0,54.0,92.0,252,27.0,5.0,10.0,47,6.0,121.0,131.0,0.924,0.336,0.413,0.558,0.971,110.0,0.381,0.412,0.017,0.146,0.085,0.061,0.587
2021,2020-21,Siskiyous,siskiyous,764,607,171.0,186.0,49.0,7.0,5.0,151.0,25.0,8.0,93.0,129.0,264,40.0,13.0,11.0,61,19.0,133.0,142.0,0.937,0.306,0.418,0.535,0.953,108.0,0.374,0.529,0.007,0.169,0.122,0.047,0.721
