season,cccaa_season,team,team_id,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2015,2014-15,Allan Hancock,allanhancock,1389,1197,133.0,309.0,31.0,9.0,5.0,119.0,27.0,19.0,113.0,246.0,373,35.0,36.0,8.0,45,30.0,311.0,339.0,0.917,0.258,0.329,0.349,0.678,89.0,0.319,0.283,0.004,0.177,0.081,0.096,0.459
2015,2014-15,American River,americanriver,1432,1237,185.0,328.0,60.0,17.0,3.0,166.0,25.0,15.0,126.0,239.0,431,39.0,12.0,18.0,80,30.0,326.0,326.0,1.0,0.265,0.344,0.413,0.757,99.0,0.321,0.371,0.002,0.167,0.088,0.079,0.527
2015,2014-15,Antelope Valley,antelopevalley,1439,1251,168.0,352.0,58.0,5.0,3.0,150.0,24.0,8.0,115.0,219.0,429,26.0,28.0,19.0,66,26.0,366.0,299.0,1.224,0.281,0.343,0.396,0.739,97.0,0.333,0.337,0.002,0.152,0.08,0.072,0.525
2015,2014-15,Bakersfield,bakersfield,1471,1283,189.0,373.0,90.0,5.0,3.0,164.0,25.0,27.0,109.0,230.0,482,36.0,30.0,13.0,98,23.0,313.0,345.0,0.907,0.291,0.352,0.452,0.804,106.0,0.348,0.361,0.002,0.156,0.074,0.082,0.474
2015,2014-15,Barstow,barstow,1444,1232,169.0,328.0,50.0,4.0,1.0,158.0,25.0,14.0,139.0,229.0,389,49.0,16.0,8.0,55,32.0,358.0,295.0,1.214,0.266,0.357,0.36,0.717,94.0,0.324,0.326,0.001,0.159,0.096,0.063,0.607
2015,2014-15,Butte,butte,1610,1342,275.0,424.0,65.0,12.0,7.0,245.0,106.0,27.0,144.0,168.0,534,66.0,31.0,27.0,84,33.0,342.0,401.0,0.853,0.316,0.394,0.461,0.855,112.0,0.349,0.427,0.004,0.104,0.089,0.015,0.857
2015,2014-15,Cabrillo,cabrillo,1623,1372,195.0,349.0,63.0,10.0,7.0,151.0,63.0,26.0,129.0,210.0,453,73.0,38.0,11.0,80,21.0,368.0,388.0,0.948,0.254,0.339,0.388,0.727,96.0,0.293,0.346,0.004,0.129,0.079,0.05,0.614
2015,2014-15,Canada,canada,1357,1142,179.0,314.0,54.0,10.0,10.0,158.0,65.0,26.0,151.0,172.0,418,35.0,13.0,16.0,74,24.0,299.0,269.0,1.112,0.275,0.368,0.431,0.799,105.0,0.311,0.345,0.007,0.127,0.111,0.016,0.878
2015,2014-15,Canyons,canyons,1459,1264,206.0,354.0,69.0,6.0,19.0,187.0,15.0,11.0,137.0,259.0,492,31.0,17.0,10.0,94,23.0,316.0,314.0,1.006,0.28,0.358,0.464,0.822,108.0,0.336,0.372,0.013,0.178,0.094,0.084,0.529
2015,2014-15,Cerritos,cerritos,1422,1203,160.0,298.0,47.0,8.0,8.0,142.0,45.0,16.0,124.0,224.0,385,43.0,42.0,10.0,63,27.0,403.0,285.0,1.414,0.248,0.327,0.372,0.699,92.0,0.296,0.333,0.006,0.158,0.087,0.071,0.554
2015,2014-15,Cerro Coso,cerrocoso,1385,1223,153.0,308.0,45.0,9.0,0.0,139.0,17.0,4.0,88.0,200.0,371,44.0,14.0,16.0,54,16.0,336.0,366.0,0.918,0.252,0.318,0.348,0.666,88.0,0.296,0.348,0.0,0.144,0.064,0.08,0.44
2015,2014-15,Chabot,chabot,1498,1231,236.0,355.0,68.0,9.0,7.0,215.0,48.0,18.0,147.0,197.0,462,78.0,19.0,23.0,84,21.0,302.0,372.0,0.812,0.288,0.387,0.444,0.831,109.0,0.331,0.4,0.005,0.132,0.098,0.034,0.746
2015,2014-15,Chaffey,chaffey,1495,1282,199.0,365.0,58.0,6.0,4.0,172.0,38.0,20.0,117.0,174.0,447,48.0,39.0,9.0,68,17.0,381.0,348.0,1.095,0.285,0.355,0.402,0.757,99.0,0.324,0.371,0.003,0.116,0.078,0.038,0.672
