season,cccaa_season,team,team_id,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2017,2016-17,Allan Hancock,allanhancock,1658,1416,238.0,376.0,72.0,7.0,8.0,202.0,50.0,16.0,163.0,296.0,486,47.0,21.0,11.0,87,21.0,344.0,377.0,0.912,0.266,0.353,0.405,0.758,94.0,0.328,0.398,0.005,0.179,0.098,0.081,0.551
2017,2016-17,American River,americanriver,1650,1411,240.0,391.0,61.0,5.0,9.0,209.0,39.0,14.0,149.0,223.0,489,48.0,24.0,18.0,75,24.0,402.0,374.0,1.075,0.277,0.356,0.4,0.756,94.0,0.319,0.399,0.005,0.135,0.09,0.045,0.668
2017,2016-17,Antelope Valley,antelopevalley,1615,1397,214.0,386.0,64.0,23.0,9.0,186.0,27.0,6.0,146.0,226.0,523,28.0,23.0,21.0,96,20.0,357.0,408.0,0.875,0.276,0.347,0.443,0.79,98.0,0.319,0.372,0.006,0.14,0.09,0.05,0.646
2017,2016-17,Bakersfield,bakersfield,1593,1346,171.0,339.0,72.0,10.0,6.0,157.0,26.0,22.0,180.0,320.0,449,21.0,36.0,10.0,88,24.0,352.0,339.0,1.038,0.252,0.339,0.399,0.738,92.0,0.323,0.309,0.004,0.201,0.113,0.088,0.562
2017,2016-17,Barstow,barstow,1557,1305,257.0,396.0,88.0,11.0,10.0,224.0,26.0,12.0,167.0,207.0,536,49.0,17.0,19.0,109,30.0,373.0,307.0,1.215,0.303,0.393,0.494,0.887,110.0,0.349,0.41,0.006,0.133,0.107,0.026,0.807
2017,2016-17,Butte,butte,1561,1296,253.0,346.0,68.0,5.0,33.0,225.0,42.0,14.0,136.0,216.0,523,76.0,34.0,19.0,106,31.0,319.0,410.0,0.778,0.267,0.357,0.485,0.842,105.0,0.294,0.419,0.021,0.138,0.087,0.051,0.63
2017,2016-17,Cabrillo,cabrillo,1785,1530,259.0,441.0,89.0,16.0,8.0,225.0,43.0,26.0,169.0,280.0,586,41.0,23.0,22.0,113,25.0,391.0,423.0,0.924,0.288,0.365,0.457,0.822,102.0,0.343,0.39,0.004,0.157,0.095,0.062,0.604
2017,2016-17,Canada,canada,1439,1250,117.0,272.0,52.0,5.0,6.0,97.0,30.0,23.0,125.0,305.0,352,37.0,20.0,7.0,63,26.0,393.0,261.0,1.506,0.218,0.302,0.332,0.634,79.0,0.281,0.259,0.004,0.212,0.087,0.125,0.41
2017,2016-17,Canyons,canyons,1738,1534,303.0,477.0,91.0,13.0,60.0,274.0,21.0,10.0,137.0,210.0,774,29.0,16.0,22.0,164,32.0,378.0,454.0,0.833,0.311,0.37,0.611,0.981,122.0,0.324,0.417,0.035,0.121,0.079,0.042,0.652
2017,2016-17,Cerritos,cerritos,1574,1306,183.0,335.0,48.0,11.0,10.0,159.0,44.0,22.0,135.0,291.0,435,67.0,54.0,12.0,69,29.0,413.0,303.0,1.363,0.257,0.341,0.386,0.727,90.0,0.32,0.328,0.006,0.185,0.086,0.099,0.464
2017,2016-17,Cerro Coso,cerrocoso,1685,1449,330.0,491.0,92.0,31.0,12.0,298.0,22.0,12.0,155.0,241.0,681,50.0,15.0,16.0,135,28.0,353.0,340.0,1.038,0.339,0.413,0.563,0.976,121.0,0.395,0.465,0.007,0.143,0.092,0.051,0.643
2017,2016-17,Chabot,chabot,1715,1425,266.0,400.0,84.0,5.0,36.0,237.0,70.0,36.0,203.0,317.0,602,70.0,11.0,6.0,125,41.0,305.0,378.0,0.807,0.281,0.392,0.51,0.902,112.0,0.338,0.361,0.021,0.185,0.118,0.067,0.64
2017,2016-17,Chaffey,chaffey,1723,1456,264.0,432.0,87.0,10.0,11.0,238.0,60.0,35.0,180.0,237.0,572,53.0,21.0,13.0,108,32.0,400.0,355.0,1.127,0.297,0.386,0.467,0.853,106.0,0.345,0.387,0.006,0.138,0.104,0.034,0.759
2017,2016-17,Citrus,citrus,1680,1443,246.0,403.0,70.0,9.0,20.0,201.0,49.0,20.0,157.0,265.0,551,45.0,24.0,11.0,99,32.0,351.0,405.0,0.867,0.279,0.36,0.45,0.81,101.0,0.328,0.386,0.012,0.158,0.093,0.065,0.592
2017,2016-17,Contra Costa,contracosta,1567,1297,205.0,337.0,68.0,10.0,11.0,168.0,93.0,42.0,165.0,276.0,458,61.0,32.0,12.0,89,26.0,347.0,340.0,1.021,0.26,0.359,0.422,0.781,97.0,0.319,0.351,0.007,0.176,0.105,0.071,0.598
