season,cccaa_season,team,team_id,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2016,2015-16,Allan Hancock,allanhancock,1408,1205,191.0,320.0,69.0,14.0,12.0,175.0,40.0,18.0,128.0,249.0,453,32.0,33.0,10.0,95,25.0,313.0,287.0,1.091,0.266,0.341,0.455,0.796,100.0,0.323,0.382,0.009,0.177,0.091,0.086,0.514
2016,2015-16,American River,americanriver,1469,1255,178.0,323.0,57.0,7.0,3.0,146.0,40.0,17.0,119.0,233.0,403,50.0,37.0,8.0,67,26.0,388.0,316.0,1.228,0.257,0.335,0.375,0.71,89.0,0.312,0.358,0.002,0.159,0.081,0.078,0.511
2016,2015-16,Antelope Valley,antelopevalley,1413,1251,125.0,340.0,73.0,3.0,8.0,110.0,9.0,3.0,104.0,204.0,443,22.0,26.0,10.0,84,36.0,360.0,324.0,1.111,0.272,0.33,0.421,0.751,94.0,0.316,0.255,0.006,0.144,0.074,0.07,0.51
2016,2015-16,Bakersfield,bakersfield,1607,1353,235.0,378.0,77.0,14.0,10.0,198.0,44.0,16.0,171.0,271.0,513,30.0,38.0,15.0,101,15.0,336.0,357.0,0.941,0.279,0.36,0.454,0.814,102.0,0.339,0.395,0.006,0.169,0.106,0.063,0.631
2016,2015-16,Barstow,barstow,1367,1168,207.0,358.0,65.0,6.0,10.0,194.0,15.0,8.0,118.0,182.0,465,42.0,29.0,10.0,81,23.0,356.0,271.0,1.314,0.307,0.379,0.467,0.846,106.0,0.353,0.388,0.007,0.133,0.086,0.047,0.648
2016,2015-16,Butte,butte,1525,1252,250.0,352.0,69.0,19.0,18.0,211.0,43.0,23.0,153.0,186.0,513,62.0,35.0,23.0,106,29.0,347.0,364.0,0.953,0.281,0.372,0.494,0.866,109.0,0.312,0.423,0.012,0.122,0.1,0.022,0.823
2016,2015-16,Cabrillo,cabrillo,1582,1392,224.0,391.0,64.0,16.0,12.0,190.0,61.0,14.0,114.0,213.0,523,31.0,27.0,18.0,92,22.0,396.0,385.0,1.029,0.281,0.339,0.442,0.781,98.0,0.32,0.405,0.008,0.135,0.072,0.063,0.535
2016,2015-16,Canada,canada,1425,1233,210.0,350.0,66.0,7.0,20.0,183.0,76.0,11.0,122.0,221.0,490,28.0,33.0,9.0,93,24.0,364.0,157.0,2.318,0.284,0.351,0.473,0.824,104.0,0.33,0.396,0.014,0.155,0.086,0.069,0.552
2016,2015-16,Canyons,canyons,1675,1428,353.0,500.0,98.0,11.0,64.0,320.0,25.0,8.0,169.0,242.0,812,34.0,20.0,24.0,173,25.0,288.0,272.0,1.059,0.35,0.42,0.69,1.11,139.0,0.38,0.452,0.038,0.144,0.101,0.043,0.698
2016,2015-16,Cerritos,cerritos,1600,1290,251.0,376.0,80.0,13.0,11.0,219.0,44.0,21.0,173.0,233.0,515,67.0,49.0,21.0,104,36.0,374.0,338.0,1.107,0.291,0.385,0.48,0.865,109.0,0.342,0.397,0.007,0.146,0.108,0.038,0.742
2016,2015-16,Cerro Coso,cerrocoso,1475,1298,231.0,382.0,64.0,16.0,9.0,204.0,30.0,10.0,99.0,173.0,505,40.0,24.0,14.0,89,27.0,366.0,351.0,1.043,0.294,0.353,0.458,0.811,102.0,0.33,0.434,0.006,0.117,0.067,0.05,0.572
