season,cccaa_season,team,team_id,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2019,2018-19,Allan Hancock,allanhancock,1573,1327,211.0,333.0,85.0,5.0,19.0,182.0,42.0,18.0,166.0,321.0,485,47.0,20.0,13.0,109,33.0,317.0,334.0,0.949,0.251,0.347,0.448,0.795,97.0,0.314,0.364,0.012,0.204,0.106,0.098,0.517
2019,2018-19,American River,americanriver,1542,1329,156.0,304.0,50.0,8.0,7.0,129.0,40.0,16.0,148.0,353.0,391,32.0,19.0,14.0,65,32.0,310.0,352.0,0.881,0.229,0.314,0.343,0.657,80.0,0.302,0.312,0.005,0.229,0.096,0.133,0.419
2019,2018-19,Antelope Valley,antelopevalley,1519,1310,213.0,364.0,48.0,22.0,11.0,186.0,54.0,13.0,141.0,279.0,489,33.0,24.0,11.0,81,30.0,324.0,329.0,0.985,0.278,0.354,0.435,0.789,96.0,0.342,0.383,0.007,0.184,0.093,0.091,0.505
2019,2018-19,Bakersfield,bakersfield,1700,1475,268.0,397.0,73.0,20.0,19.0,230.0,74.0,26.0,147.0,277.0,567,45.0,19.0,14.0,112,20.0,354.0,404.0,0.876,0.269,0.346,0.46,0.806,98.0,0.317,0.437,0.011,0.163,0.086,0.077,0.531
2019,2018-19,Barstow,barstow,1745,1479,328.0,480.0,68.0,15.0,23.0,295.0,37.0,17.0,179.0,228.0,647,58.0,15.0,14.0,106,27.0,375.0,339.0,1.106,0.325,0.411,0.509,0.92,112.0,0.368,0.439,0.013,0.131,0.103,0.028,0.785
2019,2018-19,Butte,butte,1764,1391,322.0,367.0,86.0,13.0,17.0,274.0,49.0,15.0,215.0,234.0,530,109.0,31.0,18.0,116,35.0,408.0,369.0,1.106,0.264,0.392,0.464,0.856,104.0,0.302,0.453,0.01,0.133,0.122,0.011,0.919
2019,2018-19,Cabrillo,cabrillo,1703,1445,272.0,421.0,76.0,9.0,10.0,230.0,32.0,11.0,171.0,213.0,545,49.0,12.0,26.0,95,24.0,373.0,413.0,0.903,0.291,0.376,0.443,0.819,100.0,0.329,0.415,0.006,0.125,0.1,0.025,0.803
2019,2018-19,Canada,canada,1562,1342,238.0,398.0,67.0,8.0,28.0,210.0,81.0,20.0,152.0,244.0,565,37.0,18.0,13.0,103,35.0,333.0,359.0,0.928,0.297,0.376,0.498,0.874,106.0,0.342,0.376,0.018,0.156,0.097,0.059,0.623
2019,2018-19,Canyons,canyons,1711,1436,291.0,434.0,90.0,20.0,18.0,258.0,30.0,6.0,193.0,251.0,618,41.0,21.0,20.0,128,25.0,330.0,321.0,1.028,0.302,0.39,0.519,0.909,110.0,0.35,0.42,0.011,0.147,0.113,0.034,0.769
2019,2018-19,Cerritos,cerritos,1437,1248,186.0,321.0,57.0,9.0,31.0,166.0,30.0,15.0,136.0,254.0,489,27.0,15.0,11.0,97,29.0,358.0,321.0,1.115,0.257,0.337,0.47,0.807,98.0,0.298,0.342,0.022,0.177,0.095,0.082,0.535
2019,2018-19,Cerro Coso,cerrocoso,1693,1430,355.0,440.0,88.0,23.0,16.0,303.0,42.0,17.0,185.0,285.0,622,55.0,9.0,14.0,127,20.0,326.0,337.0,0.967,0.308,0.402,0.524,0.926,113.0,0.371,0.511,0.009,0.168,0.109,0.059,0.649
2019,2018-19,Chabot,chabot,1701,1398,280.0,377.0,61.0,9.0,32.0,256.0,51.0,14.0,172.0,314.0,552,93.0,22.0,16.0,102,17.0,303.0,396.0,0.765,0.27,0.377,0.468,0.845,103.0,0.323,0.407,0.019,0.185,0.101,0.084,0.548
2019,2018-19,Chaffey,chaffey,1635,1377,239.0,371.0,52.0,11.0,17.0,205.0,72.0,24.0,159.0,287.0,496,70.0,16.0,13.0,80,31.0,364.0,344.0,1.058,0.269,0.367,0.418,0.785,95.0,0.326,0.381,0.01,0.176,0.097,0.079,0.554
2019,2018-19,Citrus,citrus,1625,1345,236.0,368.0,66.0,4.0,11.0,206.0,61.0,19.0,185.0,261.0,475,39.0,28.0,28.0,81,23.0,336.0,370.0,0.908,0.274,0.364,0.413,0.777,94.0,0.324,0.387,0.007,0.161,0.114,0.047,0.709
2019,2018-19,Compton,compton,1592,1328,225.0,358.0,60.0,4.0,5.0,190.0,120.0,28.0,180.0,308.0,441,45.0,28.0,11.0,69,26.0,359.0,290.0,1.238,0.27,0.366,0.384,0.75,91.0,0.344,0.381,0.003,0.193,0.113,0.08,0.584
2019,2018-19,Contra Costa,contracosta,1545,1336,151.0,295.0,37.0,13.0,5.0,129.0,77.0,15.0,157.0,336.0,373,18.0,24.0,10.0,55,27.0,390.0,308.0,1.266,0.221,0.304,0.32,0.624,76.0,0.289,0.314,0.003,0.217,0.102,0.115,0.467
2019,2018-19,Cosumnes River,cosumnesriver,1831,1484,289.0,405.0,82.0,15.0,19.0,242.0,49.0,21.0,215.0,323.0,574,83.0,25.0,24.0,116,29.0,348.0,410.0,0.849,0.273,0.384,0.465,0.849,103.0,0.331,0.395,0.01,0.176,0.117,0.059,0.666
2019,2018-19,Cuesta,cuesta,1517,1242,221.0,320.0,73.0,5.0,16.0,199.0,52.0,8.0,172.0,241.0,451,55.0,34.0,14.0,94,29.0,310.0,376.0,0.824,0.258,0.361,0.439,0.8,97.0,0.304,0.386,0.011,0.159,0.113,0.046,0.714
2019,2018-19,Cypress,cypress,1890,1599,353.0,505.0,108.0,19.0,26.0,318.0,37.0,23.0,185.0,264.0,729,58.0,20.0,28.0,153,39.0,395.0,422.0,0.936,0.316,0.396,0.552,0.948,115.0,0.358,0.453,0.014,0.14,0.098,0.042,0.701
2019,2018-19,De Anza,deanza,1539,1286,231.0,375.0,71.0,11.0,23.0,204.0,73.0,21.0,181.0,285.0,537,29.0,18.0,25.0,105,21.0,318.0,325.0,0.978,0.292,0.38,0.499,0.879,107.0,0.351,0.37,0.015,0.185,0.118,0.067,0.635
2019,2018-19,Desert,desert,1571,1339,171.0,344.0,56.0,4.0,5.0,150.0,36.0,30.0,139.0,298.0,423,59.0,23.0,11.0,65,35.0,365.0,313.0,1.166,0.257,0.345,0.364,0.709,86.0,0.324,0.309,0.003,0.19,0.088,0.102,0.466
2019,2018-19,Diablo Valley,diablovalley,1489,1272,183.0,326.0,53.0,5.0,13.0,158.0,34.0,12.0,164.0,279.0,428,34.0,9.0,10.0,71,27.0,309.0,342.0,0.904,0.256,0.352,0.392,0.744,90.0,0.316,0.333,0.009,0.187,0.11,0.077,0.588
2019,2018-19,East Los Angeles,eastlosangeles,1642,1355,193.0,351.0,44.0,6.0,3.0,160.0,38.0,18.0,170.0,269.0,416,74.0,30.0,13.0,53,38.0,434.0,292.0,1.486,0.259,0.362,0.346,0.708,86.0,0.318,0.321,0.002,0.164,0.104,0.06,0.632
2019,2018-19,El Camino,elcamino,2015,1664,306.0,457.0,86.0,10.0,21.0,277.0,34.0,5.0,222.0,377.0,626,76.0,11.0,42.0,117,38.0,324.0,501.0,0.647,0.275,0.375,0.447,0.822,100.0,0.333,0.388,0.01,0.187,0.11,0.077,0.589
2019,2018-19,Feather River,featherriver,1878,1472,381.0,465.0,82.0,18.0,12.0,309.0,103.0,24.0,223.0,247.0,619,108.0,35.0,40.0,112,23.0,385.0,396.0,0.972,0.316,0.424,0.497,0.921,112.0,0.362,0.471,0.006,0.132,0.119,0.013,0.903
2019,2018-19,Folsom Lake,folsomlake,1504,1239,184.0,317.0,51.0,8.0,18.0,163.0,47.0,16.0,150.0,341.0,438,69.0,34.0,12.0,77,22.0,261.0,321.0,0.813,0.256,0.356,0.416,0.772,94.0,0.335,0.32,0.012,0.227,0.1,0.127,0.44
2019,2018-19,Fresno City,fresno,1909,1584,354.0,488.0,105.0,22.0,42.0,320.0,65.0,18.0,212.0,379.0,763,71.0,23.0,19.0,169,26.0,303.0,415.0,0.73,0.308,0.404,0.588,0.992,121.0,0.377,0.428,0.022,0.199,0.111,0.088,0.559
2019,2018-19,Fullerton,fullerton,1430,1224,175.0,291.0,40.0,5.0,11.0,141.0,36.0,8.0,135.0,282.0,374,39.0,23.0,9.0,56,35.0,359.0,269.0,1.335,0.238,0.325,0.351,0.676,82.0,0.298,0.361,0.008,0.197,0.094,0.103,0.479
2019,2018-19,Gavilan,gavilan,1421,1147,201.0,322.0,59.0,8.0,5.0,170.0,40.0,6.0,173.0,224.0,412,54.0,36.0,11.0,72,27.0,339.0,272.0,1.246,0.281,0.386,0.422,0.808,98.0,0.341,0.36,0.004,0.158,0.122,0.036,0.772
2019,2018-19,Glendale,glendale,2120,1776,433.0,573.0,111.0,12.0,64.0,390.0,103.0,26.0,221.0,347.0,900,79.0,15.0,29.0,187,24.0,329.0,449.0,0.733,0.323,0.412,0.612,1.024,124.0,0.365,0.456,0.03,0.164,0.104,0.06,0.637
2019,2018-19,Golden West,goldenwest,1739,1495,272.0,416.0,94.0,9.0,20.0,235.0,36.0,14.0,162.0,301.0,588,49.0,18.0,15.0,123,27.0,324.0,433.0,0.748,0.278,0.361,0.476,0.837,102.0,0.333,0.415,0.012,0.173,0.093,0.08,0.538
2019,2018-19,Grossmont,grossmont,1464,1218,245.0,327.0,63.0,7.0,21.0,217.0,33.0,15.0,176.0,261.0,467,42.0,12.0,16.0,91,28.0,251.0,328.0,0.765,0.268,0.372,0.458,0.83,101.0,0.321,0.427,0.014,0.178,0.12,0.058,0.674
2019,2018-19,Hartnell,hartnell,1471,1218,244.0,352.0,47.0,6.0,15.0,222.0,35.0,16.0,138.0,177.0,456,54.0,42.0,19.0,68,18.0,362.0,354.0,1.023,0.289,0.37,0.43,0.8,97.0,0.322,0.433,0.01,0.12,0.094,0.026,0.78
2019,2018-19,Imperial Valley,imperialvalley,1357,1208,156.0,318.0,61.0,12.0,6.0,136.0,20.0,31.0,89.0,249.0,421,43.0,10.0,7.0,79,15.0,341.0,266.0,1.282,0.263,0.332,0.414,0.746,91.0,0.325,0.338,0.004,0.183,0.066,0.117,0.357
2019,2018-19,Irvine Valley,irvinevalley,1700,1392,222.0,394.0,63.0,9.0,5.0,188.0,44.0,19.0,143.0,247.0,490,104.0,48.0,13.0,77,32.0,460.0,293.0,1.57,0.283,0.377,0.407,0.784,95.0,0.337,0.341,0.003,0.145,0.084,0.061,0.579
2019,2018-19,LA Harbor,laharbor,1539,1347,194.0,334.0,62.0,6.0,10.0,156.0,59.0,21.0,137.0,273.0,438,34.0,18.0,3.0,78,29.0,361.0,329.0,1.097,0.248,0.328,0.383,0.711,86.0,0.304,0.372,0.006,0.177,0.089,0.088,0.502
2019,2018-19,LA Mission,lamission,1709,1420,280.0,404.0,75.0,9.0,28.0,237.0,59.0,21.0,163.0,268.0,581,83.0,21.0,22.0,112,29.0,320.0,425.0,0.753,0.285,0.38,0.488,0.868,105.0,0.328,0.405,0.016,0.157,0.095,0.062,0.608
2019,2018-19,LA Pierce,lapierce,1404,1215,173.0,294.0,54.0,11.0,12.0,152.0,41.0,23.0,122.0,294.0,406,35.0,15.0,17.0,77,22.0,327.0,305.0,1.072,0.242,0.321,0.398,0.719,87.0,0.305,0.367,0.009,0.209,0.087,0.122,0.415
2019,2018-19,LA Valley,lavalley,1673,1321,289.0,365.0,62.0,19.0,20.0,249.0,49.0,25.0,217.0,263.0,525,84.0,25.0,26.0,101,19.0,329.0,367.0,0.896,0.276,0.398,0.474,0.872,106.0,0.324,0.416,0.012,0.157,0.13,0.027,0.825
2019,2018-19,Laney,laney,1686,1363,280.0,394.0,72.0,15.0,13.0,233.0,88.0,24.0,186.0,233.0,535,69.0,52.0,16.0,100,24.0,358.0,398.0,0.899,0.289,0.385,0.466,0.851,103.0,0.336,0.42,0.008,0.138,0.11,0.028,0.798
2019,2018-19,Lassen,lassen,1528,1267,255.0,361.0,69.0,4.0,10.0,228.0,62.0,17.0,155.0,281.0,468,66.0,22.0,18.0,83,21.0,322.0,289.0,1.114,0.285,0.381,0.435,0.816,99.0,0.353,0.428,0.007,0.184,0.101,0.083,0.552
2019,2018-19,Long Beach,longbeach,1861,1609,288.0,478.0,87.0,16.0,20.0,261.0,25.0,11.0,162.0,250.0,657,40.0,37.0,13.0,123,38.0,425.0,414.0,1.027,0.297,0.365,0.485,0.85,103.0,0.339,0.406,0.011,0.134,0.087,0.047,0.648
2019,2018-19,Los Medanos,losmedanos,1903,1570,283.0,432.0,70.0,12.0,4.0,230.0,133.0,26.0,160.0,280.0,538,72.0,88.0,13.0,86,11.0,462.0,425.0,1.087,0.275,0.349,0.397,0.746,91.0,0.329,0.423,0.002,0.147,0.084,0.063,0.571
2019,2018-19,Marin,marin,1611,1360,226.0,351.0,76.0,2.0,12.0,203.0,51.0,15.0,178.0,272.0,467,36.0,17.0,20.0,90,35.0,314.0,403.0,0.779,0.258,0.351,0.41,0.761,92.0,0.309,0.387,0.007,0.169,0.11,0.059,0.654
2019,2018-19,Mendocino,mendocino,1469,1244,190.0,345.0,65.0,7.0,15.0,176.0,32.0,5.0,160.0,287.0,469,33.0,22.0,10.0,87,21.0,284.0,330.0,0.861,0.277,0.366,0.447,0.813,99.0,0.347,0.335,0.01,0.195,0.109,0.086,0.557
2019,2018-19,Merced,merced,1694,1413,277.0,405.0,67.0,19.0,16.0,240.0,62.0,22.0,171.0,268.0,558,66.0,29.0,15.0,102,15.0,357.0,370.0,0.965,0.287,0.379,0.467,0.846,103.0,0.34,0.417,0.009,0.158,0.101,0.057,0.638
2019,2018-19,Mission,mission,1808,1446,397.0,470.0,104.0,23.0,34.0,349.0,85.0,20.0,257.0,263.0,722,55.0,18.0,32.0,161,12.0,318.0,392.0,0.811,0.325,0.433,0.611,1.044,127.0,0.369,0.485,0.019,0.145,0.142,0.003,0.977
2019,2018-19,Modesto,modesto,1733,1355,286.0,365.0,71.0,10.0,10.0,241.0,44.0,14.0,252.0,284.0,486,63.0,36.0,27.0,91,20.0,310.0,397.0,0.781,0.269,0.392,0.426,0.818,99.0,0.326,0.412,0.006,0.164,0.145,0.019,0.887
2019,2018-19,Monterey Peninsula,montereypeninsula,1735,1421,245.0,386.0,60.0,3.0,12.0,208.0,73.0,30.0,207.0,289.0,488,50.0,38.0,19.0,75,18.0,424.0,328.0,1.293,0.272,0.371,0.396,0.767,93.0,0.328,0.369,0.007,0.167,0.119,0.048,0.716
2019,2018-19,Moorpark,moorpark,1533,1300,178.0,309.0,50.0,7.0,14.0,146.0,45.0,14.0,166.0,264.0,415,40.0,21.0,6.0,71,32.0,380.0,333.0,1.141,0.238,0.336,0.374,0.71,86.0,0.287,0.327,0.009,0.172,0.108,0.064,0.629
2019,2018-19,Mt. San Antonio,mtsanantonio,1911,1615,290.0,468.0,83.0,24.0,16.0,253.0,74.0,15.0,197.0,271.0,647,53.0,16.0,30.0,123,36.0,416.0,455.0,0.914,0.29,0.376,0.477,0.853,104.0,0.333,0.39,0.008,0.142,0.103,0.039,0.727
2019,2018-19,Mt. San Jacinto,mtsanjacinto,1464,1246,212.0,313.0,72.0,7.0,14.0,189.0,5.0,1.0,121.0,287.0,441,65.0,14.0,18.0,93,31.0,273.0,362.0,0.754,0.251,0.341,0.429,0.77,94.0,0.31,0.408,0.01,0.196,0.083,0.113,0.422
2019,2018-19,Napa Valley,napavalley,1280,1113,172.0,299.0,55.0,3.0,11.0,159.0,37.0,6.0,122.0,281.0,393,22.0,8.0,15.0,69,22.0,254.0,259.0,0.981,0.269,0.346,0.415,0.761,92.0,0.344,0.373,0.009,0.22,0.095,0.125,0.434
2019,2018-19,Ohlone,ohlone,2107,1714,452.0,544.0,120.0,20.0,42.0,403.0,87.0,25.0,225.0,254.0,830,110.0,29.0,29.0,182,26.0,379.0,548.0,0.692,0.317,0.417,0.59,1.007,122.0,0.347,0.49,0.02,0.121,0.107,0.014,0.886
2019,2018-19,Orange Coast,orangecoast,2047,1686,380.0,539.0,102.0,21.0,20.0,344.0,64.0,22.0,232.0,247.0,743,60.0,39.0,30.0,143,35.0,403.0,518.0,0.778,0.32,0.406,0.526,0.932,113.0,0.358,0.444,0.01,0.121,0.113,0.008,0.939
2019,2018-19,Oxnard,oxnard,1594,1329,246.0,370.0,66.0,13.0,23.0,218.0,41.0,18.0,160.0,268.0,531,65.0,29.0,11.0,102,37.0,362.0,315.0,1.149,0.278,0.373,0.476,0.849,103.0,0.331,0.39,0.014,0.168,0.1,0.068,0.597
2019,2018-19,Palomar,palomar,1641,1325,304.0,406.0,73.0,11.0,17.0,261.0,48.0,19.0,190.0,235.0,552,65.0,39.0,22.0,101,28.0,350.0,314.0,1.115,0.306,0.403,0.493,0.896,109.0,0.355,0.446,0.01,0.143,0.116,0.027,0.809
2019,2018-19,Pasadena City,pasadenacity,1748,1404,313.0,427.0,65.0,7.0,12.0,257.0,35.0,8.0,205.0,308.0,542,83.0,32.0,24.0,84,34.0,400.0,267.0,1.498,0.304,0.409,0.446,0.855,104.0,0.375,0.428,0.007,0.176,0.117,0.059,0.666
2019,2018-19,Porterville,porterville,1332,1190,91.0,248.0,40.0,0.0,2.0,83.0,33.0,18.0,101.0,346.0,294,35.0,5.0,1.0,42,25.0,304.0,263.0,1.156,0.208,0.288,0.282,0.57,69.0,0.292,0.233,0.002,0.26,0.076,0.184,0.292
2019,2018-19,Redwoods,redwoods,1330,1155,121.0,259.0,43.0,4.0,1.0,102.0,19.0,12.0,102.0,252.0,313,44.0,22.0,7.0,48,31.0,347.0,281.0,1.235,0.224,0.305,0.313,0.618,75.0,0.284,0.297,0.001,0.189,0.077,0.112,0.405
2019,2018-19,Reedley,reedley,1592,1338,259.0,364.0,72.0,10.0,18.0,223.0,18.0,3.0,180.0,292.0,510,41.0,13.0,20.0,100,25.0,290.0,362.0,0.801,0.272,0.367,0.456,0.823,100.0,0.33,0.425,0.011,0.183,0.113,0.07,0.616
2019,2018-19,Rio Hondo,riohondo,1390,1192,165.0,295.0,40.0,4.0,12.0,144.0,21.0,16.0,122.0,250.0,379,42.0,24.0,10.0,56,35.0,319.0,290.0,1.1,0.247,0.33,0.365,0.695,84.0,0.301,0.342,0.009,0.18,0.088,0.092,0.488
