season,cccaa_season,team,team_id,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2018,2017-18,Mt. San Jacinto,mtsanjacinto,1672,1406,246.0,390.0,88.0,22.0,16.0,229.0,31.0,10.0,169.0,314.0,570,64.0,17.0,16.0,126,24.0,279.0,381.0,0.732,0.277,0.373,0.495,0.868,105.0,0.342,0.379,0.01,0.188,0.101,0.087,0.538
2018,2017-18,Napa Valley,napavalley,1680,1379,250.0,372.0,67.0,6.0,11.0,208.0,61.0,23.0,222.0,270.0,484,43.0,16.0,20.0,84,14.0,335.0,363.0,0.923,0.27,0.379,0.412,0.791,96.0,0.323,0.382,0.007,0.161,0.132,0.029,0.822
2018,2017-18,Ohlone,ohlone,1963,1592,357.0,485.0,92.0,25.0,25.0,322.0,88.0,31.0,213.0,219.0,702,95.0,32.0,31.0,142,38.0,409.0,504.0,0.812,0.305,0.404,0.53,0.934,113.0,0.334,0.432,0.013,0.112,0.109,0.003,0.973
2018,2017-18,Orange Coast,orangecoast,2058,1733,353.0,513.0,116.0,16.0,25.0,290.0,60.0,32.0,180.0,330.0,736,88.0,28.0,29.0,157,40.0,413.0,453.0,0.912,0.296,0.379,0.515,0.894,108.0,0.347,0.434,0.012,0.16,0.087,0.073,0.545
2018,2017-18,Oxnard,oxnard,1520,1273,176.0,324.0,57.0,6.0,10.0,152.0,56.0,27.0,146.0,253.0,423,43.0,48.0,10.0,73,18.0,363.0,336.0,1.08,0.255,0.338,0.39,0.728,88.0,0.308,0.33,0.007,0.166,0.096,0.07,0.577
2018,2017-18,Palomar,palomar,1960,1623,324.0,531.0,98.0,21.0,9.0,287.0,50.0,13.0,175.0,229.0,698,80.0,57.0,25.0,128,21.0,422.0,397.0,1.063,0.327,0.401,0.509,0.91,110.0,0.37,0.405,0.005,0.117,0.089,0.028,0.764
2018,2017-18,Pasadena City,pasadenacity,1704,1464,210.0,402.0,50.0,16.0,4.0,178.0,30.0,8.0,132.0,268.0,496,59.0,35.0,14.0,70,46.0,454.0,333.0,1.363,0.275,0.348,0.387,0.735,89.0,0.33,0.35,0.002,0.157,0.077,0.08,0.493
2018,2017-18,Porterville,porterville,1480,1277,132.0,272.0,42.0,10.0,3.0,112.0,42.0,18.0,132.0,308.0,343,39.0,29.0,3.0,55,24.0,384.0,303.0,1.267,0.213,0.299,0.312,0.611,74.0,0.278,0.293,0.002,0.208,0.089,0.119,0.429
2018,2017-18,Redwoods,redwoods,1578,1334,220.0,321.0,54.0,7.0,12.0,199.0,33.0,11.0,153.0,224.0,425,60.0,17.0,14.0,73,26.0,407.0,351.0,1.16,0.241,0.338,0.373,0.711,86.0,0.278,0.398,0.008,0.142,0.097,0.045,0.683
2018,2017-18,Reedley,reedley,1806,1493,296.0,409.0,55.0,14.0,10.0,254.0,17.0,10.0,191.0,242.0,522,67.0,31.0,24.0,79,37.0,410.0,415.0,0.988,0.274,0.369,0.403,0.772,93.0,0.315,0.435,0.006,0.134,0.106,0.028,0.789
2018,2017-18,Rio Hondo,riohondo,1543,1337,196.0,359.0,66.0,5.0,7.0,165.0,18.0,11.0,111.0,236.0,456,58.0,26.0,11.0,78,21.0,375.0,330.0,1.136,0.269,0.342,0.399,0.741,89.0,0.319,0.363,0.005,0.153,0.072,0.081,0.47
2018,2017-18,Riverside,riverside,1743,1445,219.0,379.0,71.0,6.0,10.0,186.0,57.0,23.0,178.0,278.0,492,67.0,35.0,18.0,87,32.0,403.0,379.0,1.063,0.262,0.358,0.401,0.759,92.0,0.314,0.34,0.006,0.159,0.102,0.057,0.64
2018,2017-18,Sacramento City,sacramentocity,2184,1784,361.0,471.0,87.0,13.0,18.0,316.0,57.0,31.0,273.0,325.0,638,69.0,39.0,19.0,118,35.0,412.0,543.0,0.759,0.264,0.372,0.424,0.796,96.0,0.31,0.431,0.008,0.149,0.125,0.024,0.84
2018,2017-18,Saddleback,saddleback,2003,1647,367.0,486.0,92.0,15.0,25.0,324.0,77.0,25.0,249.0,291.0,683,55.0,25.0,27.0,132,27.0,370.0,501.0,0.739,0.295,0.394,0.495,0.889,107.0,0.339,0.447,0.012,0.145,0.124,0.021,0.856
2018,2017-18,San Bernardino Valley,sanbernardinovalley,1705,1441,283.0,420.0,97.0,11.0,7.0,241.0,50.0,20.0,169.0,214.0,560,58.0,13.0,24.0,115,30.0,320.0,366.0,0.874,0.291,0.379,0.468,0.847,102.0,0.332,0.431,0.004,0.126,0.099,0.027,0.79
2018,2017-18,San Diego City,sandiegocity,1572,1379,245.0,385.0,67.0,21.0,6.0,197.0,59.0,15.0,123.0,234.0,512,40.0,16.0,14.0,94,25.0,359.0,372.0,0.965,0.279,0.349,0.439,0.788,95.0,0.329,0.441,0.004,0.149,0.078,0.071,0.526
2018,2017-18,San Diego Mesa,sandiegomesa,1735,1444,297.0,478.0,81.0,10.0,11.0,272.0,60.0,15.0,154.0,221.0,612,57.0,64.0,16.0,102,29.0,413.0,367.0,1.125,0.331,0.397,0.494,0.891,108.0,0.38,0.422,0.006,0.127,0.089,0.038,0.697
2018,2017-18,San Francisco,sanfrancisco,1563,1323,176.0,326.0,33.0,7.0,5.0,148.0,54.0,21.0,165.0,253.0,388,37.0,27.0,11.0,45,23.0,444.0,300.0,1.48,0.246,0.338,0.327,0.665,80.0,0.298,0.327,0.003,0.162,0.106,0.056,0.652
2018,2017-18,San Joaquin Delta,sanjoaquindelta,2286,1833,492.0,578.0,114.0,21.0,43.0,437.0,110.0,20.0,314.0,358.0,863,74.0,32.0,33.0,178,25.0,453.0,454.0,0.998,0.315,0.423,0.568,0.991,120.0,0.365,0.486,0.019,0.157,0.137,0.02,0.877
2018,2017-18,San Mateo,sanmateo,1908,1609,322.0,515.0,104.0,15.0,29.0,304.0,36.0,18.0,203.0,244.0,736,43.0,30.0,23.0,148,38.0,383.0,473.0,0.81,0.32,0.399,0.549,0.948,114.0,0.358,0.4,0.015,0.128,0.106,0.022,0.832
2018,2017-18,Santa Ana,santaana,1662,1432,271.0,430.0,56.0,9.0,18.0,245.0,46.0,11.0,145.0,231.0,558,49.0,19.0,17.0,83,33.0,391.0,376.0,1.04,0.3,0.375,0.448,0.823,99.0,0.343,0.417,0.011,0.139,0.087,0.052,0.628
2018,2017-18,Santa Barbara,santabarbara,1701,1426,286.0,421.0,61.0,16.0,20.0,242.0,77.0,24.0,166.0,284.0,574,49.0,41.0,19.0,97,26.0,379.0,355.0,1.068,0.295,0.374,0.471,0.845,102.0,0.351,0.432,0.012,0.167,0.098,0.069,0.585
2018,2017-18,Santa Rosa,santarosa,1736,1427,274.0,420.0,82.0,9.0,27.0,236.0,46.0,10.0,197.0,186.0,601,67.0,28.0,17.0,118,36.0,375.0,441.0,0.85,0.294,0.394,0.504,0.898,108.0,0.319,0.376,0.016,0.107,0.113,-0.006,1.059
2018,2017-18,Sequoias,sequoias,1725,1428,238.0,394.0,76.0,7.0,9.0,197.0,25.0,12.0,191.0,234.0,511,51.0,35.0,20.0,92,42.0,420.0,379.0,1.108,0.276,0.369,0.422,0.791,96.0,0.32,0.365,0.005,0.136,0.111,0.025,0.816
2018,2017-18,Shasta,shasta,1576,1336,180.0,337.0,62.0,7.0,4.0,157.0,27.0,18.0,148.0,223.0,425,45.0,31.0,16.0,73,30.0,379.0,386.0,0.982,0.252,0.336,0.373,0.709,86.0,0.296,0.335,0.003,0.141,0.094,0.047,0.664
2018,2017-18,Sierra,sierra,2009,1652,404.0,525.0,106.0,18.0,43.0,343.0,41.0,30.0,256.0,235.0,796,49.0,28.0,24.0,167,37.0,417.0,475.0,0.878,0.318,0.413,0.583,0.996,120.0,0.345,0.459,0.021,0.117,0.127,-0.01,1.089
2018,2017-18,Siskiyous,siskiyous,1382,1202,185.0,314.0,59.0,13.0,8.0,161.0,23.0,9.0,123.0,247.0,423,30.0,22.0,5.0,80,35.0,327.0,294.0,1.112,0.261,0.338,0.418,0.756,91.0,0.321,0.386,0.006,0.179,0.089,0.09,0.498
2018,2017-18,Skyline,skyline,1598,1317,195.0,337.0,62.0,8.0,21.0,172.0,36.0,18.0,185.0,311.0,478,51.0,33.0,12.0,91,37.0,366.0,321.0,1.14,0.256,0.359,0.432,0.791,96.0,0.317,0.315,0.013,0.195,0.116,0.079,0.595
2018,2017-18,Solano,solano,1639,1324,237.0,348.0,54.0,16.0,18.0,211.0,42.0,18.0,218.0,252.0,488,62.0,24.0,11.0,88,11.0,378.0,350.0,1.08,0.263,0.383,0.435,0.818,99.0,0.31,0.359,0.011,0.154,0.133,0.021,0.865
2018,2017-18,Southwestern,southwestern,1745,1478,293.0,456.0,63.0,25.0,22.0,265.0,31.0,12.0,184.0,233.0,635,37.0,17.0,29.0,110,25.0,350.0,430.0,0.814,0.309,0.388,0.504,0.892,108.0,0.347,0.414,0.013,0.134,0.105,0.029,0.79
2018,2017-18,Taft,taft,1830,1547,313.0,449.0,77.0,11.0,45.0,266.0,66.0,26.0,200.0,378.0,683,57.0,18.0,8.0,133,17.0,325.0,358.0,0.908,0.29,0.386,0.527,0.913,110.0,0.357,0.405,0.025,0.207,0.109,0.098,0.529
2018,2017-18,Ventura,ventura,1713,1486,293.0,459.0,77.0,18.0,13.0,247.0,61.0,14.0,150.0,282.0,611,41.0,11.0,25.0,108,28.0,350.0,315.0,1.111,0.309,0.379,0.484,0.863,104.0,0.367,0.44,0.008,0.165,0.088,0.077,0.532
2018,2017-18,Victor Valley,victorvalley,1595,1395,216.0,373.0,87.0,3.0,24.0,183.0,47.0,12.0,152.0,367.0,538,30.0,12.0,6.0,114,21.0,240.0,253.0,0.949,0.267,0.348,0.467,0.815,98.0,0.346,0.362,0.015,0.23,0.095,0.135,0.414
2018,2017-18,West Hills Coalinga,westhillscoalinga,1329,1181,86.0,241.0,39.0,3.0,1.0,77.0,21.0,13.0,118.0,361.0,289,26.0,2.0,2.0,43,20.0,308.0,240.0,1.283,0.204,0.29,0.281,0.571,69.0,0.292,0.221,0.001,0.272,0.089,0.183,0.327
2018,2017-18,West LA,westla,1615,1356,201.0,361.0,49.0,20.0,13.0,172.0,67.0,21.0,177.0,314.0,489,43.0,24.0,15.0,82,33.0,379.0,308.0,1.231,0.266,0.36,0.421,0.781,94.0,0.333,0.331,0.008,0.194,0.11,0.084,0.564
2018,2017-18,West Valley,westvalley,1651,1400,220.0,379.0,67.0,11.0,13.0,194.0,24.0,17.0,165.0,269.0,507,54.0,16.0,16.0,91,26.0,333.0,395.0,0.843,0.271,0.362,0.427,0.789,95.0,0.323,0.354,0.008,0.163,0.1,0.063,0.613
2018,2017-18,Yuba,yuba,1504,1222,188.0,311.0,48.0,10.0,5.0,163.0,47.0,18.0,181.0,263.0,394,45.0,33.0,23.0,63,16.0,306.0,360.0,0.85,0.255,0.357,0.374,0.731,88.0,0.313,0.344,0.003,0.175,0.12,0.055,0.688
