date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 26,home,Folsom Lake,L,10-4,10,4,6,win,20220426_qeff,0,0,0,0,0.0,,,,0.00,,,,2022,,Sacramento City,sacramentocity,claytoncoatsxnxc,Clayton Coats
Apr 23,home,Sierra,L,15-2,15,2,13,win,20220423_37tq,0,0,0,0,0.0,,,,0.00,,,,2022,,Sacramento City,sacramentocity,claytoncoatsxnxc,Clayton Coats
Apr 22,home,Sierra,L,11-10,11,10,1,win,20220422_gmsw,0,0,0,0,0.0,,,,0.00,,,,2022,,Sacramento City,sacramentocity,claytoncoatsxnxc,Clayton Coats
Apr 16,home,Diablo Valley,W,6-5,6,5,1,win,20220416_v0fr,0,0,0,0,0.0,,,,0.00,,,,2022,,Sacramento City,sacramentocity,claytoncoatsxnxc,Clayton Coats
Apr 15,home,Diablo Valley,W,8-2,8,2,6,win,20220415_mf50,0,0,0,0,0.0,,,,0.00,,,,2022,,Sacramento City,sacramentocity,claytoncoatsxnxc,Clayton Coats
Apr 9,home,Santa Rosa,L,11-1,11,1,10,win,20220409_dp1o,0,0,0,0,0.0,,,,0.00,,,,2022,,Sacramento City,sacramentocity,claytoncoatsxnxc,Clayton Coats
Mar 31,home,Modesto,W,14-4,14,4,10,win,20220331_sxnc,0,0,0,0,0.0,,,,0.00,,,,2022,,Sacramento City,sacramentocity,claytoncoatsxnxc,Clayton Coats
Mar 29,home,Modesto,L,11-10,11,10,1,win,20220329_ofud,0,0,0,0,0.0,,,,0.00,,,,2022,,Sacramento City,sacramentocity,claytoncoatsxnxc,Clayton Coats
Mar 26,home,San Joaquin Delta,L,9-8,9,8,1,win,20220326_15xi,0,0,0,0,0.0,,,,0.00,,,,2022,,Sacramento City,sacramentocity,claytoncoatsxnxc,Clayton Coats
Mar 24,home,San Joaquin Delta,W,4-3,4,3,1,win,20220324_9gfa,0,0,0,0,0.0,,,,0.00,,,,2022,,Sacramento City,sacramentocity,claytoncoatsxnxc,Clayton Coats
Mar 22,home,San Joaquin Delta,L,5-3,5,3,2,win,20220322_0iwy,0,0,0,0,0.0,,,,0.00,,,,2022,,Sacramento City,sacramentocity,claytoncoatsxnxc,Clayton Coats
Mar 17,home,Porterville,W,12-2,12,2,10,win,20220317_94v2,0,0,0,0,0.0,,,,0.00,,,,2022,,Sacramento City,sacramentocity,claytoncoatsxnxc,Clayton Coats
Mar 8,home,Cosumnes River,W,20-6,20,6,14,win,20220308_ybis,0,0,0,0,0.0,,,,0.00,,,,2022,,Sacramento City,sacramentocity,claytoncoatsxnxc,Clayton Coats
Mar 3,home,American River,L,3-2,3,2,1,win,20220303_anye,0,0,0,0,0.0,,,,0.00,,,,2022,,Sacramento City,sacramentocity,claytoncoatsxnxc,Clayton Coats
Mar 1,home,American River,W,12-2,12,2,10,win,20220301_sxvu,0,0,0,0,0.0,,,,0.00,,,,2022,,Sacramento City,sacramentocity,claytoncoatsxnxc,Clayton Coats
Feb 25,home,Orange Coast,L,14-13,14,13,1,win,20220225_lo7h,0,0,0,0,0.0,,,,0.00,,,,2022,,Sacramento City,sacramentocity,claytoncoatsxnxc,Clayton Coats
Feb 19,home,Fresno City,L,12-5,12,5,7,win,20220219_pqnn,0,0,0,0,0.0,,,,0.00,,,,2022,,Sacramento City,sacramentocity,claytoncoatsxnxc,Clayton Coats
Feb 15,home,Contra Costa,W,16-13,16,13,3,win,20220215_zxp7,0,0,0,0,0.0,,,,0.00,,,,2022,,Sacramento City,sacramentocity,claytoncoatsxnxc,Clayton Coats
Feb 12,home,Contra Costa,W,7-3,7,3,4,win,20220212_zbus,0,0,0,0,0.0,,,,0.00,,,,2022,,Sacramento City,sacramentocity,claytoncoatsxnxc,Clayton Coats
Feb 5,home,Feather River,L,8-7,8,7,1,win,20220205_qm0t,0,0,0,0,0.0,,,,0.00,,,,2022,,Sacramento City,sacramentocity,claytoncoatsxnxc,Clayton Coats
Feb 3,home,Lassen,W,7-4,7,4,3,win,20220203_ysim,0,0,0,0,0.0,,,,0.00,,,,2022,,Sacramento City,sacramentocity,claytoncoatsxnxc,Clayton Coats
Jan 29,home,Canada,L,13-5,13,5,8,win,20220129_lohq,0,0,0,0,0.0,,,,0.00,,,,2022,,Sacramento City,sacramentocity,claytoncoatsxnxc,Clayton Coats
Jan 27,home,Canada,W,13-5,13,5,8,win,20220127_tkln,0,0,0,0,0.0,,,,0.00,,,,2022,,Sacramento City,sacramentocity,claytoncoatsxnxc,Clayton Coats
