date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 27,home,Mendocino,W,6-4,6,4,2,win,20180427_k3tf,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Yuba,yuba,davidmiller5umv,David Miller
Apr 26,home,Mendocino,L,10-1,10,1,9,win,20180426_qd12,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Yuba,yuba,davidmiller5umv,David Miller
Apr 20,home,Napa Valley,L,11-8,11,8,3,win,20180420_3l1f,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Yuba,yuba,davidmiller5umv,David Miller
Apr 17,home,Napa Valley,W,7-6,7,6,1,win,20180417_geis,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Yuba,yuba,davidmiller5umv,David Miller
Apr 10,home,Contra Costa,W,8-5,8,5,3,win,20180410_vxj3,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Yuba,yuba,davidmiller5umv,David Miller
Mar 30,home,Solano,L,9-5,9,5,4,win,20180330_5qp3,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Yuba,yuba,davidmiller5umv,David Miller
Mar 19,home,Laney,L,10-7,10,7,3,win,20180319_bohd,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Yuba,yuba,davidmiller5umv,David Miller
Mar 17,home,Laney,L,9-2,9,2,7,win,20180317_23ud,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Yuba,yuba,davidmiller5umv,David Miller
Mar 6,home,Mendocino,L,18-2,18,2,16,win,20180306_lii1,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Yuba,yuba,davidmiller5umv,David Miller
Feb 20,home,Siskiyous,W,6-4,6,4,2,win,20180220_sutl,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Yuba,yuba,davidmiller5umv,David Miller
Feb 17,home,Redwoods,W,10-5,10,5,5,win,20180217_mz9f,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Yuba,yuba,davidmiller5umv,David Miller
Feb 10,home,West Valley,L,10-7,10,7,3,win,20180210_41o8,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Yuba,yuba,davidmiller5umv,David Miller
Feb 8,home,Feather River,L,17-1,17,1,16,win,20180208_bafz,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Yuba,yuba,davidmiller5umv,David Miller
Feb 3,home,Lassen,L,3-1,3,1,2,win,20180203_gniw,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Yuba,yuba,davidmiller5umv,David Miller
Jan 30,home,Ohlone,W,3-2,3,2,1,win,20180130_3woa,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Yuba,yuba,davidmiller5umv,David Miller
Jan 27,home,De Anza,L,8-2,8,2,6,win,20180127_k0up,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Yuba,yuba,davidmiller5umv,David Miller
