date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Mar 7,home,Merced,L,17-11,17,11,6,win,20200307_6n8d,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,West Hills Coalinga,westhillscoalinga,cristianmuratallajx9u,Cristian Muratalla
Mar 5,home,Merced,L,13-2,13,2,11,win,20200305_s8wk,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,West Hills Coalinga,westhillscoalinga,cristianmuratallajx9u,Cristian Muratalla
Mar 3,home,Merced,L,9-5,9,5,4,win,20200303_ffyw,0,0,0,0,1.0,0,0,0,0.00,1,0,0,2020,2019-20,West Hills Coalinga,westhillscoalinga,cristianmuratallajx9u,Cristian Muratalla
Feb 29,home,Fresno City,L,16-3,16,3,13,win,20200229_b1je,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,West Hills Coalinga,westhillscoalinga,cristianmuratallajx9u,Cristian Muratalla
Feb 18,home,Porterville,L,13-5,13,5,8,win,20200218_002i,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,West Hills Coalinga,westhillscoalinga,cristianmuratallajx9u,Cristian Muratalla
Feb 15,home,Hartnell,L,14-7,14,7,7,win,20200215_jfh6,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,West Hills Coalinga,westhillscoalinga,cristianmuratallajx9u,Cristian Muratalla
Feb 13,home,San Francisco,W,6-4,6,4,2,win,20200213_x5ck,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,West Hills Coalinga,westhillscoalinga,cristianmuratallajx9u,Cristian Muratalla
Feb 11,home,Gavilan,L,10-7,10,7,3,win,20200211_x845,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,West Hills Coalinga,westhillscoalinga,cristianmuratallajx9u,Cristian Muratalla
Feb 8,home,Butte,L,8-6,8,6,2,win,20200208_9bi3,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,West Hills Coalinga,westhillscoalinga,cristianmuratallajx9u,Cristian Muratalla
Feb 8,home,Butte,L,16-3,16,3,13,win,20200208_z3k3,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,West Hills Coalinga,westhillscoalinga,cristianmuratallajx9u,Cristian Muratalla
Feb 7,home,Butte,W,8-7,8,7,1,win,20200207_2cpv,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,West Hills Coalinga,westhillscoalinga,cristianmuratallajx9u,Cristian Muratalla
Jan 30,home,Monterey Peninsula,W,5-4,5,4,1,win,20200130_5t4k,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,West Hills Coalinga,westhillscoalinga,cristianmuratallajx9u,Cristian Muratalla
