date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 27,home,East Los Angeles,L,8-4,8,4,4,win,20120427_yv2y,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,LA Harbor,laharbor,martinlemussr8m,Martin Lemus
Apr 26,home,East Los Angeles,L,14-2,14,2,12,win,20120426_2eo8,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,LA Harbor,laharbor,martinlemussr8m,Martin Lemus
Apr 24,home,East Los Angeles,L,6-4,6,4,2,win,20120424_zr4n,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,LA Harbor,laharbor,martinlemussr8m,Martin Lemus
Apr 21,home,Mt. San Antonio,L,5-4,5,4,1,win,20120421_8vnr,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,LA Harbor,laharbor,martinlemussr8m,Martin Lemus
Apr 19,home,Mt. San Antonio,L,10-4,10,4,6,win,20120419_fpz4,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,LA Harbor,laharbor,martinlemussr8m,Martin Lemus
Apr 17,home,Mt. San Antonio,L,14-5,14,5,9,win,20120417_jmwp,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,LA Harbor,laharbor,martinlemussr8m,Martin Lemus
Apr 14,home,Cerritos,W,3-1,3,1,2,win,20120414_2ybl,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,LA Harbor,laharbor,martinlemussr8m,Martin Lemus
Apr 12,home,Cerritos,W,5-2,5,2,3,win,20120412_6j5b,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,LA Harbor,laharbor,martinlemussr8m,Martin Lemus
Apr 10,home,Cerritos,W,4-2,4,2,2,win,20120410_pyk5,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,LA Harbor,laharbor,martinlemussr8m,Martin Lemus
Apr 7,home,Taft,W,8-2,8,2,6,win,20120407_vjvv,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,LA Harbor,laharbor,martinlemussr8m,Martin Lemus
Apr 6,home,LA Mission,L,7-2,7,2,5,win,20120406_uy8x,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,LA Harbor,laharbor,martinlemussr8m,Martin Lemus
Apr 5,home,LA Mission,L,9-8,9,8,1,win,20120405_bj1z,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,LA Harbor,laharbor,martinlemussr8m,Martin Lemus
Apr 4,home,LA Mission,W,4-3,4,3,1,win,20120404_x0xc,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,LA Harbor,laharbor,martinlemussr8m,Martin Lemus
Apr 2,home,Taft,L,12-7,12,7,5,win,20120402_0ebg,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,LA Harbor,laharbor,martinlemussr8m,Martin Lemus
Mar 31,home,El Camino,L,6-3,6,3,3,win,20120331_zols,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,LA Harbor,laharbor,martinlemussr8m,Martin Lemus
