date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 27,home,Oxnard,L,2-1,2,1,1,win,,,,,,,,,,,,,,2017,,Moorpark,moorpark,adrianacostayftw,Adrian Acosta
Apr 25,home,Oxnard,L,3-1,3,1,2,win,,,,,,,,,,,,,,2017,,Moorpark,moorpark,adrianacostayftw,Adrian Acosta
Apr 22,home,Santa Barbara,W,7-5,7,5,2,win,,,,,,,,,,,,,,2017,,Moorpark,moorpark,adrianacostayftw,Adrian Acosta
Apr 21,home,Allan Hancock,L,4-3,4,3,1,win,,,,,,,,,,,,,,2017,,Moorpark,moorpark,adrianacostayftw,Adrian Acosta
Apr 20,home,Santa Barbara,L,9-5,9,5,4,win,,,,,,,,,,,,,,2017,,Moorpark,moorpark,adrianacostayftw,Adrian Acosta
Apr 18,home,Allan Hancock,L,8-3,8,3,5,win,20170418_ynq2,0,0,0,0,0.0,,,,0.00,,,,2017,,Moorpark,moorpark,adrianacostayftw,Adrian Acosta
Apr 15,home,Taft,L,9-5,9,5,4,win,20170415_rywr,0,0,0,0,0.0,,,,0.00,,,,2017,,Moorpark,moorpark,adrianacostayftw,Adrian Acosta
Apr 14,home,Golden West,L,7-2,7,2,5,win,20170414_u434,0,0,0,0,0.0,,,,0.00,,,,2017,,Moorpark,moorpark,adrianacostayftw,Adrian Acosta
Apr 13,home,Golden West,L,1-0,1,0,1,win,20170413_x0hk,0,0,0,0,0.0,,,,0.00,,,,2017,,Moorpark,moorpark,adrianacostayftw,Adrian Acosta
Apr 6,home,Ventura,W,6-5,6,5,1,win,20170406_r7st,0,0,0,0,0.0,,,,0.00,,,,2017,,Moorpark,moorpark,adrianacostayftw,Adrian Acosta
Apr 4,home,Ventura,W,6-5,6,5,1,win,,,,,,,,,,,,,,2017,,Moorpark,moorpark,adrianacostayftw,Adrian Acosta
Apr 1,home,Cuesta,W,1-0,1,0,1,win,,,,,,,,,,,,,,2017,,Moorpark,moorpark,adrianacostayftw,Adrian Acosta
Mar 30,home,Cuesta,L,2-0,2,0,2,win,,,,,,,,,,,,,,2017,,Moorpark,moorpark,adrianacostayftw,Adrian Acosta
