date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 29,home,Grossmont,L,10-1,10,1,9,win,20160429_tfq4,0,0,0,0,0.0,,,,0.00,,,,2016,,Mt. San Jacinto,mtsanjacinto,jordansantacruzoiza,Jordan Santa Cruz
Apr 23,home,San Diego City,W,11-0,11,0,11,win,20160423_8nk2,0,0,0,0,0.0,,,,0.00,,,,2016,,Mt. San Jacinto,mtsanjacinto,jordansantacruzoiza,Jordan Santa Cruz
Apr 2,home,Palomar,L,18-0,18,0,18,win,20160402_idr5,0,0,0,0,0.0,,,,0.00,,,,2016,,Mt. San Jacinto,mtsanjacinto,jordansantacruzoiza,Jordan Santa Cruz
Mar 25,home,Imperial Valley,W,18-3,18,3,15,win,20160325_kexi,0,0,0,0,0.0,,,,0.00,,,,2016,,Mt. San Jacinto,mtsanjacinto,jordansantacruzoiza,Jordan Santa Cruz
Mar 24,home,Imperial Valley,W,14-4,14,4,10,win,20160324_q4a6,0,0,0,0,0.0,,,,0.00,,,,2016,,Mt. San Jacinto,mtsanjacinto,jordansantacruzoiza,Jordan Santa Cruz
Mar 5,home,Southwestern,L,9-6,9,6,3,win,20160305_vwg9,0,0,0,0,0.0,,,,0.00,,,,2016,,Mt. San Jacinto,mtsanjacinto,jordansantacruzoiza,Jordan Santa Cruz
Feb 25,home,Citrus,L,20-4,20,4,16,win,20160225_7v5w,0,0,0,0,0.0,,,,0.00,,,,2016,,Mt. San Jacinto,mtsanjacinto,jordansantacruzoiza,Jordan Santa Cruz
Feb 20,home,Pasadena City,W,14-6,14,6,8,win,20160220_c2b2,0,0,0,0,0.0,,,,0.00,,,,2016,,Mt. San Jacinto,mtsanjacinto,jordansantacruzoiza,Jordan Santa Cruz
Feb 16,home,Citrus,W,2-1,2,1,1,win,20160216_wwyt,0,0,0,0,0.0,,,,0.00,,,,2016,,Mt. San Jacinto,mtsanjacinto,jordansantacruzoiza,Jordan Santa Cruz
Feb 11,home,Irvine Valley,L,10-7,10,7,3,win,20160211_cekg,0,0,0,0,0.0,,,,0.00,,,,2016,,Mt. San Jacinto,mtsanjacinto,jordansantacruzoiza,Jordan Santa Cruz
Feb 9,home,Cerritos,L,18-8,18,8,10,win,20160209_u1af,0,0,0,0,0.0,,,,0.00,,,,2016,,Mt. San Jacinto,mtsanjacinto,jordansantacruzoiza,Jordan Santa Cruz
