date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 26,home,Cypress,W,4-2,4,2,2,win,20120426_h8a4,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Apr 24,home,Cypress,L,5-1,5,1,4,win,20120424_1nq3,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Apr 20,home,Irvine Valley,W,12-11,12,11,1,win,20120420_tr3k,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Apr 19,home,Irvine Valley,L,8-6,8,6,2,win,20120419_nhr4,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Apr 17,home,Saddleback,L,12-4,12,4,8,win,20120417_dz0w,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Apr 14,home,Saddleback,L,9-6,9,6,3,win,20120414_ybsx,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Apr 12,home,Orange Coast,L,1-0,1,0,1,win,20120412_k6z7,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Apr 10,home,Orange Coast,L,8-7,8,7,1,win,20120410_a1rh,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Apr 5,home,Mt. San Jacinto,W,8-6,8,6,2,win,20120405_4zrb,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Apr 3,home,Pasadena,W,12-0,12,0,12,win,20120403_dyl3,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Mar 30,home,Riverside,L,9-5,9,5,4,win,20120330_ehvf,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Mar 29,home,Riverside,W,4-2,4,2,2,win,20120329_7jpk,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Mar 27,home,Santa Ana,L,4-3,4,3,1,win,20120327_dyw7,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Mar 24,home,Santa Ana,L,5-2,5,2,3,win,20120324_pcli,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Mar 22,home,Golden West,W,6-4,6,4,2,win,20120322_wzgf,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Mar 20,home,Golden West,L,3-2,3,2,1,win,20120320_zjs2,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Mar 15,home,Cypress,W,13-3,13,3,10,win,20120315_rcz0,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Mar 13,home,Irvine Valley,L,2-1,2,1,1,win,20120313_bis8,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Mar 10,home,Saddleback,L,8-2,8,2,6,win,20120310_srvt,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Mar 8,home,Orange Coast,W,5-3,5,3,2,win,20120308_44py,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Mar 6,home,Riverside,L,8-2,8,2,6,win,20120306_oy1a,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Mar 3,home,Santa Ana,L,12-3,12,3,9,win,20120303_g1sv,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Mar 1,home,Golden West,L,14-10,14,10,4,win,20120301_yxqk,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Feb 28,home,Long Beach,L,8-3,8,3,5,win,20120228_lg45,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Feb 24,home,Allan Hancock,W,7-6,7,6,1,win,20120224_rnyx,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Feb 23,home,San Diego City,W,9-1,9,1,8,win,20120223_3kn0,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Feb 21,home,Grossmont,W,7-6,7,6,1,win,20120221_42w7,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
Feb 9,home,Compton,L,11-4,11,4,7,win,20120209_s2pr,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Fullerton,fullerton,fernandoescobareu2e,Fernando Escobar
