date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
May 6,home,Diablo Valley,L,3-1,3,1,2,win,,,,,,,,,,,,,,2012,,Santa Rosa,santarosa,kurtishuffmank1mc,Kurtis Huffman
May 6,home,Diablo Valley,L,7-5,7,5,2,win,,,,,,,,,,,,,,2012,,Santa Rosa,santarosa,kurtishuffmank1mc,Kurtis Huffman
May 5,home,Diablo Valley,W,4-3,4,3,1,win,,,,,,,,,,,,,,2012,,Santa Rosa,santarosa,kurtishuffmank1mc,Kurtis Huffman
Apr 28,home,Diablo Valley,W,11-2,11,2,9,win,,,,,,,,,,,,,,2012,,Santa Rosa,santarosa,kurtishuffmank1mc,Kurtis Huffman
Apr 27,home,Cosumnes River,W,4-3,4,3,1,win,,,,,,,,,,,,,,2012,,Santa Rosa,santarosa,kurtishuffmank1mc,Kurtis Huffman
Apr 27,home,Cosumnes River,L,4-0,4,0,4,win,,,,,,,,,,,,,,2012,,Santa Rosa,santarosa,kurtishuffmank1mc,Kurtis Huffman
Apr 24,home,American River,W,2-0,2,0,2,win,,,,,,,,,,,,,,2012,,Santa Rosa,santarosa,kurtishuffmank1mc,Kurtis Huffman
Apr 21,home,San Joaquin  Delta,W,5-4,5,4,1,win,,,,,,,,,,,,,,2012,,Santa Rosa,santarosa,kurtishuffmank1mc,Kurtis Huffman
Apr 19,home,San Joaquin  Delta,W,3-0,3,0,3,win,,,,,,,,,,,,,,2012,,Santa Rosa,santarosa,kurtishuffmank1mc,Kurtis Huffman
Apr 17,home,San Joaquin  Delta,L,4-0,4,0,4,win,20120417_rcd5,0,0,0,0,0.0,,,,0.00,,,,2012,,Santa Rosa,santarosa,kurtishuffmank1mc,Kurtis Huffman
Apr 14,home,Cosumnes River,W,2-0,2,0,2,win,,,,,,,,,,,,,,2012,,Santa Rosa,santarosa,kurtishuffmank1mc,Kurtis Huffman
Apr 14,home,Cosumnes River,L,6-3,6,3,3,win,,,,,,,,,,,,,,2012,,Santa Rosa,santarosa,kurtishuffmank1mc,Kurtis Huffman
