date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
May 10,home,Santa Barbara,L,4-0,4,0,4,win,20150510_sa1i,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Fullerton,fullerton,christianprado9qt0,Christian Prado
May 9,home,Santa Barbara,L,3-0,3,0,3,win,20150509_la5v,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Fullerton,fullerton,christianprado9qt0,Christian Prado
Apr 23,home,Cypress,L,6-1,6,1,5,win,20150423_w78y,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Fullerton,fullerton,christianprado9qt0,Christian Prado
Apr 16,home,Riverside,L,9-3,9,3,6,win,20150416_238x,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Fullerton,fullerton,christianprado9qt0,Christian Prado
Apr 7,home,Santa Ana,W,4-1,4,1,3,win,20150407_pywy,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Fullerton,fullerton,christianprado9qt0,Christian Prado
Apr 1,home,Taft,W,11-0,11,0,11,win,20150401_q0je,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Fullerton,fullerton,christianprado9qt0,Christian Prado
Mar 31,home,El Camino-Compton Center,L,5-2,5,2,3,win,20150331_hbsj,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Fullerton,fullerton,christianprado9qt0,Christian Prado
Mar 24,home,Golden West,W,12-6,12,6,6,win,20150324_4n5o,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Fullerton,fullerton,christianprado9qt0,Christian Prado
Mar 5,home,Santa Ana,W,9-1,9,1,8,win,20150305_1g9i,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Fullerton,fullerton,christianprado9qt0,Christian Prado
Feb 17,home,Mt. San Jacinto,W,12-1,12,1,11,win,20150217_kccc,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Fullerton,fullerton,christianprado9qt0,Christian Prado
Feb 10,home,Southwestern,W,11-6,11,6,5,win,20150210_zrxi,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Fullerton,fullerton,christianprado9qt0,Christian Prado
Feb 5,home,Grossmont,W,22-3,22,3,19,win,20150205_r1ib,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Fullerton,fullerton,christianprado9qt0,Christian Prado
Jan 31,home,San Diego Mesa,W,8-4,8,4,4,win,20150131_sek0,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,Fullerton,fullerton,christianprado9qt0,Christian Prado
