date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Mar 5,home,Cerritos,W,7-4,7,4,3,win,20200305_2d66,0,0,0,0,0.0,,,,0.00,,,,2020,,Pasadena City,pasadenacity,jarensurdoi0r6,Jaren Surdo
Mar 3,home,Cerritos,L,6-5,6,5,1,win,20200303_5h55,0,0,0,0,0.0,,,,0.00,,,,2020,,Pasadena City,pasadenacity,jarensurdoi0r6,Jaren Surdo
Feb 27,home,Mt. San Antonio,L,7-6,7,6,1,win,20200227_ey9u,0,0,0,0,0.0,,,,0.00,,,,2020,,Pasadena City,pasadenacity,jarensurdoi0r6,Jaren Surdo
Feb 25,home,Mt. San Antonio,W,4-2,4,2,2,win,20200225_1e18,0,0,0,0,0.0,,,,0.00,,,,2020,,Pasadena City,pasadenacity,jarensurdoi0r6,Jaren Surdo
Feb 22,home,Rio Hondo,L,3-1,3,1,2,win,20200222_7yve,0,0,0,0,0.0,,,,0.00,,,,2020,,Pasadena City,pasadenacity,jarensurdoi0r6,Jaren Surdo
Feb 20,home,Rio Hondo,L,7-6,7,6,1,win,20200220_a2so,0,0,0,0,0.0,,,,0.00,,,,2020,,Pasadena City,pasadenacity,jarensurdoi0r6,Jaren Surdo
Feb 18,home,Rio Hondo,W,11-0,11,0,11,win,20200218_9hzq,0,0,0,0,0.0,,,,0.00,,,,2020,,Pasadena City,pasadenacity,jarensurdoi0r6,Jaren Surdo
Feb 15,home,Merced,W,6-3,6,3,3,win,20200215_lksl,0,0,0,0,0.0,,,,0.00,,,,2020,,Pasadena City,pasadenacity,jarensurdoi0r6,Jaren Surdo
Feb 13,home,Cypress,L,8-1,8,1,7,win,20200213_j6x0,0,0,0,0,0.0,,,,0.00,,,,2020,,Pasadena City,pasadenacity,jarensurdoi0r6,Jaren Surdo
Feb 12,home,Palomar,W,12-8,12,8,4,win,20200212_34zr,0,0,0,0,0.0,,,,0.00,,,,2020,,Pasadena City,pasadenacity,jarensurdoi0r6,Jaren Surdo
Feb 11,home,Desert,W,15-1,15,1,14,win,20200211_13ve,0,0,0,0,0.0,,,,0.00,,,,2020,,Pasadena City,pasadenacity,jarensurdoi0r6,Jaren Surdo
Feb 7,home,Desert,W,9-5,9,5,4,win,20200207_d4p9,0,0,0,0,0.0,,,,0.00,,,,2020,,Pasadena City,pasadenacity,jarensurdoi0r6,Jaren Surdo
Feb 1,home,LA Valley,L,18-11,18,11,7,win,20200201_07dr,0,0,0,0,0.0,,,,0.00,,,,2020,,Pasadena City,pasadenacity,jarensurdoi0r6,Jaren Surdo
Jan 30,home,LA Pierce,L,12-7,12,7,5,win,20200130_7tyw,0,0,0,0,0.0,,,,0.00,,,,2020,,Pasadena City,pasadenacity,jarensurdoi0r6,Jaren Surdo
