date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Mar 17,home,Folsom Lake,L,10-7,10,7,3,win,20230317_0o2p,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Sierra,sierra,masayukikawashimakt5d,Masayuki Kawashima
Mar 16,home,Folsom Lake,W,12-0,12,0,12,win,20230316_84lw,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Sierra,sierra,masayukikawashimakt5d,Masayuki Kawashima
Mar 15,home,Folsom Lake,W,10-5,10,5,5,win,20230315_4u6t,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Sierra,sierra,masayukikawashimakt5d,Masayuki Kawashima
Mar 9,home,Sacramento City,W,10-5,10,5,5,win,20230309_9va8,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Sierra,sierra,masayukikawashimakt5d,Masayuki Kawashima
Mar 8,home,Sacramento City,L,9-5,9,5,4,win,20230308_mgd0,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Sierra,sierra,masayukikawashimakt5d,Masayuki Kawashima
Mar 7,home,Sacramento City,W,7-6,7,6,1,win,20230307_mh9l,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Sierra,sierra,masayukikawashimakt5d,Masayuki Kawashima
Mar 2,home,Diablo Valley,L,5-3,5,3,2,win,20230302_uwtq,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Sierra,sierra,masayukikawashimakt5d,Masayuki Kawashima
Mar 1,home,Diablo Valley,L,3-0,3,0,3,win,20230301_o1bd,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Sierra,sierra,masayukikawashimakt5d,Masayuki Kawashima
Feb 18,home,Los Medanos,W,9-5,9,5,4,win,20230218_liuz,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Sierra,sierra,masayukikawashimakt5d,Masayuki Kawashima
Feb 17,home,Yuba,W,16-0,16,0,16,win,20230217_kwwh,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Sierra,sierra,masayukikawashimakt5d,Masayuki Kawashima
Feb 14,home,Laney,W,20-5,20,5,15,win,20230214_qb7g,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Sierra,sierra,masayukikawashimakt5d,Masayuki Kawashima
Feb 10,home,Cosumnes River,W,9-2,9,2,7,win,20230210_egbn,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Sierra,sierra,masayukikawashimakt5d,Masayuki Kawashima
Feb 3,home,Oxnard,W,19-3,19,3,16,win,20230203_xmlv,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Sierra,sierra,masayukikawashimakt5d,Masayuki Kawashima
