date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 27,home,Mt. San Jacinto,W,13-3,13,3,10,win,,,,,,,,,,,,,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Apr 26,home,Mt. San Jacinto,L,10-6,10,6,4,win,,,,,,,,,,,,,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Apr 24,home,Mt. San Jacinto,L,16-0,16,0,16,win,20180424_axx1,1,0,1,0,0.2,3,8,2,27.00,2,1,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Apr 14,home,Imperial Valley,W,20-8,20,8,12,win,20180414_pl59,0,0,0,0,0.0,,,,0.00,,,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Apr 14,home,Imperial Valley,W,13-4,13,4,9,win,,,,,,,,,,,,,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Apr 12,home,Imperial Valley,W,16-2,16,2,14,win,20180412_rzkx,1,1,0,0,7.0,4,1,0,0.00,1,7,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Apr 7,home,Desert,L,15-9,15,9,6,win,20180407_8sgj,0,0,0,0,1.0,2,,,0.00,,1,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Apr 5,home,Desert,W,9-4,9,4,5,win,20180405_5o3l,0,0,0,0,0.1,1,,,0.00,3,,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Apr 3,home,Desert,L,11-4,11,4,7,win,,,,,,,,,,,,,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Mar 31,home,Southwestern,L,7-6,7,6,1,win,,,,,,,,,,,,,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Mar 29,home,Southwestern,W,7-6,7,6,1,win,20180329_iopb,1,0,0,0,6.1,6,6,4,5.68,4,4,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Mar 28,home,Palomar,L,9-3,9,3,6,win,,,,,,,,,,,,,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Mar 27,home,Southwestern,L,7-6,7,6,1,win,,,,,,,,,,,,,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Mar 24,home,Palomar,L,3-0,3,0,3,win,,,,,,,,,,,,,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Mar 20,home,Palomar,W,8-7,8,7,1,win,20180320_8fl0,0,0,0,0,0.0,,1,1,INF,1,,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Mar 16,home,Grossmont,L,11-7,11,7,4,win,,,,,,,,,,,,,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Mar 15,home,Grossmont,L,11-9,11,9,2,win,,,,,,,,,,,,,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Mar 13,home,Grossmont,L,5-2,5,2,3,win,,,,,,,,,,,,,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Mar 12,home,San Diego City,W,10-6,10,6,4,win,20180312_1132,1,0,0,0,4.0,2,4,3,6.75,5,4,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Mar 8,home,San Diego City,W,14-0,14,0,14,win,,,,,,,,,,,,,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Mar 6,home,San Diego City,W,12-5,12,5,7,win,,,,,,,,,,,,,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Mar 5,home,San Diego Mesa,L,4-3,4,3,1,win,20180305_blns,0,0,0,0,0.0,1,,,0.00,,,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Mar 1,home,San Diego Mesa,L,8-6,8,6,2,win,20180301_6m8p,0,0,0,0,1.2,2,3,2,10.80,1,1,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Feb 28,home,San Diego Mesa,L,4-2,4,2,2,win,,,,,,,,,,,,,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Feb 24,home,Napa Valley,W,11-10,11,10,1,win,,,,,,,,,,,,,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
Feb 23,home,Napa Valley,L,4-3,4,3,1,win,,,,,,,,,,,,,,2018,,San Bernardino Valley,sanbernardinovalley,carlossernasf6yh,Carlos Sernas
