date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 23,home,Cerro Coso,L,14-7,14,7,7,win,20160423_58ro,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Victor Valley,victorvalley,greggiordanoznu6,Greg Giordano
Apr 21,home,Cerro Coso,L,11-10,11,10,1,win,20160421_i607,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Victor Valley,victorvalley,greggiordanoznu6,Greg Giordano
Apr 19,home,Cerro Coso,L,8-6,8,6,2,win,20160419_4nl1,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Victor Valley,victorvalley,greggiordanoznu6,Greg Giordano
Apr 16,home,Desert,L,7-2,7,2,5,win,20160416_9h20,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Victor Valley,victorvalley,greggiordanoznu6,Greg Giordano
Apr 14,home,Desert,L,17-2,17,2,15,win,20160414_8y4s,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Victor Valley,victorvalley,greggiordanoznu6,Greg Giordano
Apr 12,home,Desert,L,11-5,11,5,6,win,20160412_mzcu,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Victor Valley,victorvalley,greggiordanoznu6,Greg Giordano
Apr 9,home,San Bernardino,L,8-1,8,1,7,win,20160409_n4q2,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Victor Valley,victorvalley,greggiordanoznu6,Greg Giordano
Apr 7,home,San Bernardino,L,4-1,4,1,3,win,20160407_7g3j,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Victor Valley,victorvalley,greggiordanoznu6,Greg Giordano
Apr 5,home,San Bernardino,L,16-4,16,4,12,win,20160405_qd9b,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Victor Valley,victorvalley,greggiordanoznu6,Greg Giordano
Apr 2,home,Chaffey,L,20-2,20,2,18,win,20160402_bigf,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Victor Valley,victorvalley,greggiordanoznu6,Greg Giordano
Mar 31,home,Chaffey,L,11-9,11,9,2,win,20160331_amfg,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Victor Valley,victorvalley,greggiordanoznu6,Greg Giordano
Mar 29,home,Chaffey,L,23-3,23,3,20,win,20160329_p4qz,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Victor Valley,victorvalley,greggiordanoznu6,Greg Giordano
Mar 26,home,Rio Hondo,L,3-2,3,2,1,win,20160326_hfca,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Victor Valley,victorvalley,greggiordanoznu6,Greg Giordano
Mar 22,home,Rio Hondo,L,11-4,11,4,7,win,20160322_67j6,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Victor Valley,victorvalley,greggiordanoznu6,Greg Giordano
Mar 19,home,Barstow,L,11-5,11,5,6,win,20160319_yn74,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Victor Valley,victorvalley,greggiordanoznu6,Greg Giordano
