date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Mar 6,home,Feather River,L,4-2,4,2,2,win,20200306_pg4k,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Redwoods,redwoods,danielperez4izv,Daniel Perez
Mar 5,home,Feather River,L,17-3,17,3,14,win,20200305_udya,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Redwoods,redwoods,danielperez4izv,Daniel Perez
Feb 28,home,Butte,L,19-2,19,2,17,win,20200228_i4ux,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Redwoods,redwoods,danielperez4izv,Daniel Perez
Feb 28,home,Butte,L,4-0,4,0,4,win,20200228_g5f2,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Redwoods,redwoods,danielperez4izv,Daniel Perez
Feb 25,home,Mendocino,L,4-2,4,2,2,win,20200225_q7fu,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Redwoods,redwoods,danielperez4izv,Daniel Perez
Feb 22,home,Lassen,L,18-5,18,5,13,win,20200222_anzi,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Redwoods,redwoods,danielperez4izv,Daniel Perez
Feb 21,home,Lassen,L,16-1,16,1,15,win,20200221_tp3m,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Redwoods,redwoods,danielperez4izv,Daniel Perez
Feb 14,home,Los Medanos,L,14-5,14,5,9,win,20200214_g6nt,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Redwoods,redwoods,danielperez4izv,Daniel Perez
Feb 8,home,Modesto,L,7-0,7,0,7,win,20200208_zw2w,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Redwoods,redwoods,danielperez4izv,Daniel Perez
Feb 8,home,Modesto,L,11-7,11,7,4,win,20200208_gjar,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Redwoods,redwoods,danielperez4izv,Daniel Perez
Jan 31,home,Napa Valley,W,7-4,7,4,3,win,20200131_48jz,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Redwoods,redwoods,danielperez4izv,Daniel Perez
Jan 24,home,Mendocino,W,3-1,3,1,2,win,20200124_ejyk,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Redwoods,redwoods,danielperez4izv,Daniel Perez
Jan 24,home,Mendocino,W,5-3,5,3,2,win,20200124_dmhp,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Redwoods,redwoods,danielperez4izv,Daniel Perez
