date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 24,home,Shasta,L,13-5,13,5,8,win,20120424_osps,1,0,1,0,3.1,10,9,9,24.30,2,3,,2012,2011-12,Siskiyous,siskiyous,trentkinneyjzfy,Trent Kinney
Apr 21,home,Lassen,L,5-3,5,3,2,win,20120421_og8q,1,0,1,0,5.1,8,5,5,8.44,1,1,,2012,2011-12,Siskiyous,siskiyous,trentkinneyjzfy,Trent Kinney
Apr 17,home,Shasta,W,10-5,10,5,5,win,20120417_md2f,0,0,0,0,1.0,2,0,0,0.00,0,1,,2012,2011-12,Siskiyous,siskiyous,trentkinneyjzfy,Trent Kinney
Apr 9,home,Shasta,W,5-4,5,4,1,win,20120409_zcph,1,0,0,0,8.0,7,3,3,3.38,1,4,,2012,2011-12,Siskiyous,siskiyous,trentkinneyjzfy,Trent Kinney
Apr 7,home,Butte,L,7-5,7,5,2,win,20120407_6hje,0,0,1,0,2.0,3,3,3,13.50,1,2,,2012,2011-12,Siskiyous,siskiyous,trentkinneyjzfy,Trent Kinney
Mar 30,home,Lassen,L,7-3,7,3,4,win,20120330_0ot7,1,0,1,0,5.1,8,3,1,1.69,0,1,,2012,2011-12,Siskiyous,siskiyous,trentkinneyjzfy,Trent Kinney
Mar 23,home,Feather River,L,6-2,6,2,4,win,20120323_vrqj,1,0,1,0,7.0,10,3,3,3.86,1,1,1,2012,2011-12,Siskiyous,siskiyous,trentkinneyjzfy,Trent Kinney
Mar 3,home,Butte,L,7-6,7,6,1,win,20120303_q93r,0,0,1,0,0.1,2,1,1,27.00,0,0,,2012,2011-12,Siskiyous,siskiyous,trentkinneyjzfy,Trent Kinney
Mar 3,home,Butte,L,3-1,3,1,2,win,20120303_xto9,0,0,0,0,0.2,0,0,0,0.00,0,0,,2012,2011-12,Siskiyous,siskiyous,trentkinneyjzfy,Trent Kinney
Feb 25,home,Monterey,W,3-2,3,2,1,win,20120225_01ff,0,0,0,0,1.0,1,0,0,0.00,0,1,,2012,2011-12,Siskiyous,siskiyous,trentkinneyjzfy,Trent Kinney
Feb 24,home,Monterey,W,3-2,3,2,1,win,20120224_rm8a,0,0,0,0,3.0,2,1,1,3.00,0,2,1,2012,2011-12,Siskiyous,siskiyous,trentkinneyjzfy,Trent Kinney
Feb 17,home,Mendocino,L,8-2,8,2,6,win,20120216_urbr,0,0,0,0,1.0,1,1,0,0.00,0,0,,2012,2011-12,Siskiyous,siskiyous,trentkinneyjzfy,Trent Kinney
Feb 17,home,Mendocino,L,12-6,12,6,6,win,20120216_3a8j,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Siskiyous,siskiyous,trentkinneyjzfy,Trent Kinney
Feb 10,home,Barstow,L,17-0,17,0,17,win,20120210_367s,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Siskiyous,siskiyous,trentkinneyjzfy,Trent Kinney
Feb 4,home,Gavilan,L,7-6,7,6,1,win,20120204_nx5z,0,0,0,0,2.0,1,1,1,4.50,1,0,,2012,2011-12,Siskiyous,siskiyous,trentkinneyjzfy,Trent Kinney
Feb 3,home,Gavilan,L,6-1,6,1,5,win,20120203_i0ww,0,0,0,0,1.1,0,0,0,0.00,1,0,,2012,2011-12,Siskiyous,siskiyous,trentkinneyjzfy,Trent Kinney
