date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 7,home,El Camino,W,4-2,4,2,2,win,20230407_csym,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Santa Ana,santaana,marcschavoneeoyd,Marc Schavone
Apr 5,home,Long Beach,W,11-5,11,5,6,win,20230405_or86,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Santa Ana,santaana,marcschavoneeoyd,Marc Schavone
Mar 31,home,Irvine Valley,W,11-3,11,3,8,win,20230331_unzi,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Santa Ana,santaana,marcschavoneeoyd,Marc Schavone
Mar 28,home,Irvine Valley,W,10-2,10,2,8,win,20230328_mvhu,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Santa Ana,santaana,marcschavoneeoyd,Marc Schavone
Mar 25,home,Golden West,W,12-11,12,11,1,win,20230325_89dm,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Santa Ana,santaana,marcschavoneeoyd,Marc Schavone
Mar 23,home,Golden West,W,8-2,8,2,6,win,20230323_2jit,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Santa Ana,santaana,marcschavoneeoyd,Marc Schavone
Mar 9,home,Orange Coast,W,12-8,12,8,4,win,20230309_b4kv,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Santa Ana,santaana,marcschavoneeoyd,Marc Schavone
Mar 2,home,Glendale,W,13-10,13,10,3,win,20230302_1d4f,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Santa Ana,santaana,marcschavoneeoyd,Marc Schavone
Feb 28,home,Glendale,L,8-4,8,4,4,win,20230228_k8ce,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Santa Ana,santaana,marcschavoneeoyd,Marc Schavone
Feb 22,home,LA Valley,L,9-8,9,8,1,win,20230222_8a9z,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Santa Ana,santaana,marcschavoneeoyd,Marc Schavone
Feb 21,home,Canyons,W,6-0,6,0,6,win,20230221_dhun,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Santa Ana,santaana,marcschavoneeoyd,Marc Schavone
Feb 18,home,Canyons,W,11-4,11,4,7,win,20230218_262k,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Santa Ana,santaana,marcschavoneeoyd,Marc Schavone
Feb 14,home,East Los Angeles,W,7-1,7,1,6,win,20230214_4awh,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Santa Ana,santaana,marcschavoneeoyd,Marc Schavone
Feb 11,home,Cerritos,W,13-0,13,0,13,win,20230211_a4q0,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Santa Ana,santaana,marcschavoneeoyd,Marc Schavone
Feb 9,home,Cerritos,L,5-4,5,4,1,win,20230209_u9ax,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Santa Ana,santaana,marcschavoneeoyd,Marc Schavone
Feb 7,home,Compton,W,21-6,21,6,15,win,20230207_c2op,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Santa Ana,santaana,marcschavoneeoyd,Marc Schavone
Feb 4,home,Oxnard,W,15-5,15,5,10,win,20230204_mrwq,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Santa Ana,santaana,marcschavoneeoyd,Marc Schavone
Feb 3,home,Reedley,L,9-8,9,8,1,win,20230203_6qcd,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Santa Ana,santaana,marcschavoneeoyd,Marc Schavone
Feb 2,home,Sierra,L,8-4,8,4,4,win,20230202_cepd,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Santa Ana,santaana,marcschavoneeoyd,Marc Schavone
Jan 31,home,East Los Angeles,W,10-0,10,0,10,win,20230131_8lnd,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Santa Ana,santaana,marcschavoneeoyd,Marc Schavone
Jan 28,home,San Diego Mesa,L,10-9,10,9,1,win,20230128_j1qk,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Santa Ana,santaana,marcschavoneeoyd,Marc Schavone
Jan 27,home,San Diego Mesa,W,12-8,12,8,4,win,20230127_pjow,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Santa Ana,santaana,marcschavoneeoyd,Marc Schavone
