date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 23,home,East Los Angeles,W,10-4,10,4,6,win,20150423_tten,0,0,0,0,0.0,,,,0.00,,,,2015,,El Camino,elcamino,zachdecuitusjmb9,Zach Decuitus
Apr 18,home,Cerritos,L,7-6,7,6,1,win,20150418_a4y6,0,0,0,0,0.0,,,,0.00,,,,2015,,El Camino,elcamino,zachdecuitusjmb9,Zach Decuitus
Apr 16,home,Cerritos,L,10-2,10,2,8,win,20150416_e5ss,0,0,0,0,0.0,,,,0.00,,,,2015,,El Camino,elcamino,zachdecuitusjmb9,Zach Decuitus
Apr 11,home,LA Harbor,W,6-4,6,4,2,win,20150411_3bs3,0,0,0,0,0.0,,,,0.00,,,,2015,,El Camino,elcamino,zachdecuitusjmb9,Zach Decuitus
Apr 9,home,LA Harbor,W,10-9,10,9,1,win,20150409_93rf,0,0,0,0,0.0,,,,0.00,,,,2015,,El Camino,elcamino,zachdecuitusjmb9,Zach Decuitus
Apr 1,home,Antelope Valley,W,7-0,7,0,7,win,20150401_w7xb,0,0,0,0,0.0,,,,0.00,,,,2015,,El Camino,elcamino,zachdecuitusjmb9,Zach Decuitus
Mar 24,home,Mt. San Antonio,W,6-5,6,5,1,win,20150324_8nom,0,0,0,0,0.0,,,,0.00,,,,2015,,El Camino,elcamino,zachdecuitusjmb9,Zach Decuitus
Mar 21,home,Pasadena,W,14-4,14,4,10,win,20150321_mllw,0,0,0,0,0.0,,,,0.00,,,,2015,,El Camino,elcamino,zachdecuitusjmb9,Zach Decuitus
Mar 19,home,Pasadena,W,10-2,10,2,8,win,20150319_p5xk,0,0,0,0,0.0,,,,0.00,,,,2015,,El Camino,elcamino,zachdecuitusjmb9,Zach Decuitus
Mar 12,home,El Camino-Compton Center,L,11-10,11,10,1,win,20150312_h8tp,0,0,0,0,0.0,,,,0.00,,,,2015,,El Camino,elcamino,zachdecuitusjmb9,Zach Decuitus
Mar 10,home,El Camino-Compton Center,L,13-11,13,11,2,win,20150310_9sd1,0,0,0,0,0.0,,,,0.00,,,,2015,,El Camino,elcamino,zachdecuitusjmb9,Zach Decuitus
Mar 7,home,Long Beach,L,7-2,7,2,5,win,20150307_wttl,0,0,0,0,0.0,,,,0.00,,,,2015,,El Camino,elcamino,zachdecuitusjmb9,Zach Decuitus
Mar 5,home,Long Beach,L,8-6,8,6,2,win,20150305_yiwz,0,0,0,0,0.0,,,,0.00,,,,2015,,El Camino,elcamino,zachdecuitusjmb9,Zach Decuitus
Mar 3,home,Long Beach,L,5-4,5,4,1,win,20150303_f75j,0,0,0,0,0.0,,,,0.00,,,,2015,,El Camino,elcamino,zachdecuitusjmb9,Zach Decuitus
Feb 19,home,Imperial Valley,W,5-3,5,3,2,win,20150219_500q,0,0,0,0,0.0,,,,0.00,,,,2015,,El Camino,elcamino,zachdecuitusjmb9,Zach Decuitus
Feb 14,home,San Bernardino,W,5-3,5,3,2,win,20150214_oxs8,0,0,0,0,0.0,,,,0.00,,,,2015,,El Camino,elcamino,zachdecuitusjmb9,Zach Decuitus
Feb 12,home,San Bernardino,W,5-0,5,0,5,win,20150212_2rez,0,0,0,0,0.0,,,,0.00,,,,2015,,El Camino,elcamino,zachdecuitusjmb9,Zach Decuitus
Feb 10,home,San Bernardino,W,16-3,16,3,13,win,20150210_8ekt,0,0,0,0,0.0,,,,0.00,,,,2015,,El Camino,elcamino,zachdecuitusjmb9,Zach Decuitus
Feb 7,home,LA Mission,W,3-1,3,1,2,win,20150207_au16,0,0,0,0,0.0,,,,0.00,,,,2015,,El Camino,elcamino,zachdecuitusjmb9,Zach Decuitus
Feb 5,home,Southwestern,L,5-2,5,2,3,win,20150205_5r9o,0,0,0,0,0.0,,,,0.00,,,,2015,,El Camino,elcamino,zachdecuitusjmb9,Zach Decuitus
Jan 31,home,Porterville,W,9-1,9,1,8,win,20150131_zyby,0,0,0,0,0.0,,,,0.00,,,,2015,,El Camino,elcamino,zachdecuitusjmb9,Zach Decuitus
