date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 26,home,Glendale,L,8-6,8,6,2,win,,,,,,,,,,,,,,2012,2011-12,LA Mission,lamission,rynekahikina0jy1,Ryne Kahikina
Apr 24,home,Glendale,L,7-3,7,3,4,win,20120424_qkss,1,0,1,0,6.0,7,6,5,7.50,4,4,,2012,2011-12,LA Mission,lamission,rynekahikina0jy1,Ryne Kahikina
Apr 21,home,West LA,W,10-3,10,3,7,win,,,,,,,,,,,,,,2012,2011-12,LA Mission,lamission,rynekahikina0jy1,Ryne Kahikina
Apr 19,home,West LA,W,6-5,6,5,1,win,,,,,,,,,,,,,,2012,2011-12,LA Mission,lamission,rynekahikina0jy1,Ryne Kahikina
Apr 17,home,Bakersfield,W,1-0,1,0,1,win,20120417_hx62,1,1,0,0,8.0,5,0,0,0.00,4,7,,2012,2011-12,LA Mission,lamission,rynekahikina0jy1,Ryne Kahikina
Apr 14,home,Bakersfield,L,4-3,4,3,1,win,,,,,,,,,,,,,,2012,2011-12,LA Mission,lamission,rynekahikina0jy1,Ryne Kahikina
Apr 12,home,LA Valley,L,7-1,7,1,6,win,,,,,,,,,,,,,,2012,2011-12,LA Mission,lamission,rynekahikina0jy1,Ryne Kahikina
Apr 10,home,LA Valley,W,5-4,5,4,1,win,20120410_jkd4,1,1,0,0,6.1,4,4,3,4.26,7,5,,2012,2011-12,LA Mission,lamission,rynekahikina0jy1,Ryne Kahikina
Apr 6,home,LA Harbor,W,7-2,7,2,5,win,,,,,,,,,,,,,,2012,2011-12,LA Mission,lamission,rynekahikina0jy1,Ryne Kahikina
Apr 5,home,LA Harbor,W,9-8,9,8,1,win,,,,,,,,,,,,,,2012,2011-12,LA Mission,lamission,rynekahikina0jy1,Ryne Kahikina
Apr 4,home,LA Harbor,L,4-3,4,3,1,win,20120404_x0xc,1,0,0,0,7.0,7,0,0,0.00,1,4,,2012,2011-12,LA Mission,lamission,rynekahikina0jy1,Ryne Kahikina
Mar 31,home,LA Pierce,W,6-4,6,4,2,win,,,,,,,,,,,,,,2012,2011-12,LA Mission,lamission,rynekahikina0jy1,Ryne Kahikina
Mar 29,home,LA Pierce,W,2-1,2,1,1,win,,,,,,,,,,,,,,2012,2011-12,LA Mission,lamission,rynekahikina0jy1,Ryne Kahikina
Mar 27,home,Citrus,W,9-5,9,5,4,win,20120327_6ho9,1,0,0,0,6.0,7,5,5,7.50,1,8,2,2012,2011-12,LA Mission,lamission,rynekahikina0jy1,Ryne Kahikina
Mar 24,home,Citrus,L,10-3,10,3,7,win,,,,,,,,,,,,,,2012,2011-12,LA Mission,lamission,rynekahikina0jy1,Ryne Kahikina
Mar 22,home,Canyons,W,6-2,6,2,4,win,,,,,,,,,,,,,,2012,2011-12,LA Mission,lamission,rynekahikina0jy1,Ryne Kahikina
Mar 21,home,Glendale,L,7-1,7,1,6,win,20120321_70mp,1,0,1,0,4.0,4,6,6,13.50,9,2,,2012,2011-12,LA Mission,lamission,rynekahikina0jy1,Ryne Kahikina
Mar 20,home,Canyons,L,7-4,7,4,3,win,,,,,,,,,,,,,,2012,2011-12,LA Mission,lamission,rynekahikina0jy1,Ryne Kahikina
Mar 15,home,West LA,W,8-1,8,1,7,win,,,,,,,,,,,,,,2012,2011-12,LA Mission,lamission,rynekahikina0jy1,Ryne Kahikina
Mar 13,home,Bakersfield,W,5-4,5,4,1,win,,,,,,,,,,,,,,2012,2011-12,LA Mission,lamission,rynekahikina0jy1,Ryne Kahikina
