date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
May 6,home,Sierra,L,10-9,10,9,1,win,20120506_gtir,0,0,0,0,1.1,3,1,1,6.75,0,1,1,2012,2011-12,Laney,laney,ianbarwicksifo,Ian Barwick
May 5,home,Sierra,L,4-2,4,2,2,win,,,,,,,,,,,,,,2012,2011-12,Laney,laney,ianbarwicksifo,Ian Barwick
Apr 26,home,Solano,W,10-5,10,5,5,win,,,,,,,,,,,,,,2012,2011-12,Laney,laney,ianbarwicksifo,Ian Barwick
Apr 24,home,Solano,W,8-2,8,2,6,win,,,,,,,,,,,,,,2012,2011-12,Laney,laney,ianbarwicksifo,Ian Barwick
Apr 21,home,Napa,W,13-2,13,2,11,win,,,,,,,,,,,,,,2012,2011-12,Laney,laney,ianbarwicksifo,Ian Barwick
Apr 19,home,Napa,L,11-5,11,5,6,win,,,,,,,,,,,,,,2012,2011-12,Laney,laney,ianbarwicksifo,Ian Barwick
Apr 17,home,Contra Costa,W,2-0,2,0,2,win,,,,,,,,,,,,,,2012,2011-12,Laney,laney,ianbarwicksifo,Ian Barwick
Apr 14,home,Contra Costa,W,3-2,3,2,1,win,,,,,,,,,,,,,,2012,2011-12,Laney,laney,ianbarwicksifo,Ian Barwick
Apr 12,home,Yuba,W,8-5,8,5,3,win,20120412_r73a,1,1,0,0,4.2,4,2,2,3.86,4,1,,2012,2011-12,Laney,laney,ianbarwicksifo,Ian Barwick
Apr 10,home,Yuba,W,10-4,10,4,6,win,,,,,,,,,,,,,,2012,2011-12,Laney,laney,ianbarwicksifo,Ian Barwick
Apr 5,home,Los Medanos,W,11-6,11,6,5,win,20120405_2w98,1,0,0,0,5.0,6,3,3,5.40,1,2,,2012,2011-12,Laney,laney,ianbarwicksifo,Ian Barwick
Apr 3,home,Los Medanos,W,6-1,6,1,5,win,,,,,,,,,,,,,,2012,2011-12,Laney,laney,ianbarwicksifo,Ian Barwick
Apr 2,home,Contra Costa,W,13-10,13,10,3,win,,,,,,,,,,,,,,2012,2011-12,Laney,laney,ianbarwicksifo,Ian Barwick
Mar 31,home,Mendocino,W,7-1,7,1,6,win,,,,,,,,,,,,,,2012,2011-12,Laney,laney,ianbarwicksifo,Ian Barwick
Mar 31,home,Mendocino,W,8-3,8,3,5,win,,,,,,,,,,,,,,2012,2011-12,Laney,laney,ianbarwicksifo,Ian Barwick
Mar 30,home,Marin,W,12-2,12,2,10,win,20120330_7u5r,1,1,0,0,8.0,6,1,1,1.13,1,5,,2012,2011-12,Laney,laney,ianbarwicksifo,Ian Barwick
Mar 23,home,Marin,W,3-2,3,2,1,win,,,,,,,,,,,,,,2012,2011-12,Laney,laney,ianbarwicksifo,Ian Barwick
Mar 22,home,Solano,L,4-1,4,1,3,win,20120322_6co6,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Laney,laney,ianbarwicksifo,Ian Barwick
Mar 20,home,Napa,W,7-2,7,2,5,win,20120320_t54h,1,1,0,0,5.0,5,2,2,3.60,6,3,,2012,2011-12,Laney,laney,ianbarwicksifo,Ian Barwick
