date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
May 28,home,Santa Rosa,L,8-5,8,5,3,win,,,,,,,,,,,,,,2017,,El Camino,elcamino,dimitremcfieldbmcw,Dimitre McField
May 28,home,Ohlone,W,6-1,6,1,5,win,,,,,,,,,,,,,,2017,,El Camino,elcamino,dimitremcfieldbmcw,Dimitre McField
May 27,home,Santa Rosa,L,5-2,5,2,3,win,,,,,,,,,,,,,,2017,,El Camino,elcamino,dimitremcfieldbmcw,Dimitre McField
May 21,home,Orange Coast,W,9-5,9,5,4,win,,,,,,,,,,,,,,2017,,El Camino,elcamino,dimitremcfieldbmcw,Dimitre McField
May 20,home,Orange Coast,W,10-8,10,8,2,win,,,,,,,,,,,,,,2017,,El Camino,elcamino,dimitremcfieldbmcw,Dimitre McField
May 19,home,Orange Coast,L,5-4,5,4,1,win,,,,,,,,,,,,,,2017,,El Camino,elcamino,dimitremcfieldbmcw,Dimitre McField
May 13,home,Pasadena City,W,9-2,9,2,7,win,,,,,,,,,,,,,,2017,,El Camino,elcamino,dimitremcfieldbmcw,Dimitre McField
May 12,home,Pasadena City,W,8-1,8,1,7,win,,,,,,,,,,,,,,2017,,El Camino,elcamino,dimitremcfieldbmcw,Dimitre McField
May 6,home,Glendale,W,20-8,20,8,12,win,,,,,,,,,,,,,,2017,,El Camino,elcamino,dimitremcfieldbmcw,Dimitre McField
May 6,home,Glendale,L,6-2,6,2,4,win,,,,,,,,,,,,,,2017,,El Camino,elcamino,dimitremcfieldbmcw,Dimitre McField
May 5,home,Glendale,W,3-1,3,1,2,win,,,,,,,,,,,,,,2017,,El Camino,elcamino,dimitremcfieldbmcw,Dimitre McField
Apr 28,home,Long Beach,L,20-14,20,14,6,win,,,,,,,,,,,,,,2017,,El Camino,elcamino,dimitremcfieldbmcw,Dimitre McField
