date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Mar 9,home,Mt. San Antonio,L,17-1,17,1,16,win,20200309_7jrv,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Compton,compton,franciscoguzmansem3,Francisco Guzman
Mar 7,home,Rio Hondo,L,5-2,5,2,3,win,20200307_33lv,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Compton,compton,franciscoguzmansem3,Francisco Guzman
Mar 5,home,Rio Hondo,L,3-2,3,2,1,win,20200305_8mmt,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Compton,compton,franciscoguzmansem3,Francisco Guzman
Feb 29,home,LA Valley,L,14-0,14,0,14,win,20200229_18k9,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Compton,compton,franciscoguzmansem3,Francisco Guzman
Feb 28,home,San Diego City,L,15-3,15,3,12,win,20200228_om3k,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Compton,compton,franciscoguzmansem3,Francisco Guzman
Feb 27,home,Irvine Valley,L,16-0,16,0,16,win,20200227_iin9,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Compton,compton,franciscoguzmansem3,Francisco Guzman
Feb 25,home,Bakersfield,L,14-10,14,10,4,win,20200225_apql,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Compton,compton,franciscoguzmansem3,Francisco Guzman
Feb 24,home,Long Beach,L,11-3,11,3,8,win,20200224_moco,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Compton,compton,franciscoguzmansem3,Francisco Guzman
Feb 18,home,Long Beach,L,19-1,19,1,18,win,20200218_k3rf,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Compton,compton,franciscoguzmansem3,Francisco Guzman
Feb 15,home,San Francisco,W,7-2,7,2,5,win,20200215_f2zn,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Compton,compton,franciscoguzmansem3,Francisco Guzman
Feb 11,home,San Bernardino Valley,L,4-2,4,2,2,win,20200211_koqu,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Compton,compton,franciscoguzmansem3,Francisco Guzman
Feb 7,home,Fullerton,L,11-6,11,6,5,win,20200207_d3hh,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Compton,compton,franciscoguzmansem3,Francisco Guzman
Jan 30,home,Imperial Valley,L,12-7,12,7,5,win,20200130_zn7h,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Compton,compton,franciscoguzmansem3,Francisco Guzman
Jan 28,home,San Bernardino Valley,L,18-8,18,8,10,win,20200128_a3kl,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,Compton,compton,franciscoguzmansem3,Francisco Guzman
