date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 25,home,Pasadena City,L,9-3,9,3,6,win,20190425_fkgi,0,0,0,0,5.0,4,3,1,1.80,2,1,,2019,2018-19,Cerritos,cerritos,anthonygonzalezjr6s5o,"Anthony Gonzalez, Jr."
Apr 19,home,Bakersfield,L,10-1,10,1,9,win,20190419_jm0r,0,0,0,0,5.0,6,1,1,1.80,4,5,,2019,2018-19,Cerritos,cerritos,anthonygonzalezjr6s5o,"Anthony Gonzalez, Jr."
Apr 17,home,Fresno City,W,6-5,6,5,1,win,20190417_eiom,0,1,0,0,1.0,0,0,0,0.00,0,2,,2019,2018-19,Cerritos,cerritos,anthonygonzalezjr6s5o,"Anthony Gonzalez, Jr."
Apr 15,home,Golden West,L,11-5,11,5,6,win,20190415_diyt,0,0,0,0,2.0,5,2,,0.00,,2,,2019,2018-19,Cerritos,cerritos,anthonygonzalezjr6s5o,"Anthony Gonzalez, Jr."
Apr 9,home,Long Beach,L,13-9,13,9,4,win,20190409_2fn1,0,0,1,0,3.2,10,5,5,12.27,1,1,,2019,2018-19,Cerritos,cerritos,anthonygonzalezjr6s5o,"Anthony Gonzalez, Jr."
Apr 6,home,Compton,L,6-2,6,2,4,win,20190406_a9ev,0,0,0,0,1.0,2,2,2,18.00,2,,1,2019,2018-19,Cerritos,cerritos,anthonygonzalezjr6s5o,"Anthony Gonzalez, Jr."
Apr 4,home,Compton,W,22-17,22,17,5,win,20190404_l0f5,0,0,0,0,1.0,0,0,0,0.00,1,0,,2019,2018-19,Cerritos,cerritos,anthonygonzalezjr6s5o,"Anthony Gonzalez, Jr."
Apr 2,home,Compton,L,13-8,13,8,5,win,20190402_mste,0,0,0,0,2.0,1,0,0,0.00,0,1,,2019,2018-19,Cerritos,cerritos,anthonygonzalezjr6s5o,"Anthony Gonzalez, Jr."
Mar 28,home,LA Harbor,L,15-10,15,10,5,win,20190328_fa6a,0,0,0,0,2.1,5,4,4,15.43,1,1,,2019,2018-19,Cerritos,cerritos,anthonygonzalezjr6s5o,"Anthony Gonzalez, Jr."
Mar 26,home,LA Harbor,L,14-5,14,5,9,win,20190326_3bfi,0,0,0,0,1.0,0,0,0,0.00,0,0,,2019,2018-19,Cerritos,cerritos,anthonygonzalezjr6s5o,"Anthony Gonzalez, Jr."
Mar 21,home,El Camino,L,12-1,12,1,11,win,20190321_pfb1,1,0,1,0,2.1,8,6,5,19.29,3,1,,2019,2018-19,Cerritos,cerritos,anthonygonzalezjr6s5o,"Anthony Gonzalez, Jr."
Mar 16,home,Rio Hondo,L,13-2,13,2,11,win,20190316_pmgs,0,0,0,0,2.1,4,3,3,11.57,2,2,,2019,2018-19,Cerritos,cerritos,anthonygonzalezjr6s5o,"Anthony Gonzalez, Jr."
Mar 14,home,Rio Hondo,L,9-6,9,6,3,win,20190314_xk92,0,0,0,0,1.2,2,,,0.00,,2,,2019,2018-19,Cerritos,cerritos,anthonygonzalezjr6s5o,"Anthony Gonzalez, Jr."
Mar 12,home,Mt. San Antonio,L,3-1,3,1,2,win,20190312_90y0,0,0,0,0,1.0,2,1,1,9.00,0,0,,2019,2018-19,Cerritos,cerritos,anthonygonzalezjr6s5o,"Anthony Gonzalez, Jr."
Mar 9,home,Mt. San Antonio,W,13-11,13,11,2,win,20190309_wqp7,0,1,0,0,4.1,7,4,3,6.23,1,,1,2019,2018-19,Cerritos,cerritos,anthonygonzalezjr6s5o,"Anthony Gonzalez, Jr."
Feb 26,home,Santa Ana,L,10-5,10,5,5,win,20190226_cc7g,0,0,0,0,1.0,,,,0.00,1,,,2019,2018-19,Cerritos,cerritos,anthonygonzalezjr6s5o,"Anthony Gonzalez, Jr."
Feb 22,home,Canyons,L,9-4,9,4,5,win,20190222_x8wa,1,0,1,0,5.0,8,5,5,9.00,0,2,1,2019,2018-19,Cerritos,cerritos,anthonygonzalezjr6s5o,"Anthony Gonzalez, Jr."
Feb 12,home,Golden West,L,12-1,12,1,11,win,20190212_27ur,1,0,1,0,4.0,4,3,3,6.75,5,3,,2019,2018-19,Cerritos,cerritos,anthonygonzalezjr6s5o,"Anthony Gonzalez, Jr."
Jan 30,home,Glendale,L,20-6,20,6,14,win,20190130_9mzi,0,0,0,0,1.0,4,4,4,36.00,1,1,,2019,2018-19,Cerritos,cerritos,anthonygonzalezjr6s5o,"Anthony Gonzalez, Jr."
