date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 19,home,Laney,L,7-5,7,5,2,win,20160419_c590,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Apr 11,home,Mendocino,L,5-0,5,0,5,win,20160411_5lav,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Apr 7,home,Mendocino,W,8-5,8,5,3,win,20160407_fpq8,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Apr 5,home,Contra Costa,W,4-2,4,2,2,win,20160405_owqo,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Apr 2,home,Contra Costa,L,6-5,6,5,1,win,20160402_0n99,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Mar 31,home,Napa,W,5-2,5,2,3,win,20160331_4s8n,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Mar 29,home,Napa,W,10-1,10,1,9,win,20160329_9w7u,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Mar 24,home,Los Medanos,L,4-0,4,0,4,win,20160324_2tsz,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Mar 23,home,Marin,L,6-5,6,5,1,win,20160323_l43x,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Mar 19,home,Marin,L,5-4,5,4,1,win,20160319_g2f6,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Mar 17,home,Laney,W,7-2,7,2,5,win,20160317_iqha,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Mar 15,home,Laney,L,5-1,5,1,4,win,20160315_1uoj,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Mar 10,home,Folsom Lake,L,6-2,6,2,4,win,20160310_drii,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Mar 9,home,Yuba,W,3-1,3,1,2,win,20160309_4qd5,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Mar 8,home,Yuba,W,6-2,6,2,4,win,20160308_bzg7,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Mar 3,home,Chabot,L,13-9,13,9,4,win,20160303_cpna,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Feb 27,home,Ohlone,L,3-1,3,1,2,win,20160227_qaa0,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Feb 25,home,Ohlone,W,11-4,11,4,7,win,20160225_xptr,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Feb 20,home,Santa Rosa,L,7-1,7,1,6,win,20160220_jq8u,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Feb 19,home,Santa Rosa,L,9-3,9,3,6,win,20160219_zxrn,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Feb 16,home,American River,W,9-7,9,7,2,win,20160216_w9al,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Feb 11,home,San Joaquin Delta,L,21-3,21,3,18,win,20160211_f0c4,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Feb 9,home,American River,W,6-5,6,5,1,win,20160209_ejev,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Feb 6,home,San Mateo,L,9-8,9,8,1,win,20160206_8l5g,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Feb 4,home,San Mateo,L,16-3,16,3,13,win,20160204_aapm,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
Jan 28,home,Canada,L,6-2,6,2,4,win,20160128_a5kd,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,Solano,solano,michaeldriscolltni2,Michael Driscoll
