date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
May 27,home,Sacramento City,L,7-6,7,6,1,win,20190527_2oa5,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
May 25,home,El Camino,L,5-3,5,3,2,win,20190525_ncbk,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
May 18,home,Los Medanos,W,10-5,10,5,5,win,20190518_9zfs,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
May 17,home,Los Medanos,W,10-4,10,4,6,win,20190517_pkgf,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
May 10,home,Cosumnes River,W,11-7,11,7,4,win,20190510_eomw,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
May 9,home,Cosumnes River,W,12-3,12,3,9,win,20190509_de3o,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
May 4,home,Monterey Peninsula,W,12-1,12,1,11,win,20190504_7642,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
May 3,home,Monterey Peninsula,W,12-2,12,2,10,win,20190503_f54h,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Apr 26,home,Modesto,W,8-2,8,2,6,win,20190426_wqdg,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Apr 25,home,Modesto,L,6-3,6,3,3,win,20190425_9wlf,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Apr 23,home,Modesto,W,7-1,7,1,6,win,20190423_an7f,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Apr 20,home,Cosumnes River,W,33-16,33,16,17,win,20190420_cwat,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Apr 18,home,Cosumnes River,W,18-3,18,3,15,win,20190418_fet1,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Apr 16,home,Cosumnes River,W,8-5,8,5,3,win,20190416_5dvb,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Apr 11,home,American River,W,10-2,10,2,8,win,20190411_ujot,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Apr 9,home,American River,W,10-7,10,7,3,win,20190409_xnec,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Apr 6,home,Folsom Lake,W,18-4,18,4,14,win,20190406_q6uc,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Apr 4,home,Folsom Lake,W,11-5,11,5,6,win,20190404_u28r,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Apr 2,home,Folsom Lake,W,16-7,16,7,9,win,20190402_qozs,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Mar 29,home,Sierra,L,7-6,7,6,1,win,20190329_b8q9,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Mar 28,home,Sierra,W,7-4,7,4,3,win,20190328_tefl,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Mar 26,home,Sierra,L,5-3,5,3,2,win,20190326_33ro,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Mar 23,home,Sacramento City,W,8-0,8,0,8,win,20190323_rfcn,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Mar 21,home,Sacramento City,W,7-1,7,1,6,win,20190321_s3xz,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Mar 15,home,Cabrillo,W,8-5,8,5,3,win,20190315_nzjt,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Mar 14,home,Cabrillo,W,11-3,11,3,8,win,20190314_h8vy,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Mar 12,home,Cabrillo,W,9-3,9,3,6,win,20190312_2i79,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Mar 10,home,Diablo Valley,W,20-7,20,7,13,win,20190310_bgsq,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Mar 5,home,Diablo Valley,L,7-2,7,2,5,win,20190305_wt2h,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Mar 1,home,Santa Rosa,L,12-3,12,3,9,win,20190301_aine,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Feb 28,home,Santa Rosa,W,5-4,5,4,1,win,20190228_u9o0,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
Feb 27,home,Santa Rosa,W,8-6,8,6,2,win,20190227_c0ux,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,San Joaquin Delta,sanjoaquindelta,blakedickmane8kk,Blake Dickman
