date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 24,home,Moorpark,L,5-3,5,3,2,win,20120424_fosh,0,0,0,0,0.0,,,,0.00,,,,2012,,Ventura,ventura,westonmiyasakizjyh,Weston Miyasaki
Apr 21,home,Moorpark,W,7-2,7,2,5,win,20120421_tnc8,0,0,0,0,0.0,,,,0.00,,,,2012,,Ventura,ventura,westonmiyasakizjyh,Weston Miyasaki
Apr 17,home,Oxnard,L,9-2,9,2,7,win,20120417_5zuv,0,0,0,0,0.0,,,,0.00,,,,2012,,Ventura,ventura,westonmiyasakizjyh,Weston Miyasaki
Apr 12,home,Santa Barbara,L,5-2,5,2,3,win,20120412_i95r,0,0,0,0,0.0,,,,0.00,,,,2012,,Ventura,ventura,westonmiyasakizjyh,Weston Miyasaki
Apr 5,home,Porterville,W,6-2,6,2,4,win,20120405_psij,0,0,0,0,0.0,,,,0.00,,,,2012,,Ventura,ventura,westonmiyasakizjyh,Weston Miyasaki
Apr 5,home,Porterville,W,5-3,5,3,2,win,20120405_gns9,0,0,0,0,0.0,,,,0.00,,,,2012,,Ventura,ventura,westonmiyasakizjyh,Weston Miyasaki
Mar 29,home,Allan Hancock,L,4-0,4,0,4,win,20120329_0u3a,0,0,0,0,0.0,,,,0.00,,,,2012,,Ventura,ventura,westonmiyasakizjyh,Weston Miyasaki
Mar 15,home,Oxnard,W,4-1,4,1,3,win,20120315_jm0o,0,0,0,0,0.0,,,,0.00,,,,2012,,Ventura,ventura,westonmiyasakizjyh,Weston Miyasaki
Mar 13,home,Santa Barbara,W,4-2,4,2,2,win,20120313_jdy6,0,0,0,0,0.0,,,,0.00,,,,2012,,Ventura,ventura,westonmiyasakizjyh,Weston Miyasaki
Mar 10,home,Santa Barbara,W,5-4,5,4,1,win,20120310_0x8r,0,0,0,0,0.0,,,,0.00,,,,2012,,Ventura,ventura,westonmiyasakizjyh,Weston Miyasaki
Mar 8,home,Allan Hancock,L,9-3,9,3,6,win,20120308_fvj7,0,0,0,0,0.0,,,,0.00,,,,2012,,Ventura,ventura,westonmiyasakizjyh,Weston Miyasaki
Mar 6,home,Allan Hancock,L,6-4,6,4,2,win,20120306_wui4,0,0,0,0,0.0,,,,0.00,,,,2012,,Ventura,ventura,westonmiyasakizjyh,Weston Miyasaki
Mar 3,home,Mt. San Antonio,L,9-6,9,6,3,win,20120303_y22r,0,0,0,0,0.0,,,,0.00,,,,2012,,Ventura,ventura,westonmiyasakizjyh,Weston Miyasaki
Mar 1,home,LA Valley,W,15-6,15,6,9,win,20120301_9dnk,0,0,0,0,0.0,,,,0.00,,,,2012,,Ventura,ventura,westonmiyasakizjyh,Weston Miyasaki
Feb 25,home,Compton,W,11-2,11,2,9,win,20120225_y4m6,0,0,0,0,0.0,,,,0.00,,,,2012,,Ventura,ventura,westonmiyasakizjyh,Weston Miyasaki
Feb 24,home,LA Mission,W,7-6,7,6,1,win,20120224_cf4b,0,0,0,0,0.0,,,,0.00,,,,2012,,Ventura,ventura,westonmiyasakizjyh,Weston Miyasaki
Feb 23,home,LA Pierce,W,5-0,5,0,5,win,20120223_fpm1,0,0,0,0,0.0,,,,0.00,,,,2012,,Ventura,ventura,westonmiyasakizjyh,Weston Miyasaki
Feb 21,home,LA Pierce,W,6-4,6,4,2,win,20120221_3igv,0,0,0,0,0.0,,,,0.00,,,,2012,,Ventura,ventura,westonmiyasakizjyh,Weston Miyasaki
Feb 11,home,Mt. San Antonio,L,3-2,3,2,1,win,20120211_rwgo,0,0,0,0,0.0,,,,0.00,,,,2012,,Ventura,ventura,westonmiyasakizjyh,Weston Miyasaki
Feb 10,home,Santa Ana,L,8-6,8,6,2,win,20120210_swmf,0,0,0,0,0.0,,,,0.00,,,,2012,,Ventura,ventura,westonmiyasakizjyh,Weston Miyasaki
Feb 9,home,Mt. San Antonio,L,5-4,5,4,1,win,20120209_2grd,0,0,0,0,0.0,,,,0.00,,,,2012,,Ventura,ventura,westonmiyasakizjyh,Weston Miyasaki
Feb 4,home,Palomar,W,13-8,13,8,5,win,20120204_ezbg,0,0,0,0,0.0,,,,0.00,,,,2012,,Ventura,ventura,westonmiyasakizjyh,Weston Miyasaki
