date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
May 21,home,Folsom Lake,L,4-3,4,3,1,win,20220521_r874,0,0,0,0,1.1,2,1,1,6.75,2,1,,2022,,San Joaquin Delta,sanjoaquindelta,wilburberrios06ho,Wilbur Berrios
May 20,home,Folsom Lake,L,5-4,5,4,1,win,20220520_0j1b,0,0,0,0,0.1,,,,0.00,,,,2022,,San Joaquin Delta,sanjoaquindelta,wilburberrios06ho,Wilbur Berrios
May 7,home,Sierra,L,16-5,16,5,11,win,20220507_npg8,0,0,0,0,0.2,3,2,2,27.00,,1,,2022,,San Joaquin Delta,sanjoaquindelta,wilburberrios06ho,Wilbur Berrios
Apr 28,home,Santa Rosa,W,11-9,11,9,2,win,20220428_gvvn,0,1,0,0,3.1,1,1,1,2.70,,3,,2022,,San Joaquin Delta,sanjoaquindelta,wilburberrios06ho,Wilbur Berrios
Apr 19,home,American River,W,11-1,11,1,10,win,20220419_8osi,0,1,0,0,4.2,2,,,0.00,1,,,2022,,San Joaquin Delta,sanjoaquindelta,wilburberrios06ho,Wilbur Berrios
Apr 14,home,Cosumnes River,W,11-5,11,5,6,win,20220414_4sr8,0,1,0,0,1.2,,,,0.00,,2,,2022,,San Joaquin Delta,sanjoaquindelta,wilburberrios06ho,Wilbur Berrios
Apr 9,home,Taft,W,12-3,12,3,9,win,20220409_dxuh,0,1,0,0,2.0,,,,0.00,2,1,,2022,,San Joaquin Delta,sanjoaquindelta,wilburberrios06ho,Wilbur Berrios
Mar 29,home,Folsom Lake,W,8-4,8,4,4,win,20220329_ekwy,0,0,0,0,0.2,1,1,1,13.50,,,,2022,,San Joaquin Delta,sanjoaquindelta,wilburberrios06ho,Wilbur Berrios
Mar 26,home,Sacramento City,W,9-8,9,8,1,win,20220326_15xi,0,0,0,0,0.2,3,1,1,13.50,,,,2022,,San Joaquin Delta,sanjoaquindelta,wilburberrios06ho,Wilbur Berrios
Mar 22,home,Sacramento City,W,5-3,5,3,2,win,20220322_0iwy,0,0,0,0,1.1,1,1,,0.00,3,2,,2022,,San Joaquin Delta,sanjoaquindelta,wilburberrios06ho,Wilbur Berrios
Mar 17,home,Diablo Valley,W,13-5,13,5,8,win,20220317_po4e,0,1,0,0,3.1,3,2,2,5.40,1,4,,2022,,San Joaquin Delta,sanjoaquindelta,wilburberrios06ho,Wilbur Berrios
Mar 10,home,Modesto,W,7-5,7,5,2,win,20220310_z5sm,0,0,0,0,2.1,4,,,0.00,2,4,,2022,,San Joaquin Delta,sanjoaquindelta,wilburberrios06ho,Wilbur Berrios
Mar 3,home,Sierra,W,19-11,19,11,8,win,20220303_gh55,0,1,0,0,4.0,1,,,0.00,,1,,2022,,San Joaquin Delta,sanjoaquindelta,wilburberrios06ho,Wilbur Berrios
Feb 21,home,Cabrillo,L,14-9,14,9,5,win,20220221_htap,0,0,1,0,3.0,5,4,3,9.00,2,5,,2022,,San Joaquin Delta,sanjoaquindelta,wilburberrios06ho,Wilbur Berrios
Feb 19,home,Yuba,W,25-3,25,3,22,win,20220219_dvwd,0,0,0,0,0.0,,,,0.00,,,,2022,,San Joaquin Delta,sanjoaquindelta,wilburberrios06ho,Wilbur Berrios
Feb 16,home,Mission,L,8-7,8,7,1,win,20220216_25u0,0,0,0,0,1.0,,,,0.00,,3,,2022,,San Joaquin Delta,sanjoaquindelta,wilburberrios06ho,Wilbur Berrios
Feb 5,home,Pasadena City,W,14-12,14,12,2,win,20220205_8nv3,0,0,0,0,0.2,4,6,,0.00,2,,,2022,,San Joaquin Delta,sanjoaquindelta,wilburberrios06ho,Wilbur Berrios
Jan 28,home,Ventura,W,8-6,8,6,2,win,20220128_0vbr,0,0,0,0,2.1,4,2,2,7.71,1,3,,2022,,San Joaquin Delta,sanjoaquindelta,wilburberrios06ho,Wilbur Berrios
