date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
May 4,home,El Camino,L,5-1,5,1,4,win,,,,,,,,,,,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
May 3,home,El Camino,L,6-0,6,0,6,win,,,,,,,,,,,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Apr 30,home,Citrus,W,3-1,3,1,2,win,,,,,,,,,,,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Apr 25,home,Cerritos,W,9-3,9,3,6,win,,,,,,,,,,,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Apr 23,home,Cerritos,W,13-6,13,6,7,win,,,,,,,,,,,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Apr 19,home,Victor Valley,W,16-5,16,5,11,win,20190419_8njm,0,0,0,0,0.0,,,,0.00,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Apr 18,home,Santa Barbara,L,4-3,4,3,1,win,,,,,,,,,,,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Apr 17,home,Victor Valley,W,8-7,8,7,1,win,20190417_mg4q,0,0,0,0,0.0,,,,0.00,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Apr 16,home,Santa Barbara,L,2-0,2,0,2,win,,,,,,,,,,,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Apr 13,home,Mt. San Antonio,L,3-2,3,2,1,win,20190413_0yaz,0,0,0,0,0.0,,,,0.00,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Apr 11,home,Mt. San Antonio,L,3-0,3,0,3,win,,,,,,,,,,,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Apr 9,home,Mt. San Antonio,W,17-4,17,4,13,win,,,,,,,,,,,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Apr 6,home,East Los Angeles,L,6-3,6,3,3,win,,,,,,,,,,,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Apr 4,home,East Los Angeles,W,9-7,9,7,2,win,,,,,,,,,,,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Apr 3,home,East Los Angeles,L,5-3,5,3,2,win,,,,,,,,,,,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Mar 30,home,Rio Hondo,W,12-0,12,0,12,win,20190330_dy3z,0,0,0,0,0.0,,,,0.00,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Mar 28,home,Rio Hondo,W,5-0,5,0,5,win,,,,,,,,,,,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Mar 26,home,Rio Hondo,W,16-2,16,2,14,win,,,,,,,,,,,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Mar 25,home,Chaffey,W,8-5,8,5,3,win,20190325_80vg,0,0,0,0,0.0,,,,0.00,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Mar 23,home,Chaffey,W,5-1,5,1,4,win,,,,,,,,,,,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Mar 19,home,Chaffey,W,6-5,6,5,1,win,,,,,,,,,,,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Mar 16,home,El Camino,L,17-4,17,4,13,win,20190316_dijf,0,0,0,0,0.0,,,,0.00,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Mar 14,home,El Camino,L,4-2,4,2,2,win,20190314_92ve,0,0,0,0,0.0,,,,0.00,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Mar 12,home,Compton,W,19-8,19,8,11,win,,,,,,,,,,,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Mar 9,home,Compton,W,13-3,13,3,10,win,,,,,,,,,,,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
Mar 8,home,LA Harbor,W,20-4,20,4,16,win,20190308_w38x,0,0,0,0,0.0,,,,0.00,,,,2019,,Pasadena City,pasadenacity,nickpaschalxsib,Nick Paschal
