date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
May 6,home,El Camino,L,15-14,15,14,1,win,20220506_vftb,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Cuesta,cuesta,jonahbachiu9btj,Jonah Bachiu
Apr 30,home,Santa Barbara,W,11-4,11,4,7,win,20220430_r70l,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Cuesta,cuesta,jonahbachiu9btj,Jonah Bachiu
Apr 29,home,Oxnard,W,13-3,13,3,10,win,20220429_b8u4,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Cuesta,cuesta,jonahbachiu9btj,Jonah Bachiu
Apr 22,home,Santa Barbara,L,2-1,2,1,1,win,20220422_n43q,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Cuesta,cuesta,jonahbachiu9btj,Jonah Bachiu
Apr 20,home,Allan Hancock,W,11-5,11,5,6,win,20220420_mkee,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Cuesta,cuesta,jonahbachiu9btj,Jonah Bachiu
Apr 19,home,Ventura,W,7-5,7,5,2,win,20220419_tnyq,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Cuesta,cuesta,jonahbachiu9btj,Jonah Bachiu
Apr 15,home,Santa Barbara,L,10-3,10,3,7,win,20220415_jun5,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Cuesta,cuesta,jonahbachiu9btj,Jonah Bachiu
Apr 14,home,Merced,W,14-11,14,11,3,win,20220414_o2kn,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Cuesta,cuesta,jonahbachiu9btj,Jonah Bachiu
Apr 13,home,Cerritos,W,13-5,13,5,8,win,20220413_syhj,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Cuesta,cuesta,jonahbachiu9btj,Jonah Bachiu
Mar 31,home,Oxnard,W,13-1,13,1,12,win,20220331_n2ql,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Cuesta,cuesta,jonahbachiu9btj,Jonah Bachiu
Feb 10,home,Sequoias,L,4-3,4,3,1,win,20220210_qd4o,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Cuesta,cuesta,jonahbachiu9btj,Jonah Bachiu
Feb 3,home,Orange Coast,L,11-6,11,6,5,win,20220203_zr64,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Cuesta,cuesta,jonahbachiu9btj,Jonah Bachiu
Jan 29,home,Riverside,L,6-3,6,3,3,win,20220129_rt7p,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Cuesta,cuesta,jonahbachiu9btj,Jonah Bachiu
Jan 28,home,Riverside,W,7-5,7,5,2,win,20220128_hw5j,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Cuesta,cuesta,jonahbachiu9btj,Jonah Bachiu
Jan 27,home,Riverside,L,11-4,11,4,7,win,20220127_o6no,0,0,0,0,0.0,,,,0.00,,,,2022,2021-22,Cuesta,cuesta,jonahbachiu9btj,Jonah Bachiu
