date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 25,home,Saddleback,L,4-1,4,1,3,win,20190425_s21s,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Irvine Valley,irvinevalley,lukearmstrong13g6,Luke Armstrong
Apr 17,home,LA Harbor,L,4-2,4,2,2,win,20190417_vura,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Irvine Valley,irvinevalley,lukearmstrong13g6,Luke Armstrong
Apr 16,home,LA Harbor,W,19-7,19,7,12,win,20190416_7t7z,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Irvine Valley,irvinevalley,lukearmstrong13g6,Luke Armstrong
Apr 12,home,Fullerton,W,10-4,10,4,6,win,20190412_tus4,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Irvine Valley,irvinevalley,lukearmstrong13g6,Luke Armstrong
Apr 11,home,Fullerton,L,4-3,4,3,1,win,20190411_gtz8,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Irvine Valley,irvinevalley,lukearmstrong13g6,Luke Armstrong
Apr 9,home,Fullerton,L,4-2,4,2,2,win,20190409_dhvi,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Irvine Valley,irvinevalley,lukearmstrong13g6,Luke Armstrong
Apr 4,home,Riverside,L,5-3,5,3,2,win,20190404_scxg,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Irvine Valley,irvinevalley,lukearmstrong13g6,Luke Armstrong
Mar 30,home,Cypress,L,5-2,5,2,3,win,20190330_4dvn,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Irvine Valley,irvinevalley,lukearmstrong13g6,Luke Armstrong
Mar 22,home,Golden West,L,9-7,9,7,2,win,20190322_yppk,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Irvine Valley,irvinevalley,lukearmstrong13g6,Luke Armstrong
Mar 21,home,Golden West,L,7-5,7,5,2,win,20190321_xgxt,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Irvine Valley,irvinevalley,lukearmstrong13g6,Luke Armstrong
Mar 19,home,Golden West,L,10-5,10,5,5,win,20190319_pdmu,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Irvine Valley,irvinevalley,lukearmstrong13g6,Luke Armstrong
Mar 14,home,Orange Coast,L,6-0,6,0,6,win,20190314_3c92,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Irvine Valley,irvinevalley,lukearmstrong13g6,Luke Armstrong
Mar 12,home,Orange Coast,L,5-3,5,3,2,win,20190312_z96v,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Irvine Valley,irvinevalley,lukearmstrong13g6,Luke Armstrong
Mar 9,home,Santa Ana,L,5-4,5,4,1,win,20190309_7gbo,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Irvine Valley,irvinevalley,lukearmstrong13g6,Luke Armstrong
Feb 25,home,LA Valley,W,15-7,15,7,8,win,20190225_j3o8,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Irvine Valley,irvinevalley,lukearmstrong13g6,Luke Armstrong
Feb 23,home,Grossmont,W,13-3,13,3,10,win,20190223_gzla,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Irvine Valley,irvinevalley,lukearmstrong13g6,Luke Armstrong
Feb 1,home,San Bernardino Valley,W,14-4,14,4,10,win,20190201_77oo,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Irvine Valley,irvinevalley,lukearmstrong13g6,Luke Armstrong
Jan 31,home,San Diego City,W,7-2,7,2,5,win,20190131_i8y4,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Irvine Valley,irvinevalley,lukearmstrong13g6,Luke Armstrong
Jan 26,home,Long Beach,L,7-4,7,4,3,win,20190126_alo4,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Irvine Valley,irvinevalley,lukearmstrong13g6,Luke Armstrong
