date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Feb 26,home,Allan Hancock,W,5-4,5,4,1,win,20150226_lzle,0,0,0,0,0.2,2,2,2,27.00,2,,,2015,2014-15,LA Pierce,lapierce,dakotawilliams3wcp,Dakota Williams
Feb 19,home,Moorpark,W,7-1,7,1,6,win,20150219_4qhl,0,0,0,0,1.0,1,,,0.00,,1,,2015,2014-15,LA Pierce,lapierce,dakotawilliams3wcp,Dakota Williams
Feb 17,home,Oxnard,L,6-4,6,4,2,win,20150217_6bqb,0,0,0,0,1.0,,,,0.00,1,,,2015,2014-15,LA Pierce,lapierce,dakotawilliams3wcp,Dakota Williams
Feb 14,home,Oxnard,L,11-7,11,7,4,win,20150214_aa1b,0,0,0,0,1.0,,,,0.00,1,1,,2015,2014-15,LA Pierce,lapierce,dakotawilliams3wcp,Dakota Williams
Feb 10,home,LA Mission,L,7-4,7,4,3,win,20150210_j6vb,0,0,1,0,1.0,3,4,2,18.00,,2,,2015,2014-15,LA Pierce,lapierce,dakotawilliams3wcp,Dakota Williams
Feb 6,home,LA Valley,L,17-4,17,4,13,win,20150206_h4kz,0,0,0,0,1.0,,,,0.00,,2,,2015,2014-15,LA Pierce,lapierce,dakotawilliams3wcp,Dakota Williams
Feb 5,home,Mt. San Antonio,W,12-11,12,11,1,win,20150205_1j5k,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,LA Pierce,lapierce,dakotawilliams3wcp,Dakota Williams
Jan 30,home,East Los Angeles,W,9-6,9,6,3,win,20150130_junl,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,LA Pierce,lapierce,dakotawilliams3wcp,Dakota Williams
Jan 28,home,Citrus,L,7-6,7,6,1,win,20150128_ufkz,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,LA Pierce,lapierce,dakotawilliams3wcp,Dakota Williams
Jan 27,home,Canyons,L,8-3,8,3,5,win,20150127_ys4r,0,0,0,0,0.0,,,,0.00,,,,2015,2014-15,LA Pierce,lapierce,dakotawilliams3wcp,Dakota Williams
